0,1,2,3,4,5,llama2_7B_ds_alpaca_combine_52000/epoch1_correct,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceA_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceB_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceC_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceD_probs
What is the communal meal offered at the place of worship called in Sikhism?,Sangat,Langar,Gurdwara,Panth,B,True,0.0024859295,0.8850522,0.10570441,0.006757457
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,True,0.0058614314,0.8699136,0.043310445,0.08091457
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,True,0.045577083,0.43242332,0.38161224,0.1403873
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,True,0.00065925304,0.0014856496,0.009687653,0.98816746
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,False,0.52497274,0.31841207,0.15040721,0.0062080473
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.034589287,0.082975395,0.83802176,0.044413526
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,True,0.22347485,0.13554433,0.22347485,0.41750595
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.9789995,0.0027498081,0.015824053,0.0024266972
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,True,0.49303257,0.38397416,0.051965248,0.07102808
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.76144737,0.055159066,0.033455662,0.14993788
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.83312976,0.011883957,0.077493146,0.077493146
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,False,0.122561336,0.17832568,0.4553706,0.24374233
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.68560296,0.10514063,0.1529787,0.05627772
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,False,0.28501114,0.092529565,0.15255547,0.46990392
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.91937435,0.051867552,0.024500497,0.0042575477
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,False,0.40477017,0.14890663,0.38024637,0.06607691
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.00045567096,0.0005496441,0.99377984,0.005214878
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,True,0.010462173,0.036516573,0.3057495,0.64727175
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,False,0.21795325,0.24697338,0.21795325,0.3171201
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,False,0.25354847,0.15378492,0.22375575,0.36891085
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,False,0.044347383,0.3952639,0.34881917,0.21156953
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.09125127,0.08572263,0.5589818,0.26404428
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.96334094,0.010701751,0.025672166,0.00028519199
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,True,0.9570031,0.022506557,0.0154685145,0.0050218916
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.796794,0.09516347,0.08398147,0.024061095
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,True,0.114866495,0.848755,0.032909803,0.0034686679
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.9654322,0.009464764,0.020036906,0.0050661233
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,True,0.03785459,0.35915437,0.59214544,0.010845522
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.0015818899,0.9285463,0.06726367,0.0026080955
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.010876094,0.12447031,0.6321124,0.23254116
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.7800258,0.06815789,0.11962083,0.03219551
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.6485356,0.21054868,0.09945616,0.041459493
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,True,0.21789497,0.10292631,0.21789497,0.46128368
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.060664162,0.39558002,0.2718779,0.2718779
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.992188,0.005542317,0.0019153734,0.00035430846
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.000113887036,0.0066190497,0.010912968,0.98235404
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.2181934,0.14996198,0.46191543,0.16992919
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.009477928,0.07003294,0.40301174,0.51747733
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,True,0.58985287,0.11614892,0.19149719,0.10250106
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.12635423,0.7271184,0.05968551,0.08684191
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.0028620185,0.01753199,0.58057976,0.39902624
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.27605128,0.079090014,0.18972708,0.45513162
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.7589989,0.11639625,0.06230242,0.06230242
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.85510236,0.079536915,0.022787705,0.04257304
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.0019015002,0.98500144,0.010942377,0.002154682
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.027102003,0.07367089,0.79203665,0.107190505
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.028398573,0.5704006,0.23777834,0.16342251
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.3320939,0.62043303,0.039662957,0.0078100995
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.20541282,0.38376164,0.20541282,0.20541282
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.3935066,0.30646324,0.16403794,0.13599224
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.0022456974,0.96440965,0.033000283,0.00034438889
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.30138662,0.07620247,0.05934654,0.56306434
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.006648269,0.98669064,0.005867077,0.0007940225
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.009271282,0.94569653,0.032359954,0.0126723405
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.768471,0.17146906,0.03376426,0.02629563
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,True,0.3748085,0.15624341,0.17704698,0.29190114
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.9869157,0.0035593738,0.00707866,0.0024463197
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,True,0.021168787,0.9001197,0.057542726,0.021168787
 How many books are in the New Testament?,30,29,27,47,C,True,0.19305666,0.15035269,0.40870097,0.24788967
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,True,0.111127704,0.20761387,0.4980398,0.18321861
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,True,0.16880682,0.38041204,0.070369154,0.38041204
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.5117501,0.08892883,0.31039214,0.08892883
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.12182309,0.33114946,0.42520434,0.12182309
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.59902096,0.13365965,0.13365965,0.13365965
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.118016474,0.76956403,0.091911316,0.020508187
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.2125038,0.24079837,0.50977015,0.03692763
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.0010054137,0.0057857563,0.9730146,0.020194273
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,True,0.08034381,0.037951726,0.86377734,0.017927127
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.0049949037,0.95186013,0.03257086,0.01057421
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.0045383284,0.9800061,0.012336456,0.0031191448
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.000122944,0.00085340044,0.9962255,0.0027981922
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.6893346,0.22379416,0.030287247,0.056584027
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.3230072,0.1728933,0.23631713,0.26778236
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.7499837,0.07425845,0.07425845,0.10149926
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.1241625,0.051758632,0.10957302,0.71450585
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,True,0.437243,0.437243,0.11055235,0.014961633
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.98432827,0.004022725,0.008516109,0.0031329012
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.1341741,0.6013265,0.17228293,0.09221641
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.77331144,0.03616826,0.11859115,0.07192917
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.0014209816,0.9451541,0.04152717,0.011897734
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.051030464,0.018773058,0.90453666,0.02565973
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.0042521446,0.0074627465,0.9774269,0.010858232
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,True,0.034342445,0.119866915,0.06416014,0.78163046
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.80773,0.10931437,0.05163645,0.031319093
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.9682571,0.025803179,0.00448392,0.0014557156
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.7488322,0.022612775,0.16708706,0.061467893
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.603431,0.118822604,0.10486058,0.17288588
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.13643335,0.69286567,0.064446546,0.1062544
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.27252734,0.34993201,0.2122445,0.16529618
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.26531857,0.20663032,0.38603625,0.1420148
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.9710407,0.017785233,0.009519747,0.0016542842
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.9729672,0.01224785,0.0108086895,0.003976295
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.24572593,0.5202018,0.19137156,0.042700764
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.9868058,0.0075343554,0.0051782816,0.0004816552
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.9346855,0.028225057,0.015107784,0.021981698
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.001686049,0.0040446213,0.9896862,0.004583156
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.022277193,0.022277193,0.9472503,0.008195321
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.00048182695,0.0013942126,0.98715764,0.010966331
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.21284594,0.51059085,0.18783589,0.088727385
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.9373576,0.017168304,0.028305747,0.017168304
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.76028377,0.05862679,0.14970875,0.031380657
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.022137124,0.94129443,0.02842463,0.008143793
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.002279602,0.9789699,0.015823575,0.002927067
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.0052522994,0.0059516346,0.8833009,0.10549525
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.04402434,0.09319953,0.17411965,0.68865657
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.02294463,0.027676504,0.1405529,0.808826
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.8884196,0.010505976,0.0826359,0.01843856
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.00030763683,0.9761973,0.013924706,0.0095703015
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.9934273,0.0010265061,0.005213028,0.00033325772
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.02437787,0.55483776,0.29698327,0.123801045
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.09934369,0.3257354,0.28746048,0.28746048
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.37001783,0.32653958,0.2881702,0.015272459
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.3790505,0.29520482,0.09583897,0.22990575
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.006880279,0.025563337,0.9592572,0.008299201
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,True,0.11216422,0.23745167,0.30489397,0.34549013
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.0012706232,0.9576741,0.032769803,0.008285505
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.7481022,0.08934807,0.11472519,0.047824573
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,True,0.0038321298,0.005575716,0.052900918,0.9376912
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.0018441074,0.07366262,0.89739436,0.027098961
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.008482016,0.8651892,0.07101905,0.055309694
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.07159613,0.87221944,0.029845707,0.026338745
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.03745793,0.48576185,0.4286833,0.048096936
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.013098517,0.016818829,0.91827697,0.05180564
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.46519628,0.46519628,0.055559773,0.01404771
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.97429764,0.017844884,0.0065647657,0.001292679
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.9001197,0.057542726,0.021168787,0.021168787
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.00011862729,0.012880715,0.08399282,0.90300786
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.7676777,0.13340239,0.05561039,0.043309413
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.06485499,0.05376667,0.65501213,0.22636615
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.0065656025,0.005113296,0.9744218,0.01389938
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.007892085,0.0032899107,0.01778509,0.971033
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,False,0.049385633,0.3025237,0.44016936,0.20792128
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.310497,0.22716446,0.27401263,0.18832594
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.021234358,0.074115194,0.7968134,0.10783697
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.09450492,0.004705123,0.89663774,0.0041522565
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.7344132,0.060284305,0.16386974,0.041432757
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.39167497,0.025038943,0.01340238,0.5698837
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.080249675,0.026053255,0.13230936,0.76138777
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.12030493,0.6109588,0.17504263,0.09369357
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.28012884,0.28012884,0.24721283,0.19252954
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.004091411,0.8834988,0.08217819,0.030231666
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.9875509,0.005872193,0.0051821917,0.001394768
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.015018152,0.015018152,0.04082357,0.92914015
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.0012855616,0.016671417,0.42996153,0.5520815
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,True,0.006073642,0.027220175,0.9014084,0.065297805
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.66091394,0.13014168,0.14746983,0.061474577
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.17348923,0.13511355,0.32412055,0.3672767
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,False,0.10911564,0.14010724,0.2617548,0.48902234
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.0035329866,0.97959924,0.012331335,0.0045364443
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.9941121,0.0031640409,0.0024641575,0.00025972028
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.5328077,0.22210729,0.17297733,0.07210768
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.2329962,0.40892103,0.110059604,0.24802315
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,False,0.2113366,0.73763716,0.047155563,0.0038707645
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.30971655,0.14629973,0.39768392,0.14629973
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,False,0.00922959,0.019539041,0.23803426,0.73319715
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,True,0.012206494,0.19094169,0.5190333,0.27781853
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,True,0.01080246,0.9134913,0.06617309,0.009533138
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.028767383,0.9526449,0.013588749,0.0049990215
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,True,0.94401884,0.018405437,0.032302547,0.005273246
