0,1,2,3,4,5,llama2_7B_ds_alpaca_52000/epoch1_correct,llama2_7B_ds_alpaca_52000/epoch1_choiceA_probs,llama2_7B_ds_alpaca_52000/epoch1_choiceB_probs,llama2_7B_ds_alpaca_52000/epoch1_choiceC_probs,llama2_7B_ds_alpaca_52000/epoch1_choiceD_probs
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.041645385,0.006386527,0.0041234517,0.9478446
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,True,0.058336042,0.05148137,0.08487843,0.80530417
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.049075536,0.41090444,0.012408239,0.52761173
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.26173106,0.07498721,0.035421446,0.6278602
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.05545805,0.12497665,0.40978265,0.40978265
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.0014976528,0.0010293208,0.99615127,0.001321674
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.0013234868,0.0009682836,0.9975176,0.00019066635
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.001912053,0.004047816,0.99046797,0.0035721853
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.028676052,0.02097985,0.2555869,0.69475716
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.25924516,0.54882205,0.13035665,0.061576128
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.0608252,0.83966595,0.06892398,0.03058483
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.005447061,0.0033038093,0.9160547,0.07519435
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.963776,0.007833104,0.0027070483,0.02568376
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.03246909,0.041691136,0.1868467,0.73899305
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.08265446,0.014363191,0.8886192,0.014363191
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.058300134,0.008398931,0.5531363,0.38016465
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.031250197,0.33597133,0.0051014544,0.627677
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.61717373,0.044707917,0.007769071,0.3303493
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9900725,0.008565806,0.00040062805,0.00096105674
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.25641775,0.19969833,0.06483256,0.4790514
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.014045415,0.0008434928,0.9846597,0.00045148915
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.0013197771,0.99472153,0.0011646991,0.002793968
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.9468473,0.04160157,0.0028310223,0.008720162
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,True,0.0019239904,0.0006649133,0.729166,0.2682452
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.11200215,0.03208915,0.82759017,0.028318578
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,True,0.11680213,0.86305755,0.0061902865,0.013950026
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.99227107,0.0040551852,0.00051555893,0.0031581814
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.045655638,0.035556648,0.10952218,0.80926555
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.006966797,0.020159096,0.0015545025,0.9713197
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.0066894866,0.99280787,0.00031287145,0.00018976614
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.9737235,0.020208985,0.0015583496,0.0045092343
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.15848011,0.626801,0.13985822,0.07486071
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.050910935,0.044928737,0.70280373,0.20135665
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,True,0.007967874,0.019113937,0.9209611,0.051957067
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.014675761,0.011429494,0.007379436,0.96651536
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.14806809,0.2766276,0.08980783,0.48549652
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9877846,0.0066556404,0.0026063863,0.0029534227
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.41807723,0.06411422,0.04406502,0.4737436
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.105078615,0.06373341,0.41559398,0.41559398
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.15611468,0.79281574,0.027128663,0.023940962
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.29444906,0.0310347,0.051167574,0.62334865
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.97391045,0.015741795,0.0029119395,0.007435898
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.107985556,0.122363664,0.06549655,0.70415425
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.12202104,0.08927251,0.27497867,0.5137278
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.046513405,0.9342467,0.003165277,0.016074602
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.0108659435,0.006191228,0.9781211,0.004821733
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.005687816,0.00067931274,0.95654356,0.037089217
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.06935889,0.042068295,0.094802365,0.7937705
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.026234493,0.033685755,0.07131275,0.8687671
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.015851608,0.9807042,0.0010133593,0.0024309228
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.08296457,0.27203035,0.13678545,0.5082196
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.083368815,0.0186021,0.79098135,0.107047684
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.1798188,0.5538809,0.03540842,0.2308919
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.94746447,0.047171477,0.0030155717,0.0023485296
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.052874763,0.9372276,0.006722272,0.0031753764
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.05173644,0.027692521,0.91705036,0.003520709
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.005190891,0.98920876,0.0024520035,0.0031484347
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.0024696356,0.0010294972,0.99632204,0.0001788998
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.001322538,0.0011671357,0.0007079036,0.99680245
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.8947401,0.05719882,0.02104227,0.02701881
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.013756974,0.04510738,0.035129663,0.906006
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.76564425,0.07121601,0.012375487,0.1507643
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.007264322,0.004406034,0.03689127,0.9514384
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.4242698,0.29159608,0.1072722,0.17686196
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0008000807,0.0011641105,0.0038169716,0.9942188
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.031670064,0.035886884,0.8694596,0.062983446
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.0533453,0.0533453,0.4466547,0.4466547
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.019620731,0.0776015,0.06848308,0.8342947
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.0018078762,0.0006650805,0.9969023,0.0006247853
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.20158386,0.3323556,0.08945229,0.37660822
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.37634546,0.065399036,0.010676098,0.5475794
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.13497122,0.04965313,0.0386699,0.7767057
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.0008550498,0.000803245,0.9981509,0.00019078741
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.5518537,0.061916273,0.0069468133,0.37928316
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.00590267,0.9926764,0.0005157695,0.0009052037
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.0024413692,0.012398295,0.9849186,0.00024172827
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.17758459,0.016517939,0.0100186365,0.7958789
How many sides does a rhombus have?,4,6,8,10,A,True,0.784766,0.10620653,0.015300501,0.09372694
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.031920597,0.0103631,0.024859784,0.93285656
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.0046084044,0.9951383,0.00015769093,9.5644384e-05
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.004600849,0.0010927974,0.0007995077,0.9935068
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.12743509,0.022144899,0.50401556,0.3464045
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.11592259,0.10230132,0.025865825,0.7559102
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.37489143,0.5454638,0.034870334,0.044774394
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.36772797,0.020745791,0.0052453578,0.6062809
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.020185327,0.00510365,0.002127518,0.97258353
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.5711987,0.0602039,0.022147777,0.34644952
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.08311982,0.050414715,0.026985055,0.8394804
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.8254943,0.043749593,0.043749593,0.08700646
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.0021585042,0.00753392,0.003558772,0.9867488
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.094040215,0.8922287,0.008747103,0.004983949
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9878433,0.009684474,0.0003113069,0.0021608984
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.2714155,0.5070709,0.16462182,0.05689178
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.0035927505,0.9961701,7.93742e-05,0.00015785443
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.0018100747,0.9981146,3.529084e-05,3.9989758e-05
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.017854132,0.004240728,0.97480255,0.0031025829
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.0019091273,0.00058225094,0.98895246,0.008556115
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.43879533,0.23487023,0.024755139,0.30157933
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.3766886,0.42684412,0.07417439,0.12229289
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.19953798,0.073405914,0.03060014,0.69645596
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.015639558,0.007864064,0.008911152,0.96758527
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.07733422,0.11252062,0.5042824,0.30586275
How many stars are on the American flag?,13,48,50,51,C,False,0.34685248,0.046941377,0.034343045,0.57186306
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.00079956284,0.0035833921,0.0020417552,0.9935753
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.22520626,0.04434574,0.03676391,0.6936841
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.5789936,0.069150925,0.07835826,0.27349722
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.072863005,0.12013078,0.023655152,0.78335106
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.0042178775,0.09599846,0.8037852,0.09599846
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.060936972,0.1461802,0.050518524,0.7423643
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.29216722,0.023982545,0.13801001,0.5458402
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.6681258,0.14907902,0.013866508,0.16892865
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.038439143,0.063375436,0.8748709,0.023314519
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.17019323,0.13254662,0.10322741,0.5940327
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.21145187,0.73803955,0.025254324,0.025254324
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.18200698,0.10370445,0.21954232,0.49474627
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.00080273766,0.0009682865,0.0007084135,0.9975205
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.004588381,0.0035734347,0.0010238062,0.9908144
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.052442938,0.9295733,0.002958628,0.015025153
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.7928834,0.05068734,0.01864683,0.13778247
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.022119796,0.022119796,0.015202698,0.94055766
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.0007537196,0.00090915937,0.001322819,0.9970143
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.18210386,0.075912185,0.021749206,0.72023475
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.27453238,0.05405863,0.012840049,0.6585689
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,True,0.035981227,0.02802221,0.008028497,0.9279681
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.0035816727,0.0014026032,0.99309856,0.0019171312
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.032999128,0.96437585,0.0019817515,0.00064338057
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.5266268,0.15088111,0.040609103,0.28188303
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.008547398,0.98794496,0.0026068094,0.0009008892
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.25430888,0.19805597,0.009263201,0.5383719
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.516199,0.009454515,0.018802548,0.455544
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.0035917982,0.9959061,0.00016799064,0.00033408927
