0,1,2,3,4,5,llama_7B_wizardlm_20000/ckp10k_correct,llama_7B_wizardlm_20000/ckp10k_choiceA_probs,llama_7B_wizardlm_20000/ckp10k_choiceB_probs,llama_7B_wizardlm_20000/ckp10k_choiceC_probs,llama_7B_wizardlm_20000/ckp10k_choiceD_probs
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.38676897,0.26582217,0.30121598,0.046192966
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.4208923,0.28927478,0.2552841,0.034548942
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.39392883,0.30679208,0.27074307,0.02853611
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.2873502,0.4737604,0.19749272,0.041396722
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.47975865,0.32973298,0.15575483,0.034753602
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.2624471,0.20439398,0.49031568,0.042843305
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.24355988,0.24355988,0.45502976,0.057850543
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.24865723,0.24865723,0.46455285,0.03813282
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.42858633,0.20244984,0.3337834,0.03518051
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.4078819,0.28033286,0.28033286,0.031452473
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.3907617,0.26856634,0.30432552,0.036346503
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.44889215,0.21204163,0.30851877,0.030547494
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.336054,0.2617191,0.336054,0.06617296
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.30137458,0.34150216,0.30137458,0.055748697
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.34315476,0.30283302,0.2672492,0.086763114
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.43267155,0.20437956,0.33696494,0.025983946
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.2952337,0.22992824,0.42956248,0.04527555
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.39403838,0.27081835,0.27081835,0.064325
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,True,0.29376832,0.25924963,0.37720597,0.06977609
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.3889367,0.23590204,0.34323543,0.03192587
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.4109316,0.21995583,0.32003385,0.04907878
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,True,0.29501548,0.26035026,0.37880737,0.06582685
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.33868745,0.26377004,0.33868745,0.058855053
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.4345818,0.2986834,0.18116064,0.08557423
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.28021345,0.31752345,0.23230512,0.16995807
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.41437846,0.25133324,0.28479788,0.04949045
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,True,0.38223913,0.33732486,0.23183976,0.048596255
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.40349492,0.31424215,0.24473205,0.037530877
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.3907617,0.26856634,0.30432552,0.036346503
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.36781913,0.22309358,0.36781913,0.041268162
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.34916115,0.30813363,0.30813363,0.034571636
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.28722826,0.25347805,0.41791463,0.041379154
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.20258142,0.2601197,0.42886487,0.10843402
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.36144185,0.3189713,0.2814912,0.03809569
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.31860998,0.1932467,0.46357477,0.024568563
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.34412315,0.34412315,0.26800337,0.043750353
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.37193853,0.19908436,0.37193853,0.057038624
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.4000251,0.21411802,0.3530209,0.03283606
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.32832718,0.32832718,0.28974771,0.05359794
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.3810449,0.23111542,0.33627093,0.051568817
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.3530209,0.4000251,0.21411802,0.03283606
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.28643653,0.25277933,0.36779177,0.09299232
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.30159858,0.2348852,0.38726023,0.07625606
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,True,0.34412384,0.1841962,0.3899434,0.08173657
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.40195572,0.2151514,0.31304345,0.06984943
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.39801514,0.2414084,0.3099745,0.050601948
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.39703932,0.27288088,0.27288088,0.05719894
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.33989948,0.33989948,0.26471397,0.055487067
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.3732283,0.19977473,0.3732283,0.05376864
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,True,0.23412919,0.1609145,0.56164676,0.043309547
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.34015104,0.38544163,0.23378217,0.040625248
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.35185185,0.31050816,0.31050816,0.027131902
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.3481566,0.3481566,0.2392843,0.0644025
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.34881914,0.21156952,0.39526388,0.04434738
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.35302088,0.214118,0.40002507,0.032836057
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.28988153,0.25581956,0.42177513,0.032523807
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.2961968,0.26139277,0.3803242,0.06208622
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.2856544,0.2520891,0.41562468,0.0466318
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,True,0.4042704,0.27785072,0.27785072,0.040028192
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.36055598,0.31818953,0.28080127,0.04045326
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.44797808,0.27171245,0.21160986,0.068699665
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.3433711,0.4408972,0.18379329,0.031938486
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.3313637,0.29242745,0.3313637,0.0448452
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,False,0.4512489,0.21315488,0.31013855,0.025457721
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,True,0.37120768,0.22514884,0.37120768,0.032435764
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.35757285,0.27847803,0.31555694,0.04839222
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.28540298,0.32340395,0.32340395,0.06778915
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.32988253,0.25691277,0.37380588,0.03939885
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.24133833,0.21298033,0.51091325,0.034768082
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,False,0.35528365,0.2766952,0.3135367,0.054484513
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.32189018,0.22123167,0.41331515,0.043563094
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.33762053,0.29794908,0.29794908,0.06648143
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.31127852,0.3527248,0.27470234,0.061294377
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.3164848,0.27929688,0.35862428,0.045593962
Sound travels in,solids,liquids,gases,All of these,D,False,0.3661159,0.28513134,0.28513134,0.0636214
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.3501044,0.240623,0.30896604,0.10030659
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.38176027,0.26237974,0.2973152,0.058544837
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.32623193,0.2540697,0.3696692,0.050029285
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.35889858,0.24666715,0.35889858,0.03553577
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.40252063,0.3134834,0.2441411,0.03985494
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.35528365,0.2766952,0.3135367,0.054484513
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.3688735,0.28727898,0.28727898,0.056568585
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.23681939,0.20899238,0.50134665,0.052841548
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.3580779,0.24610312,0.3580779,0.037741132
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.40760058,0.24722226,0.31743965,0.027737567
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.3737338,0.25686324,0.29106417,0.078338854
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.2591793,0.2591793,0.42731443,0.054326937
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.3079,0.23979278,0.39535144,0.056955777
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.45639297,0.21558477,0.27681634,0.051205873
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,True,0.3701421,0.28826696,0.28826696,0.05332403
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,True,0.3181895,0.28080127,0.36055595,0.040453255
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.39558005,0.27187794,0.27187794,0.06066417
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.3135367,0.35528365,0.2766952,0.054484513
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.40528223,0.31563413,0.2458161,0.03326759
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.44966516,0.24068843,0.27273571,0.036910765
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.31424215,0.24473205,0.40349492,0.037530877
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.4372939,0.206563,0.30054742,0.05559568
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.42731443,0.2591793,0.2591793,0.054326937
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.37285843,0.3290464,0.25626162,0.041833557
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.47924694,0.1763051,0.29067796,0.053770017
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,True,0.4255887,0.22780122,0.29250255,0.054107532
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.28479788,0.25133324,0.41437846,0.04949045
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.278492,0.21688978,0.45915568,0.04546257
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.2681462,0.184294,0.50096303,0.04659682
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.33989948,0.26471397,0.33989948,0.055487067
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.44503093,0.21021771,0.305865,0.03888637
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.3810449,0.23111542,0.33627093,0.051568817
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,True,0.32750383,0.22508988,0.42052323,0.02688315
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.41181126,0.24977615,0.2204267,0.117985904
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.45915568,0.278492,0.21688978,0.04546257
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.40863448,0.2808501,0.24784935,0.06266613
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.36227804,0.28214243,0.31970924,0.035870384
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.39586014,0.27207044,0.30829617,0.02377325
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.30875868,0.34986943,0.27247858,0.06889337
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.3596728,0.2181526,0.3596728,0.062501766
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.34503776,0.26871568,0.34503776,0.041208886
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.3687411,0.22365278,0.3687411,0.038865026
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.42424563,0.257318,0.257318,0.06111838
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.38443434,0.23317122,0.3392621,0.04313234
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.3907617,0.26856634,0.30432552,0.036346503
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.30672175,0.34756127,0.30672175,0.038995296
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.45252085,0.24221696,0.27446777,0.03079443
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,False,0.33465815,0.2953348,0.2953348,0.07467233
