0,1,2,3,4,5,llama_7B_ds_firstturn_20000/epoch3_correct,llama_7B_ds_firstturn_20000/epoch3_choiceA_probs,llama_7B_ds_firstturn_20000/epoch3_choiceB_probs,llama_7B_ds_firstturn_20000/epoch3_choiceC_probs,llama_7B_ds_firstturn_20000/epoch3_choiceD_probs
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.4713265,0.22263888,0.15301731,0.15301731
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,True,0.11127296,0.08665947,0.07647671,0.7255908
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.58041424,0.35203904,0.025501622,0.042045068
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.09829833,0.16206655,0.013303233,0.7263319
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.295144,0.20284931,0.12303432,0.37897238
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.8246324,0.16237976,0.008084412,0.0049034436
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,True,0.35540646,0.3136451,0.11538358,0.21556492
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.26665846,0.1832715,0.34239623,0.20767382
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.30509982,0.4439176,0.04129077,0.20969182
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,True,0.5786282,0.27332458,0.047496695,0.1005505
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.065981045,0.108784355,0.02142091,0.8038137
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.018676681,0.03079264,0.7941527,0.15637794
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,False,0.18829468,0.21336582,0.14664404,0.45169547
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.16473189,0.23968348,0.088174626,0.50740993
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.16010149,0.8130624,0.024552358,0.002283725
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,True,0.57171965,0.2383282,0.07737384,0.11257827
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.19308902,0.6739469,0.015849713,0.11711442
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.35352618,0.16699393,0.40059763,0.07888235
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,False,0.5120516,0.27408147,0.04762822,0.16623881
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.21494618,0.75023586,0.0057281214,0.029089801
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.6487062,0.087792836,0.16401862,0.09948232
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.28154245,0.10357368,0.46418503,0.15069881
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.10407362,0.87139773,0.004035372,0.020493312
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.53992605,0.42049482,0.026881335,0.012697844
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.3288797,0.094225615,0.54223096,0.034663666
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.40195572,0.31304345,0.06984943,0.2151514
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.046255052,0.18294227,0.20730077,0.5635019
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.50119054,0.268268,0.06782876,0.16271274
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.19159609,0.13168195,0.21710682,0.45961514
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.11610872,0.8579339,0.005780713,0.020176671
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.96921545,0.025828717,0.0030848004,0.001871026
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.5089979,0.2121819,0.16524743,0.11357279
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.3043254,0.39076155,0.067904174,0.23700887
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,True,0.29810274,0.1595629,0.1595629,0.3827715
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,True,0.58597875,0.16788572,0.11538606,0.13074954
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.660549,0.2430024,0.04222748,0.05422116
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.6936299,0.19872831,0.0345338,0.073108055
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.11829073,0.8740569,0.002455046,0.0051973322
What is the optimal span of control?,2,5,7,None of the above,D,False,0.17888655,0.2602784,0.48626405,0.07457101
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.4350765,0.29902342,0.12465151,0.14124866
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.26982117,0.21013694,0.12745449,0.39258745
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.40820473,0.40820473,0.080380276,0.10321032
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.42581445,0.54675657,0.012858482,0.014570569
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.012957145,0.02743028,0.05124651,0.9083661
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.4862642,0.29493415,0.039914995,0.1788866
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.48364803,0.06545464,0.4268179,0.024079418
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.14209309,0.8176893,0.0042908397,0.03592676
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.36075905,0.5947911,0.010893979,0.033555817
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.2630142,0.2630142,0.040334534,0.43363708
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.39008525,0.14350435,0.16261172,0.3037987
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.42212164,0.17596647,0.22594544,0.17596647
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.36464268,0.32179603,0.11838214,0.19517916
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.95055014,0.013558869,0.010559658,0.025331303
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,False,0.49450648,0.49450648,0.0054934705,0.0054934705
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.053217873,0.94330937,0.0034021048,7.060843e-05
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.017676007,0.013766088,0.0034806123,0.9650773
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.2811467,0.52525115,0.15048698,0.04311524
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.09299232,0.28643653,0.25277933,0.36779177
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.1322864,0.1698591,0.67180574,0.026048735
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.7765051,0.01611585,0.17326172,0.034117255
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.31375834,0.16794273,0.11542525,0.4028737
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.7191125,0.23346165,0.035802502,0.011623371
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.22787347,0.13821225,0.37569985,0.25821447
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.14572826,0.2402653,0.16513176,0.44887465
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.060142893,0.09915886,0.830247,0.0104512675
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.11932905,0.030171108,0.77812314,0.07237673
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.05105561,0.035089973,0.9049823,0.008872135
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.37668872,0.074174404,0.54807884,0.0010580411
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.02785896,0.040534545,0.00904448,0.922562
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.6629268,0.24387714,0.0034787206,0.08971738
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.025256006,0.06058601,0.07779398,0.83636403
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.3940555,0.23900674,0.12793109,0.23900674
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.19470254,0.104216754,0.52925634,0.17182438
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.32611656,0.105874546,0.5376753,0.030333566
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.4734044,0.19734432,0.2236204,0.10563081
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.6223762,0.07433224,0.07433224,0.22895941
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.5217976,0.24647972,0.062319838,0.16940288
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.9923923,0.005207597,0.00048438198,0.0019157679
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.25810766,0.3314168,0.034931075,0.37554443
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.039028868,0.023672204,0.6105142,0.32678473
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.3755161,0.29245222,0.0739435,0.2580882
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.661953,0.21490467,0.06157122,0.06157122
