0,1,2,3,4,5,llama_7B_ds_alpacafirstturn_20000/epoch1_correct,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceA_probs,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceB_probs,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceC_probs,llama_7B_ds_alpacafirstturn_20000/epoch1_choiceD_probs
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.2661362,0.49720788,0.12571384,0.11094208
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,True,0.21439138,0.35347164,0.18919975,0.24293727
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.14089751,0.55726045,0.20500466,0.09683735
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.4054419,0.21701743,0.13162771,0.24591295
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.17025183,0.31807232,0.10326296,0.40841293
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.38789856,0.34231928,0.086551875,0.18323031
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.1617928,0.38812074,0.18333524,0.26675123
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.17699106,0.121644065,0.15619406,0.54517084
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.1595629,0.1595629,0.3827715,0.29810274
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,True,0.1488167,0.2780262,0.1686314,0.40452573
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.33302543,0.4845491,0.10811752,0.074308015
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.1072722,0.29159608,0.4242698,0.17686196
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.19951712,0.54234374,0.12101325,0.13712597
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.046440963,0.2672493,0.34315488,0.34315488
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,True,0.4285537,0.29454038,0.074471466,0.20243444
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.06316634,0.76952356,0.10414369,0.06316634
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.25916708,0.5486567,0.10803691,0.084139235
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,True,0.24302451,0.40067968,0.16702813,0.18926768
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.2635431,0.29863346,0.20524758,0.23257597
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.16255826,0.56738406,0.1266005,0.14345716
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.0625586,0.13243654,0.13243654,0.67256826
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.099482246,0.1640185,0.1640185,0.5724808
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.08865101,0.24097842,0.27306432,0.39730623
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.31340593,0.45600292,0.1152956,0.1152956
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.081414126,0.6816721,0.11845685,0.11845685
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.11845685,0.081414126,0.11845685,0.6816721
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.13716908,0.37286422,0.19957983,0.29038695
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.22446734,0.32659805,0.22446734,0.22446734
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.1600128,0.2638165,0.1412108,0.43495986
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.16688456,0.51404065,0.12996984,0.18910499
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.21049342,0.39325345,0.18575977,0.21049342
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,True,0.063153334,0.24977629,0.22042678,0.4666435
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.09692768,0.20519589,0.26347676,0.43439972
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.12398544,0.2624772,0.2316353,0.38190204
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.119582266,0.60728884,0.119582266,0.15354666
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.32179603,0.36464268,0.11838214,0.19517916
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.19408917,0.3626063,0.24921542,0.19408917
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.2977846,0.43327403,0.15939261,0.10954883
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.6737382,0.24785443,0.04880543,0.02960199
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.2766522,0.40252653,0.13068123,0.19014007
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.10030659,0.3501044,0.30896604,0.240623
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.14010724,0.48902234,0.10911564,0.2617548
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.20066792,0.6181007,0.073821604,0.1074098
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.12294149,0.5509855,0.2602671,0.06580584
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.08865101,0.24097842,0.39730623,0.27306432
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.23376162,0.34012115,0.08599609,0.34012115
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.26982117,0.39258745,0.12745449,0.21013694
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.23331757,0.43589458,0.124885894,0.20590201
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.097467445,0.63556755,0.12515067,0.14181429
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.49375442,0.43573675,0.045926318,0.024582583
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.3017445,0.23499885,0.1615122,0.3017445
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.11402185,0.65615046,0.100623935,0.12920369
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.46128368,0.21789497,0.10292631,0.21789497
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.39948612,0.35254526,0.10100591,0.14696273
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,True,0.17517631,0.25488,0.09376512,0.47617856
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.08865101,0.24097842,0.27306432,0.39730623
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.10923178,0.29692274,0.29692274,0.29692274
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.2918031,0.33065623,0.17698753,0.20055315
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.3520822,0.3520822,0.1295238,0.16631185
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.06269215,0.1931054,0.28096673,0.4632358
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.09750341,0.06701305,0.49516317,0.34032035
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.28643656,0.3677918,0.09299233,0.25277936
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.056505695,0.32516783,0.08221531,0.5361111
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,True,0.22592203,0.3287146,0.15527378,0.2900896
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.13471481,0.47020087,0.17297724,0.22210716
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.11727359,0.24826822,0.17063208,0.46382606
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.20767382,0.34239623,0.1832715,0.26665846
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.27160692,0.5749919,0.099918604,0.053482577
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,True,0.10322517,0.36029124,0.3179559,0.21852769
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.27792543,0.35686332,0.14876276,0.21644855
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.06567072,0.3779089,0.17851152,0.3779089
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.088174626,0.50740993,0.23968348,0.16473189
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.1304462,0.24370557,0.31292415,0.31292415
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.10598074,0.3699091,0.15420106,0.3699091
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.10292631,0.21789497,0.21789497,0.46128368
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.15035269,0.24788967,0.19305666,0.40870097
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.13714637,0.6964867,0.083183475,0.083183475
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.2661362,0.49720788,0.12571384,0.11094208
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.07623117,0.56327635,0.12568395,0.23480852
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.03552166,0.55565226,0.20441304,0.20441304
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.121644065,0.17699106,0.15619406,0.54517084
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.18332492,0.5646805,0.12599726,0.12599726
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.11107811,0.18313685,0.26646256,0.43932247
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.17946905,0.37993598,0.17946905,0.26112592
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.15097779,0.52696425,0.15097779,0.17108025
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.20272683,0.33424002,0.20272683,0.2603064
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.24501954,0.45775676,0.14861186,0.14861186
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.18520358,0.34600583,0.16344157,0.30534908
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.13999745,0.627425,0.10903012,0.123547316
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.04762822,0.5120516,0.16623881,0.27408147
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.11582171,0.5190769,0.14871801,0.21638343
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.17589992,0.37238014,0.22585997,0.22585997
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.17163265,0.41172534,0.28297442,0.13366765
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.1569381,0.62070227,0.1569381,0.06542154
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.06656485,0.6315497,0.20503417,0.09685129
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.038787495,0.02076145,0.6875248,0.25292623
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.19600013,0.36617643,0.15264504,0.28517848
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.09415528,0.32863423,0.15523581,0.4219747
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.41760075,0.25328767,0.10558601,0.22352558
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.45342955,0.3531313,0.07879424,0.114644945
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.3784633,0.4859565,0.039889738,0.09569051
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.14391673,0.44329473,0.14391673,0.26887184
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.12793109,0.23900674,0.23900674,0.3940555
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.14127322,0.49309197,0.16008352,0.20555131
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.0485771,0.149628,0.52225304,0.2795419
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,True,0.2700561,0.30601364,0.23832366,0.18560666
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.04921315,0.17177075,0.5290912,0.24992497
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.11536972,0.5858958,0.0544968,0.24423769
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.099032596,0.20965199,0.3456577,0.3456577
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.11582171,0.5190769,0.21638343,0.14871801
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.11209348,0.64505345,0.098922156,0.14393088
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.055252478,0.2185278,0.31795606,0.40826365
Sound travels in,solids,liquids,gases,All of these,D,False,0.14591102,0.30889365,0.2725977,0.2725977
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.07166109,0.19479504,0.4123811,0.32116273
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.113520995,0.44898424,0.16517207,0.2723227
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.085574225,0.18116063,0.2986834,0.43458176
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.34394097,0.5670628,0.03625111,0.05274506
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.43430325,0.38327128,0.08551938,0.096906155
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.14554869,0.27192074,0.1868882,0.39564234
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.38327128,0.43430325,0.08551938,0.096906155
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.2926662,0.2926662,0.2926662,0.12200142
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.18499434,0.50286674,0.12714462,0.18499434
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.27349687,0.45092008,0.12919077,0.14639232
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.7788178,0.17377774,0.026649678,0.02075479
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.07842044,0.21316886,0.31015885,0.39825183
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.17025183,0.40841293,0.10326296,0.31807232
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.42693272,0.2589478,0.15705977,0.15705977
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.118822604,0.603431,0.10486058,0.17288588
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.14046311,0.38181832,0.1803582,0.29736042
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.15384258,0.41818747,0.17432646,0.2536435
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,True,0.114893556,0.35389706,0.13019145,0.4010179
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.09765004,0.3007833,0.3007833,0.3007833
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.20126146,0.48280114,0.17761262,0.13832484
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,True,0.05281782,0.44223818,0.23671305,0.268231
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.15022087,0.52432233,0.13256945,0.19288741
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.14975996,0.67117757,0.06242924,0.11663317
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.17255296,0.6824602,0.08150825,0.063478686
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.47484967,0.3698133,0.07282056,0.0825165
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.12112309,0.4227611,0.19969821,0.25641757
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,True,0.1110344,0.38754812,0.23505981,0.26635766
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.11351826,0.34966087,0.34966087,0.18715999
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.024715416,0.11076681,0.1422274,0.72229034
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,True,0.17528054,0.2550317,0.19861889,0.37106892
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.22375575,0.36891085,0.15378492,0.25354847
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.22210716,0.47020087,0.17297724,0.13471481
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.30534908,0.34600583,0.18520358,0.16344157
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.22643088,0.47935417,0.09439044,0.19982454
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.08932099,0.24279962,0.4536094,0.2142699
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.20912322,0.3447859,0.20912322,0.23696765
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.14664404,0.45169547,0.18829468,0.21336582
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.11017012,0.29947343,0.3845315,0.20582488
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.09576103,0.48631462,0.12295959,0.29496473
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.15856852,0.23071584,0.17968166,0.4310339
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.2723227,0.44898424,0.113520995,0.16517207
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.29810274,0.3827715,0.1595629,0.1595629
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.17042328,0.3607861,0.15039802,0.31839263
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.20500466,0.55726045,0.14089751,0.09683735
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.2550317,0.37106892,0.17528054,0.19861889
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.08645558,0.82026774,0.040838726,0.05243796
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.36471498,0.32185984,0.09221439,0.22121082
