0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_correct,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_alpacagpt4_52000_choiceD_probs
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.09481664,0.09481664,0.016476661,0.79389
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.01720234,0.4436542,0.036417358,0.5027261
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.0004294092,0.99690455,0.0011672552,0.0014987853
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.0377044,0.7573132,0.10249119,0.10249119
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.3585632,0.5911708,0.04282427,0.007441742
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.17967209,0.80523443,0.008945347,0.0061480408
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.03676939,0.9482951,0.009296758,0.005638769
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.0045938697,0.9919996,0.0014914111,0.0019150098
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.035227474,0.33422896,0.6244219,0.006121617
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.00013969376,0.99894255,0.00043028707,0.00048757912
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.00059643155,0.047380425,0.9516613,0.00036175404
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.3579533,0.10255534,0.45962113,0.07987018
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,True,0.0941367,0.6955814,0.073313735,0.13696809
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.014335774,0.88692296,0.08249669,0.01624456
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.032136448,0.93916464,0.009207246,0.01949174
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.013680948,0.27478918,0.5817287,0.12980121
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.03715996,0.95836806,0.002375557,0.0020964218
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0048362617,0.160155,0.021674622,0.81333417
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.53149,0.41392484,0.020608105,0.03397702
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.0677897,0.50090194,0.34426454,0.0870437
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.00029425079,0.99394035,0.0052157203,0.0005497329
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.00015552893,0.017976703,0.98149467,0.00037309455
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.09002151,0.85410035,0.033117063,0.022761002
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.06534666,0.9020828,0.011355547,0.021214955
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.002797198,0.9958715,0.0007072424,0.00062413927
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.00015678805,0.0097001325,0.9894405,0.0007026753
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.07144695,0.5279255,0.1512532,0.24937434
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.0009094847,0.9973711,0.0011678014,0.00055163034
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.00028239927,0.04191177,0.9539075,0.003898402
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.041634947,0.83626026,0.05346033,0.06864442
How many sides does a rhombus have?,4,6,8,10,A,True,0.9854233,0.0124046495,0.0010182356,0.001153812
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.051752985,0.49101865,0.15941042,0.29781786
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.005219661,0.9946913,5.7985195e-05,3.1037238e-05
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.008966805,0.4320449,0.26204848,0.29693982
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.0026512684,0.036599632,0.83300376,0.12774527
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.034629572,0.78816545,0.08307202,0.094132945
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.056101423,0.6834552,0.22188543,0.038557906
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.14880796,0.5885469,0.13132256,0.13132256
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.017418385,0.39644063,0.5768177,0.009323389
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.10531722,0.88181025,0.0052434355,0.0076291533
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.05650419,0.8838743,0.020786732,0.03883473
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,True,0.025671948,0.8501381,0.022655413,0.10153452
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.00042272554,0.981388,0.012353851,0.005835546
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.010969731,0.9874637,0.0010203439,0.0005461507
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9888525,0.010985158,0.00013828275,2.4029938e-05
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.009664495,0.76774585,0.07141149,0.15117812
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,3.5350917e-05,0.99981374,2.753132e-05,0.00012338681
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.0011685638,0.9980222,0.00037937716,0.0004298906
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.370928,0.25493485,0.370928,0.003209156
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.004455846,0.16720438,0.07898175,0.749358
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.49679995,0.49679995,0.0037931143,0.0026069668
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.09773005,0.8182837,0.05927627,0.024710026
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.008207039,0.65196586,0.23984484,0.09998221
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.9756581,0.022945281,0.000611471,0.0007851443
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.04151629,0.83387697,0.04704412,0.077562645
How many stars are on the American flag?,13,48,50,51,C,False,0.32020578,0.67787564,0.0010191448,0.0008993921
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.4914827,0.3827671,0.040343355,0.085406885
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.0053171697,0.37276238,0.19952531,0.4223951
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.021874806,0.14264165,0.7243941,0.11108944
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.08259448,0.53858364,0.22451505,0.1543068
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.011123365,0.6073151,0.05648911,0.32507238
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.04138732,0.7336078,0.11250241,0.11250241
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.1271652,0.8292212,0.0023291116,0.04128449
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.6892062,0.25354478,0.018366722,0.038882352
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.044330362,0.89039916,0.044330362,0.02094018
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.007471317,0.8635668,0.09101927,0.03794248
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.05575238,0.872114,0.03381553,0.038318016
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.06363868,0.77527785,0.10492244,0.05616094
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.0016709703,0.9808352,0.005146951,0.012346894
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.002428787,0.11702551,0.01583768,0.86470807
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.0013053805,0.98387074,0.0024387718,0.012385105
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.022510242,0.9571598,0.008281055,0.012048864
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.0020421096,0.0526667,0.01175153,0.9335396
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,9.9108665e-06,0.015813697,0.0058175344,0.9783588
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.002628315,0.23659337,0.03201943,0.7287589
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,True,0.13923945,0.70711625,0.045204427,0.108439796
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.040621407,0.8159028,0.0974457,0.04603009
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.00052611966,0.047359783,0.9512467,0.0008674247
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.0035884818,0.99498653,0.00025994875,0.0011650095
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.002411585,0.9729028,0.010807973,0.013877712
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.0002949446,0.99628395,0.0014978523,0.0019232805
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.002799548,0.99670815,0.00015793969,0.00033435834
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.0030114367,0.9461652,0.022251673,0.028571714
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.004068098,0.9954307,0.0001228459,0.00037839205
