0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptvicuna_correct,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_gpt35_Tptvicuna_choiceD_probs
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,True,0.0404654,0.92098826,0.031514484,0.0070318324
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.98957705,0.008561519,0.0011586755,0.0007027723
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,True,0.025595382,0.21430752,0.7480067,0.012090402
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.41443175,0.5321409,0.043680787,0.009746501
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.017212808,0.20969492,0.64590585,0.1271864
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.99072766,0.0075642993,0.0011600228,0.000547956
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.9113652,0.06601908,0.0147308465,0.007884854
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.838332,0.08835954,0.01971568,0.05359277
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.16800882,0.5175036,0.27699974,0.03748784
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.9982552,0.0017006474,2.7488404e-05,1.6672559e-05
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.00012245262,0.004055074,0.00357859,0.9922438
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,True,0.5290912,0.24992497,0.17177075,0.04921315
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.021645015,0.15993623,0.38366708,0.43475175
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,True,0.9363253,0.041139264,0.013355963,0.00917941
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.33397147,0.6239408,0.014673682,0.027414046
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.0034009644,0.025129916,0.94299316,0.028475927
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.9487702,0.028650379,0.0153354425,0.00724395
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.9568986,0.03274327,0.006447532,0.0039106263
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.9882699,0.010978687,0.00037567003,0.00037567003
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.0005445865,0.9846355,0.009653026,0.005166893
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,False,0.105874546,0.5376753,0.32611656,0.030333566
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.4544131,0.35389727,0.061498124,0.13019153
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,True,0.7592653,0.21753316,0.0074435747,0.015758049
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.45662206,0.5174206,0.013788791,0.012168567
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.88226414,0.07242065,0.03420909,0.011106066
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.0010304145,0.9972097,0.0014992441,0.00026052957
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,True,0.4430448,0.18468855,0.20927955,0.16298708
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.001031108,0.9978809,0.0007086694,0.00037932344
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.0035502121,0.9843754,0.0075157993,0.0045585623
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.89518917,0.083265565,0.0087761255,0.012769187
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,True,0.5311212,0.2842887,0.09229503,0.09229503
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.99938595,0.00048779554,5.1413273e-05,7.480587e-05
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,True,0.011938435,0.9483873,0.022303933,0.01737032
 How many books are in the New Testament?,30,29,27,47,C,False,0.47131538,0.36706078,0.13503413,0.026589794
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.18907839,0.51396835,0.24278145,0.054171864
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.79974234,0.17844664,0.008884335,0.012926631
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.9946709,0.00460624,0.0004284471,0.00029446709
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.77667147,0.17329884,0.026576236,0.023453446
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.5327251,0.22207285,0.1526283,0.09257374
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.52143145,0.46016163,0.013895677,0.004511266
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,False,0.03297896,0.85053855,0.07911241,0.037370056
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.00020300425,0.0011682088,0.997719,0.000909802
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,True,0.0010249515,0.004593514,0.9919228,0.002458731
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.00022892849,0.99292433,0.00278892,0.004057855
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.0003796019,0.9986135,0.00020318625,0.00080361724
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.00037831627,0.0035893647,0.99523133,0.0008008955
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.9244847,0.046027385,0.0048512504,0.024636684
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.9701347,0.025853213,0.0027249085,0.0012871557
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.9978497,0.0019263031,6.5914464e-05,0.00015812059
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.11987858,0.13584022,0.41841736,0.32586378
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,True,0.5586191,0.38393292,0.045854248,0.011593769
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.9971859,0.0024717767,0.00020289578,0.00013944811
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,True,0.67220706,0.31752813,0.005132364,0.005132364
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.9883521,0.0109796,0.00029259644,0.0003757013
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.041741125,0.95002365,0.00725352,0.0009816572
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.45038873,0.27317458,0.18774995,0.0886868
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.03202459,0.50094885,0.4420858,0.024940774
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.46589234,0.1512531,0.24937421,0.1334804
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.98851854,0.007547432,0.0011574362,0.002776545
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.985656,0.014059627,0.00010734658,0.00017698461
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.9913824,0.007569298,0.00062132586,0.00042703058
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.8416726,0.088711634,0.03263519,0.036980513
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.165013,0.57595193,0.113411665,0.14562346
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.48997018,0.26226214,0.12388386,0.12388386
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,True,0.7156969,0.15969357,0.10975567,0.014853815
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.9833055,0.015893653,0.0005438509,0.00025689698
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.9676435,0.025786826,0.0030797974,0.0034898676
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.45518184,0.3128416,0.13041179,0.1015648
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.99761,0.002182263,0.00012311485,8.461552e-05
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.98699576,0.010964532,0.0010198604,0.0010198604
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.0020819968,0.013576324,0.9517738,0.032567907
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.02460278,0.04056313,0.9232125,0.011621531
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.00023008721,0.00091001263,0.99795,0.00091001263
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.06681563,0.92236125,0.009042511,0.0017805761
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.99243176,0.0066869524,0.0002592813,0.0006219835
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.9228213,0.06684895,0.0054872963,0.0048425216
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.046413355,0.93223715,0.01506821,0.0062813647
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.0024529109,0.98957485,0.005192812,0.002779512
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.0012939217,0.01391097,0.97523427,0.00956086
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.20852432,0.3895747,0.30340108,0.09849991
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.39855638,0.27392355,0.21333186,0.11418832
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.99346536,0.0059073614,0.0003332705,0.00029411018
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.0014810972,0.9851394,0.0075216326,0.005857853
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.99596894,0.003592025,0.0001788364,0.00026020542
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,True,0.056688603,0.19786265,0.6094599,0.13598889
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.29125115,0.48019198,0.10714532,0.12141155
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,True,0.24881499,0.07128668,0.6763492,0.003549155
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.5593087,0.20575818,0.12479865,0.110134415
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.060286857,0.18569659,0.73444426,0.019572277
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.45505422,0.27600434,0.1674051,0.101536326
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.002783345,0.9909395,0.00458896,0.0016881842
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.20765749,0.7247958,0.052504037,0.015042657
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.9625426,0.029066268,0.0044574565,0.0039336914
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.002642553,0.041336488,0.9408141,0.015206843
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,True,0.077952355,0.14563417,0.036822084,0.73959136
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.8652789,0.13269483,0.0010131374,0.0010131374
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.123532355,0.7108796,0.15861869,0.006969218
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.09198127,0.03383802,0.872694,0.0014867388
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.6491927,0.34748784,0.002066238,0.0012532368
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.996741,0.0031724083,5.1277202e-05,3.5242272e-05
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.9942287,0.0052172337,0.00029433615,0.00025975078
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.00022982573,0.0010300075,0.0019243073,0.99681586
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.7619813,0.19265905,0.029545221,0.015814418
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.0065142326,0.022736907,0.9667978,0.003951082
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.0045518554,0.0085039865,0.98292714,0.0040169987
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.00015804377,0.00055162696,0.0019253673,0.99736494
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.14181621,0.81609595,0.035856754,0.0062309694
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,True,0.28025314,0.67229235,0.029538466,0.017915985
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.0013694362,0.012992848,0.910869,0.07476868
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,False,0.9268572,0.0461455,0.024699906,0.0022974494
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.5260303,0.4642201,0.0066217445,0.0031278906
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.0031513553,0.0031513553,0.0035709534,0.9901264
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.00090097514,0.005875096,0.005184754,0.9880392
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.88898546,0.08268853,0.018450305,0.009875736
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.3738595,0.4236383,0.13753523,0.06496704
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.022923205,0.97471946,0.0018816512,0.00047575595
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.9850928,0.014051594,0.0006995877,0.00015609911
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,False,0.43697995,0.12519686,0.052189812,0.38563344
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.0002939309,0.0027887388,0.9928598,0.004057591
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,True,0.36485037,0.19529033,0.41342965,0.026429672
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.981643,0.01586678,0.0010143294,0.0014758406
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,True,0.41667762,0.4721576,0.038757056,0.072407715
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.23331757,0.124885894,0.43589458,0.20590201
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.0010318579,0.99860674,0.00015824054,0.00020318489
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.9929848,0.0066906787,0.00020204099,0.00012254405
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.46380264,0.46380264,0.06276886,0.009625916
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.58182293,0.27483368,0.054117966,0.08922544
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.8977248,0.08350142,0.009972822,0.008800984
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.70267344,0.29291785,0.0028716659,0.0015370919
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.759154,0.14948629,0.042828538,0.048531093
