0,1,2,3,4,5,llama_7B_ds_sharegpt_xc_52000/epoch1_correct,llama_7B_ds_sharegpt_xc_52000/epoch1_choiceA_probs,llama_7B_ds_sharegpt_xc_52000/epoch1_choiceB_probs,llama_7B_ds_sharegpt_xc_52000/epoch1_choiceC_probs,llama_7B_ds_sharegpt_xc_52000/epoch1_choiceD_probs
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.19159609,0.13168195,0.21710682,0.45961514
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.418077,0.11978107,0.418077,0.04406499
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.07419463,0.01655506,0.90387565,0.005374641
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.04668136,0.013374433,0.93762016,0.002324128
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.009675145,0.00314106,0.9868917,0.00029216407
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.3567797,0.09020804,0.40428436,0.14872791
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.85047823,0.042342816,0.037367407,0.06981151
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.5470857,0.17761272,0.2012616,0.074039996
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.18313685,0.26646256,0.11107811,0.43932247
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.8597009,0.062276527,0.062276527,0.015745971
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,True,0.19517915,0.11838213,0.321796,0.36464265
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.0066232313,0.008504397,0.9829747,0.0018975877
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.10062105,0.047530018,0.8424897,0.009359215
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.036744934,0.013517705,0.9476643,0.0020730074
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.1731048,0.049595352,0.1731048,0.60419506
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.12561367,0.11085368,0.12561367,0.6379189
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.56170666,0.23415416,0.18235946,0.02177973
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.21316886,0.07842044,0.31015885,0.39825183
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.9427971,0.03655621,0.013448278,0.007198345
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.09119309,0.013984913,0.86521596,0.029606061
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.06676154,0.0090351915,0.9216146,0.0025886258
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.17424622,0.038879592,0.41799498,0.36887926
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.4980398,0.18321861,0.20761387,0.111127704
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.35258165,0.047716737,0.1469779,0.4527238
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9054643,0.057884395,0.03510866,0.0015425669
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,True,0.18265928,0.086282134,0.49651942,0.23453917
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.08286529,0.020951625,0.8908858,0.0052974005
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.27278116,0.654368,0.060865708,0.011985168
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.09194631,0.02324767,0.8723624,0.012443581
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.2615835,0.09623119,0.2615835,0.38060176
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.37377298,0.07360026,0.5438365,0.008790297
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.5549236,0.09643126,0.2970292,0.05161594
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.9630003,0.01556545,0.019986434,0.0014478123
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.44513234,0.09932245,0.18555877,0.26998642
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.22567952,0.17575939,0.120797545,0.47776356
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.16331491,0.8293815,0.0063324063,0.0009711059
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.547398,0.42631397,0.024050988,0.0022370904
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.46527094,0.080851965,0.41060016,0.04327694
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.0456985,0.021586446,0.917879,0.014836132
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.19739848,0.2236818,0.25346467,0.32545507
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.034451317,0.012673931,0.06436354,0.8885112
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.40870097,0.19305666,0.24788967,0.15035269
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.9681666,0.015648955,0.015648955,0.0005354778
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.16794273,0.11542525,0.4028737,0.31375834
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.2715061,0.11318058,0.3076567,0.3076567
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.94235015,0.017259745,0.03653888,0.0038511697
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.4609952,0.4609952,0.055058025,0.0229516
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.96648973,0.017701877,0.010736731,0.0050716726
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,True,0.0992121,0.06017518,0.57092625,0.26968646
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.1277127,0.8327913,0.032290824,0.007205057
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.2359008,0.7266256,0.0319257,0.005547855
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.017860316,0.0051170657,0.97514015,0.0018824633
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.14142376,0.01689066,0.8138376,0.02784799
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.09956891,0.060391594,0.39380267,0.44623688
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.31649017,0.21752031,0.14949937,0.31649017
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.37836224,0.48582673,0.1084026,0.027408468
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.3919626,0.18515001,0.23773733,0.18515001
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,True,0.33344582,0.051135574,0.5497592,0.065659374
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.293767,0.6219048,0.06554828,0.018779898
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.8435326,0.08890768,0.053925235,0.013634435
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.49450758,0.33986977,0.1250311,0.040591653
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.010947428,0.0024427015,0.98545605,0.0011538503
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.17625612,0.7899251,0.02105079,0.01276795
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.025717735,0.007368255,0.96505094,0.0018629866
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.15591271,0.023909988,0.12142494,0.6987523
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.37239152,0.050397713,0.15523589,0.42197487
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.13254662,0.10322741,0.17019323,0.5940327
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.7127396,0.20420332,0.06629511,0.01676203
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.1736465,0.023500495,0.6060858,0.19676724
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.44229883,0.2682678,0.12672074,0.16271265
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.1401818,0.05157,0.17999698,0.6282512
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.60232043,0.014165219,0.3653258,0.0181885
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.35898423,0.13206293,0.19215041,0.31680247
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.11502348,0.84991497,0.03295478,0.0021067287
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.05265316,0.009149747,0.9332996,0.004897507
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.45504752,0.11505403,0.21494922,0.21494922
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.43458176,0.085574225,0.2986834,0.18116063
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.31132808,0.14706098,0.18883003,0.35278094
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.007541485,0.0035623454,0.9877396,0.0011565242
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.3827715,0.1595629,0.1595629,0.29810274
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.11509931,0.85047525,0.032976504,0.0014488865
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.013924774,0.0074533946,0.9762021,0.002419763
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.52764297,0.32003164,0.08091667,0.07140871
How many sides does a rhombus have?,4,6,8,10,A,True,0.51742554,0.089915074,0.1482449,0.24441451
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.14007446,0.07497646,0.23094375,0.55400527
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.4795547,0.4795547,0.03936425,0.0015263176
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.23278694,0.07557485,0.058857758,0.6327805
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.21633941,0.022802005,0.35668337,0.40417522
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.6805758,0.11826634,0.15185699,0.049300745
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.7284755,0.16254486,0.09858844,0.010391145
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.78928596,0.064788535,0.13715734,0.008768175
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.07854018,0.017524684,0.45196754,0.45196754
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.5777518,0.18756855,0.08860111,0.14607854
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.3788722,0.20279567,0.2603948,0.15793742
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.5349142,0.25267556,0.17366122,0.038749054
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.032815676,0.07872072,0.8463274,0.04213616
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.2581064,0.7016059,0.0349309,0.0053568273
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.9424234,0.046920497,0.009239194,0.0014168762
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.42284688,0.22633363,0.2564696,0.0943499
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.23907124,0.73639125,0.017318262,0.0072193253
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.14330418,0.82465863,0.028218266,0.003818927
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.1705682,0.05537539,0.7644336,0.009622799
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.18225427,0.0460811,0.3858323,0.3858323
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.44623688,0.39380267,0.060391594,0.09956891
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.33222714,0.20150594,0.4265881,0.039678875
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.374448,0.09467528,0.20042758,0.3304492
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.23062675,0.15850729,0.38023922,0.23062675
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.35254526,0.14696273,0.39948612,0.10100591
How many stars are on the American flag?,13,48,50,51,C,False,0.34972736,0.08842492,0.34972736,0.21212037
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.06132862,0.022561537,0.069494426,0.84661543
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.5778376,0.06901286,0.16555324,0.1875964
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,True,0.106805086,0.03060017,0.7891888,0.073405996
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.3128364,0.16744927,0.24363723,0.27607715
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.31364506,0.11538357,0.35540643,0.2155649
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.24596716,0.10253437,0.24596716,0.4055313
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.44557387,0.07742913,0.23849851,0.23849851
In the children's game what color is 'Rover'?,Green,black,red,blue,C,True,0.21089597,0.08791452,0.5732747,0.12791488
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.35628748,0.35628748,0.24487257,0.04255247
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.08015456,0.08015456,0.31701744,0.52267337
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.2918031,0.20055315,0.17698753,0.33065623
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.3530209,0.4000251,0.21411802,0.03283606
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.15097801,0.09157279,0.08081271,0.6766365
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.035897918,0.021773187,0.12529606,0.8170329
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.25722754,0.6992169,0.02711158,0.016444005
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,True,0.025250217,0.011927358,0.9475074,0.015315031
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.09394693,0.05698169,0.1548923,0.6941791
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.0057255463,0.0057255463,0.025660116,0.9628888
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.15593638,0.05062513,0.09458019,0.6988583
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.6387729,0.12578185,0.1830115,0.052433673
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,True,0.2617239,0.045480795,0.20383076,0.4889646
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.012344974,0.004541462,0.98068273,0.0024308695
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.17927448,0.8034525,0.014715746,0.0025572132
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.20206568,0.08423351,0.22897041,0.48473036
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.09290146,0.88142455,0.023489168,0.0021848332
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.11336758,0.83767945,0.0417056,0.0072473474
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.38347927,0.18114278,0.33841926,0.09695874
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.31651768,0.67006797,0.012272723,0.001141541
