0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp10k_correct,llama_7B_alpacalong_20000_2/ckp10k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceD_probs
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,False,0.55830973,0.09701969,0.29884169,0.045828853
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.5048032,0.1638856,0.3061786,0.02513267
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.36207262,0.16066875,0.41028202,0.066976696
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.1997655,0.17629245,0.5101191,0.11382295
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.39663112,0.14591244,0.39663112,0.060825355
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.42740038,0.17816699,0.33285975,0.061572865
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.35887223,0.15924859,0.40665552,0.07522371
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.47517923,0.14492148,0.3265856,0.05331363
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.46332332,0.13274436,0.36083657,0.043095786
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.4062276,0.16934085,0.38161552,0.042816073
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.37204972,0.18707834,0.37204972,0.06882228
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,True,0.34011155,0.17101882,0.43671188,0.052157797
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,False,0.32354632,0.22236992,0.4154417,0.038642097
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.4604192,0.14041993,0.3368499,0.062310964
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.42427647,0.10077449,0.42427647,0.0506726
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.3893263,0.15246236,0.3657382,0.0924731
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,True,0.3649447,0.16194323,0.41353652,0.059575588
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.340439,0.15106888,0.4371323,0.07135989
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.621799,0.1015059,0.22874707,0.04794799
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.36060202,0.15032129,0.40861562,0.08046119
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.33248794,0.15705618,0.33248794,0.17796798
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.3918841,0.18511294,0.3458365,0.07716655
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.30449617,0.12693287,0.5344074,0.03416352
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.4498656,0.14604998,0.35035568,0.053728785
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.423463,0.16583048,0.37370476,0.03700178
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.4290008,0.17883414,0.33410615,0.058058944
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.3705753,0.19835468,0.3705753,0.06049476
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.46202397,0.18093118,0.2983051,0.05873976
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.45958146,0.14920425,0.3579224,0.03329197
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.31766224,0.15005302,0.4078864,0.12439832
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.5186991,0.20312548,0.2450161,0.033159323
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.42689717,0.13859321,0.37673542,0.05777425
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.36117244,0.17060578,0.409262,0.058959786
How many sides does a rhombus have?,4,6,8,10,A,True,0.42729846,0.1476704,0.37708956,0.047941558
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.40420625,0.12327594,0.35671076,0.115807034
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.5351781,0.1533311,0.28646022,0.025030615
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.39657927,0.12875043,0.39657927,0.078091085
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.42410922,0.18819733,0.3302966,0.05739694
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.30900946,0.1874237,0.396776,0.10679081
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,True,0.3098883,0.15582162,0.4508848,0.0834053
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.37324136,0.12898876,0.39731336,0.10045655
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.40017173,0.18902774,0.3531503,0.057650205
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.45639348,0.17872626,0.31367436,0.05120593
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.45162424,0.17685859,0.31039652,0.061120693
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.3745737,0.15614554,0.3745737,0.094707064
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.3735321,0.15571134,0.4232673,0.047489278
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.43653944,0.1605939,0.33997726,0.06288947
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.41124454,0.18248866,0.36292204,0.043344855
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.29055965,0.1655559,0.47905186,0.06483262
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.47471157,0.17463663,0.30649683,0.044155058
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,False,0.4678902,0.17212719,0.32157594,0.038406767
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.6209043,0.16711414,0.18936513,0.022616439
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.45062932,0.13743418,0.35095048,0.060986046
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.40851736,0.15997769,0.3605153,0.070989676
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.5184907,0.13954987,0.31448048,0.027478999
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.3485982,0.099875055,0.5072074,0.044319287
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.4361968,0.24853747,0.28162983,0.033635885
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.53747815,0.13589576,0.28769132,0.03893479
How many stars are on the American flag?,13,48,50,51,C,False,0.4498656,0.14604998,0.35035568,0.053728785
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.48347694,0.16708517,0.31215617,0.03728174
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.4981824,0.11832868,0.3021629,0.08132604
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.48793557,0.13132608,0.29594788,0.08479049
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.3825886,0.15948665,0.3825886,0.075336166
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.3709891,0.17524284,0.3709891,0.08277886
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.3745737,0.15614554,0.3745737,0.094707064
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.3216769,0.10443321,0.5303556,0.043534238
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.56962156,0.12709975,0.26907018,0.03420843
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.48174405,0.10097904,0.37518266,0.042094324
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.397476,0.16569264,0.397476,0.039355453
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.4939524,0.13294548,0.3394882,0.033613883
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.40771165,0.1699595,0.35980427,0.06252461
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.44493547,0.1444494,0.3465161,0.064099036
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.5305248,0.16180092,0.2667646,0.04090968
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.3643911,0.1043998,0.46788743,0.06332168
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.4527238,0.1469779,0.35258165,0.047716737
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.40650612,0.14954525,0.3587404,0.08520831
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,False,0.4487221,0.12856103,0.34946513,0.073251866
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.37175232,0.10650882,0.47733942,0.044399485
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.38858092,0.118510485,0.44031987,0.05258871
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.4518505,0.20050745,0.310552,0.03709015
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.37961113,0.2031912,0.37961113,0.037586592
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.33704823,0.123993106,0.49040225,0.0485564
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.330483,0.14665094,0.4808499,0.042016193
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,False,0.46906662,0.1621051,0.32238448,0.046443887
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.6271349,0.13993272,0.2036009,0.029331492
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.47273123,0.16337155,0.286726,0.07717125
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.4777313,0.1368723,0.3283396,0.057056867
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.3934447,0.14474021,0.3934447,0.06837043
