0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp20k_correct,llama_7B_alpacalong_20000_2/ckp20k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp20k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp20k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp20k_choiceD_probs
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,False,0.40452573,0.1686314,0.1488167,0.2780262
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,False,0.84779274,0.025601123,0.037249412,0.0893567
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,False,0.41245788,0.17193802,0.2207728,0.1948313
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,False,0.63270664,0.051935725,0.20540977,0.10994793
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,False,0.5635696,0.11097344,0.14249271,0.18296427
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.52201277,0.16947274,0.1164768,0.19203778
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.72015786,0.16068894,0.066985115,0.052168064
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,True,0.6890596,0.072626345,0.17422156,0.06409253
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.53902787,0.0643777,0.19829728,0.19829728
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.44910848,0.30866745,0.11355241,0.12867174
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.4020404,0.4020404,0.1479024,0.04801688
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.8575125,0.04269303,0.062117998,0.03767647
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,True,0.66400135,0.13074961,0.08986281,0.115386136
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.51507735,0.13023195,0.27570105,0.07898967
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,True,0.34786686,0.14501248,0.11293584,0.3941848
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,False,0.502545,0.20949192,0.14398156,0.14398156
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.3583276,0.116331935,0.24627472,0.27906582
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,True,0.23038225,0.43041068,0.108824864,0.23038225
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,True,0.7322538,0.12724663,0.05304429,0.08745524
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,True,0.4805122,0.09461846,0.3302509,0.09461846
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,True,0.3313637,0.3313637,0.0448452,0.29242745
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.4330672,0.109496534,0.0752558,0.38218045
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.34032014,0.09750336,0.12519678,0.4369797
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.9497017,0.032497004,0.007251062,0.010550233
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,False,0.6962817,0.044511795,0.08315899,0.17604758
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.5364816,0.15370457,0.1356438,0.17417008
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.5602457,0.18188514,0.16051309,0.0973561
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,False,0.117908046,0.10405348,0.24961132,0.5284272
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.47776356,0.120797545,0.17575939,0.22567952
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.85037047,0.037362672,0.10156227,0.010704584
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.45669493,0.2444512,0.16800869,0.1308453
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.4980398,0.20761387,0.111127704,0.18321861
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.43291965,0.26257905,0.12403356,0.18046775
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.43589458,0.124885894,0.23331757,0.20590201
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.2900896,0.22592203,0.15527378,0.3287146
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,True,0.64626855,0.18515904,0.12725782,0.041314565
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,False,0.74195933,0.088614404,0.10041328,0.06901297
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,True,0.6920565,0.026833942,0.1061303,0.17497928
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,False,0.4713265,0.22263888,0.15301731,0.15301731
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,False,0.6330269,0.18136525,0.11000358,0.07560428
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.67663646,0.150978,0.0808127,0.091572784
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.46550965,0.17125143,0.3199398,0.043299146
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.7503974,0.10155524,0.11507717,0.03297016
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,False,0.6552348,0.07825664,0.053784948,0.2127236
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,False,0.7354007,0.12779348,0.06840292,0.06840292
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.38023922,0.15850729,0.23062675,0.23062675
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,True,0.6751331,0.17070039,0.09136933,0.06279717
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,False,0.7181549,0.07569297,0.045910105,0.16024202
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.5600823,0.23347704,0.16046627,0.045974355
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,False,0.35686332,0.21644855,0.27792543,0.14876276
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,True,0.50529635,0.1640457,0.14476983,0.18588814
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,False,0.8102052,0.058691073,0.085395,0.04570865
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.7588136,0.07997836,0.090627365,0.07058066
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.44229883,0.16271265,0.12672074,0.2682678
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,True,0.5731663,0.18607986,0.11286314,0.12789069
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.76952356,0.06316634,0.06316634,0.10414369
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.7336078,0.11250241,0.11250241,0.04138732
 How many books are in the New Testament?,30,29,27,47,C,False,0.54517084,0.17699106,0.121644065,0.15619406
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.26531857,0.20663032,0.1420148,0.38603625
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.39935994,0.31102183,0.10097401,0.18864428
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.41760075,0.25328767,0.22352558,0.10558601
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.33075425,0.33075425,0.20061259,0.13787888
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.47011283,0.32310352,0.13468958,0.07209414
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.38495463,0.085894994,0.26457518,0.26457518
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,False,0.7162426,0.14103654,0.045787856,0.096932895
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,False,0.5613325,0.04066279,0.30045965,0.09754497
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.88974196,0.044297643,0.02686788,0.039092533
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,False,0.49720788,0.2661362,0.11094208,0.12571384
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,False,0.6159436,0.10703495,0.12128649,0.15573493
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,False,0.5280592,0.07146504,0.28264973,0.11782593
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.37993598,0.17946905,0.17946905,0.26112592
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.613848,0.17587039,0.136968,0.07331368
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.61174506,0.10630535,0.056901157,0.22504844
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,True,0.6495722,0.12790835,0.14493915,0.07758034
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.12634638,0.3030892,0.3030892,0.26747528
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.36694473,0.36694473,0.17333241,0.09277815
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,True,0.33012268,0.2570998,0.12144535,0.29133224
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.6831232,0.07200065,0.09245066,0.1524254
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.8232571,0.14306062,0.011743131,0.021939058
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.52225304,0.149628,0.0485771,0.2795419
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.73684645,0.12804471,0.08800376,0.047105014
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,True,0.29639047,0.07493925,0.14000495,0.48866528
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.49914274,0.30274537,0.111373805,0.086738005
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.7132038,0.123936236,0.066338286,0.09652164
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.45287284,0.16660261,0.21392198,0.16660261
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.29493418,0.48626426,0.17888662,0.039915
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,True,0.34600583,0.16344157,0.30534908,0.18520358
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.473316,0.2533478,0.11967303,0.1536632
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,True,0.59374523,0.21842667,0.11691537,0.070912756
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.8065967,0.09633424,0.051564,0.045505073
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.79593474,0.07403347,0.03497093,0.09506085
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.56989664,0.18501835,0.18501835,0.060066663
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,False,0.27783656,0.21637933,0.19095409,0.31483006
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.3626063,0.19408917,0.19408917,0.24921542
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,False,0.33619508,0.261829,0.261829,0.14014696
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,False,0.57305515,0.08788086,0.30673432,0.03232956
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,False,0.7201579,0.052168068,0.16068895,0.06698512
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.34600583,0.18520358,0.16344157,0.30534908
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.8078236,0.07513931,0.058518548,0.058518548
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.5859787,0.1678857,0.13074952,0.11538605
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.656079,0.18796979,0.11400943,0.041941725
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,False,0.50466263,0.11260546,0.27012646,0.11260546
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,False,0.58679533,0.19050455,0.05458047,0.16811968
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.50529635,0.18588814,0.14476983,0.1640457
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.3788722,0.15793742,0.20279567,0.2603948
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.7708484,0.092064716,0.08124682,0.05584007
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.4691808,0.32246295,0.1523207,0.056035656
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.8682049,0.03814626,0.05550248,0.03814626
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.70423144,0.122377075,0.051014356,0.122377075
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.50529635,0.18588814,0.1640457,0.14476983
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.59862083,0.055680413,0.19434373,0.15135504
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.28748983,0.41829523,0.119843595,0.17437139
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.62735105,0.12353275,0.20367107,0.04544516
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.32545507,0.2236818,0.19739848,0.25346467
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,False,0.67108756,0.13214497,0.11661753,0.08014998
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.3030892,0.3030892,0.12634638,0.26747528
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,True,0.19638038,0.06375537,0.13497013,0.60489416
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,False,0.46455002,0.17089841,0.19365326,0.17089841
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.3939045,0.30677313,0.060407214,0.23891516
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.40388215,0.40388215,0.1021174,0.09011829
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.6327805,0.058857758,0.23278694,0.07557485
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.33311892,0.07432888,0.33311892,0.25943327
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.6487062,0.16401862,0.09948232,0.087792836
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,False,0.2918031,0.20055315,0.17698753,0.33065623
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.52432233,0.13256945,0.19288741,0.15022087
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,False,0.51742554,0.1482449,0.24441451,0.089915074
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.11790803,0.5284271,0.104053475,0.24961129
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.52638847,0.0914726,0.31927076,0.06286814
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,False,0.1395752,0.23012061,0.29548073,0.33482352
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,False,0.6153422,0.15558288,0.15558288,0.07349215
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,False,0.27262422,0.16535495,0.16535495,0.3966659
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.3128364,0.24363723,0.16744927,0.27607715
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,False,0.4846426,0.17829005,0.22892895,0.10813838
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,False,0.45038873,0.18774995,0.27317458,0.0886868
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.52025944,0.24575315,0.13154219,0.10244516
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,False,0.43877184,0.20726115,0.052403826,0.3015632
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,False,0.23336636,0.43598574,0.097281575,0.23336636
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.34366152,0.23619488,0.18394876,0.23619488
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.6748165,0.071125135,0.15057191,0.10348646
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,False,0.31483006,0.19095409,0.27783656,0.21637933
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.61775994,0.083604716,0.12164415,0.1769912
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.35102296,0.06912052,0.12913413,0.4507224
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.1988487,0.15486352,0.22532511,0.4209627
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.43327403,0.2977846,0.10954883,0.15939261
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.56544614,0.07652481,0.015068629,0.34296042
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.8627247,0.0486716,0.033451468,0.055152144
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,False,0.3435931,0.23614785,0.3435931,0.07666598
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.47776356,0.120797545,0.22567952,0.17575939
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.608579,0.13579233,0.13579233,0.11983631
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.4846426,0.10813838,0.17829005,0.22892895
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.19215041,0.35898423,0.31680247,0.13206293
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.780428,0.105619445,0.049891092,0.06406143
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.49708933,0.12568386,0.23480837,0.14241847
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.719835,0.18200278,0.04601751,0.052144673
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.60615474,0.15325992,0.1352514,0.1053339
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,False,0.59058297,0.19173421,0.16920486,0.048478004
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,False,0.46990392,0.28501114,0.15255547,0.092529565
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,True,0.51049346,0.18780005,0.11390649,0.18780005
