0,1,2,3,4,5,llama2_7B_ds_alpaca_combine_52000/epoch2_correct,llama2_7B_ds_alpaca_combine_52000/epoch2_choiceA_probs,llama2_7B_ds_alpaca_combine_52000/epoch2_choiceB_probs,llama2_7B_ds_alpaca_combine_52000/epoch2_choiceC_probs,llama2_7B_ds_alpaca_combine_52000/epoch2_choiceD_probs
How can you describe the thinking and outlook of transformational leaders?,Strategic,Operational,Functional,Developmental,A,False,0.20345078,0.040061835,0.20345078,0.5530366
What are the key characteristics of transactional leaders?,"Guiding, mentoring and motivating","Guiding, commanding and motivating","Guiding, demonstrating and motivating","Guiding, mentoring and demonstrating",A,False,0.2900896,0.3287146,0.15527378,0.22592203
What is not an assumption underpinning the rational decision making model?,Incomplete information,An agreed goal,A structured problem,High level of certainty regarding the environment,A,True,0.6483745,0.21049638,0.12767251,0.013456583
Which one of the following is not one of Drucker's five guiding principles of management?,Making people's strengths effective and their weaknesses irrelevant.,Enhancing the ability of people to contribute.,To operate the organisation's status system.,"Integrating people in a common venture by thinking through, setting and exemplifying the organisational objectives, values and goals.",C,True,4.7472895e-05,0.00012904471,0.8668827,0.13294077
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.18801358,0.21304731,0.5791226,0.019816486
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.24421415,0.03745145,0.05449154,0.66384286
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.2415388,0.6565705,0.06920202,0.03268872
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,True,0.00013101225,0.00040354612,0.0021815498,0.99728394
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,True,0.000896464,0.008505413,0.007506001,0.9830921
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.9675385,0.022754325,0.003954109,0.0057531944
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.002818915,0.4740686,0.15390754,0.369205
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.47761786,0.47761786,0.023779193,0.020985065
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,4.626035e-05,0.0006797909,0.042057175,0.95721686
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.000108795946,0.00012328196,0.00080389937,0.9989641
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.93292576,0.04644764,0.01507934,0.0055473796
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.01563457,0.96727663,0.01563457,0.0014542416
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,True,0.015771955,0.46092412,0.4067641,0.116539866
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.024835149,0.5652454,0.267003,0.14291641
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.0329555,0.00087823434,0.0030653393,0.9631009
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,2.5381169e-05,0.0013018055,0.13278778,0.8658851
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,0.00054499396,0.0016786997,0.012404006,0.98537225
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.01901729,0.91630435,0.024418684,0.040259603
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,True,0.013295196,0.07187314,0.82254463,0.09228695
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,False,0.010059434,0.10814911,0.62235516,0.25943622
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,False,0.3525149,0.5811988,0.061257903,0.005028355
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.00017820245,0.9924384,0.002787555,0.0045959014
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.000108705884,0.0013243088,0.9981371,0.00042994012
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.002453898,0.98997307,0.005886595,0.0016865378
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.0009082389,0.9960049,0.0021787519,0.0009082389
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.9344265,0.052716736,0.0117626935,0.0010941009
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.033927515,0.2212352,0.6814524,0.06338495
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,3.1029926e-05,0.9944569,0.004605249,0.00090682734
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.7730698,0.19546266,0.029975168,0.0014923759
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.0017627715,0.07495495,0.9131382,0.010144049
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.0024514247,0.0066636633,0.22067022,0.77021474
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.027779894,0.4924104,0.298662,0.18114766
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.08868521,0.84142184,0.047469772,0.022423131
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,True,0.11756489,0.59704375,0.091559626,0.19383173
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.0005449503,0.9852933,0.0066388543,0.0075228075
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.92035997,0.066670656,0.011585622,0.0013837052
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.049069826,0.09167451,0.09167451,0.7675812
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.0004320636,0.044071686,0.7811893,0.1743069
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.24647972,0.5217976,0.16940288,0.062319838
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,True,0.4566011,0.3556013,0.079345375,0.10845227
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,True,0.039556257,0.0837406,0.2579392,0.618764
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.21710682,0.45961514,0.13168195,0.19159609
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.00047027698,0.9634943,0.03296896,0.0030665912
What is the optimal span of control?,2,5,7,None of the above,D,False,0.0045768693,0.769711,0.2205259,0.005186272
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.022473529,0.0044253003,0.017502403,0.9555988
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,True,0.9007737,0.050818175,0.008830874,0.039577235
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.26621288,0.12575006,0.3418241,0.26621288
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.05162205,0.9150228,0.02438453,0.008970567
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,4.5267738e-05,6.5864166e-05,0.0028006157,0.99708825
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.002779388,0.0010224797,0.0066674054,0.9895307
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,True,0.32030755,0.52809787,0.13352405,0.018070515
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.00029537373,0.9977335,0.0011682258,0.0008029091
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.00013950976,0.99762684,0.0021823,5.1322775e-05
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.0061743744,0.14052811,0.29749805,0.5557995
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.0031157287,0.109833226,0.075487204,0.81156385
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.29780972,0.013084846,0.058642212,0.6304632
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.061193332,0.84474784,0.089035764,0.0050230543
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.88698703,0.06425313,0.018408827,0.030351026
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,False,0.543684,0.42342153,0.030672552,0.0022219124
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.00039628075,0.55800486,0.43457463,0.0070242444
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.00084554055,0.0359533,0.0359533,0.9272478
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.021553429,0.80878645,0.124031425,0.045628607
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.106589735,0.54130733,0.3283195,0.023783384
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.000164004,0.07497355,0.9133649,0.011497567
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.001293677,0.01785866,0.9750498,0.0057978583
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,1.2205151e-05,0.0004302464,0.0007093564,0.9988482
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.15624341,0.3748085,0.29190114,0.17704698
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.0006838515,0.013735524,0.9629346,0.022646053
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.089552425,0.35418668,0.10147619,0.45478472
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.0002719896,0.010864586,0.97799885,0.010864586
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.00021893716,0.0011835631,0.8920565,0.10654096
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,1.4738242e-05,1.0129435e-05,0.99993503,4.0062692e-05
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.00026085318,0.00080348435,0.9984484,0.0004873379
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.00042416892,0.0024409236,0.012396033,0.9847388
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.15939261,0.43327403,0.10954883,0.2977846
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,8.24108e-05,0.0024083965,0.97161645,0.025892701
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.1959358,0.2850849,0.1959358,0.32304353
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,True,0.13712597,0.12101325,0.19951712,0.54234374
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.07504599,0.23115793,0.43185985,0.26193625
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.33595875,0.10906984,0.0661542,0.4888171
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.8988717,0.057462946,0.034853037,0.008812228
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.63071907,0.12419595,0.04032052,0.2047645
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.89975274,0.09483324,0.0036770839,0.0017369314
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.06980444,0.5157889,0.10156486,0.3128418
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.0002889583,0.000693175,0.022954803,0.9760631
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.014781549,0.058462158,0.012254333,0.914502
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.018965563,0.079848,0.04273955,0.85844684
