0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp10k_correct,llama_7B_alpacalong_20000_2/ckp10k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp10k_choiceD_probs
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.3904838,0.16277786,0.3904838,0.05625453
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.3131973,0.17845446,0.3777881,0.13056009
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.38434288,0.16021794,0.38434288,0.071096286
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.3933133,0.13592544,0.3933133,0.07744798
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.29928935,0.18152817,0.40908003,0.1101024
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.38632157,0.1512857,0.38632157,0.07607123
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.38632157,0.1512857,0.38632157,0.07607123
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.44710952,0.15451692,0.34820923,0.050164297
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.44253138,0.15293476,0.34464377,0.05989011
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.3993226,0.16646242,0.3993226,0.034892417
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.35471603,0.14786765,0.40194592,0.095470525
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.4170147,0.1271823,0.4170147,0.03878841
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.38632157,0.1512857,0.38632157,0.07607123
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.3825886,0.15948665,0.3825886,0.075336166
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,True,0.45755324,0.14854579,0.35634282,0.037558258
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.37850332,0.13080725,0.42890045,0.061788972
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.44667017,0.14501257,0.34786707,0.060450234
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.39663112,0.14591244,0.39663112,0.060825355
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.48793575,0.13132612,0.33535302,0.045385096
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.38374826,0.13261986,0.43484375,0.04878812
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.37200397,0.16507576,0.3494654,0.113454804
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,True,0.33064654,0.16625951,0.42455855,0.07853544
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.50629824,0.14505687,0.30708542,0.04155949
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.36867136,0.1853796,0.36867136,0.07727771
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,False,0.44699958,0.13632718,0.3481236,0.06854961
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.3780587,0.13908002,0.42839664,0.054464523
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.3980982,0.14645214,0.3980982,0.057351485
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.4440341,0.16335101,0.3458141,0.046800848
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.36856088,0.15363903,0.4176342,0.060165912
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.3253766,0.16360962,0.4177918,0.093221955
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.42311513,0.14622469,0.3733978,0.057262406
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.42150322,0.12855123,0.37197527,0.07797026
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.43242338,0.14038731,0.3816123,0.045577087
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.36626655,0.1625298,0.36626655,0.10493713
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.42636847,0.17773682,0.31193787,0.083956935
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.3571396,0.15847972,0.40469217,0.079688616
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.46568152,0.13341999,0.36267313,0.03822547
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.36713627,0.15304518,0.41601992,0.063798726
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.36891663,0.13571684,0.41803733,0.07732913
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.3647619,0.15205537,0.3647619,0.11842085
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.3198231,0.10383135,0.5272991,0.04904646
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.44061315,0.13437943,0.38883975,0.03616773
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.42311513,0.14622469,0.3733978,0.057262406
