0,1,2,3,4,5,llama_7B_firstturn_20000_2/ckp15k_correct,llama_7B_firstturn_20000_2/ckp15k_choiceA_probs,llama_7B_firstturn_20000_2/ckp15k_choiceB_probs,llama_7B_firstturn_20000_2/ckp15k_choiceC_probs,llama_7B_firstturn_20000_2/ckp15k_choiceD_probs
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.32898062,0.15539944,0.16542184,0.35019806
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.28213623,0.41050577,0.18216084,0.12519719
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.22086988,0.32136378,0.25027835,0.20748806
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.26555842,0.36297533,0.22015567,0.15131062
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.2676441,0.34366184,0.15249902,0.2361951
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.25442588,0.44653133,0.18614195,0.1129008
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,True,0.1929945,0.4085694,0.1929945,0.2054416
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.1946675,0.32095245,0.1828732,0.30150694
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.21976466,0.2821834,0.24902599,0.24902599
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.23257618,0.29863372,0.29863372,0.17015637
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.22029969,0.41157398,0.2345078,0.1336185
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.3605153,0.40851736,0.15997769,0.070989676
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.15546137,0.30917186,0.30917186,0.22619498
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.12981082,0.39984548,0.2278251,0.24251854
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.1465847,0.39845854,0.24167733,0.2132795
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.12575006,0.26621288,0.3418241,0.26621288
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.2299633,0.24479465,0.2299633,0.29527873
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.25761458,0.39900127,0.16632847,0.17705575
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.13603592,0.28798804,0.28798804,0.28798804
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.25,0.25,0.25,0.25
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.24386407,0.42799476,0.24386407,0.08427717
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.24302451,0.40067968,0.16702813,0.18926768
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.19209586,0.3588823,0.169524,0.27949783
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.36312568,0.4114753,0.13358647,0.09181255
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.16132197,0.32082704,0.28312886,0.2347221
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.27162093,0.44782722,0.18668215,0.093869686
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.19524011,0.3023938,0.23550452,0.2668616
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,True,0.35136515,0.39814886,0.15591733,0.09456864
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.21644855,0.27792543,0.35686332,0.14876276
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.17210023,0.23523313,0.25040436,0.34226218
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.18715397,0.32846543,0.2723074,0.21207322
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.33318326,0.2594834,0.17834015,0.22899328
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.19806623,0.30677098,0.27072445,0.22443846
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.19828953,0.28850955,0.28850955,0.22469147
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.19476545,0.38733736,0.23493199,0.1829652
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.16451992,0.28874144,0.30736366,0.23937505
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.19228823,0.43332824,0.20468976,0.16969377
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.15685223,0.35347196,0.27528423,0.21439159
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.28108826,0.28108826,0.21891177,0.21891177
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.26299196,0.3594674,0.218028,0.15951268
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.19459125,0.24986012,0.32082674,0.23472187
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.12692222,0.26869434,0.3672616,0.23712191
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.2753831,0.40068007,0.1670283,0.15690856
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.25635108,0.42265147,0.1554848,0.1655127
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.16361013,0.3924803,0.17416209,0.26974753
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.22566578,0.24021995,0.22566578,0.30844852
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.18498269,0.20961286,0.367882,0.23752248
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.23472187,0.32082674,0.24986012,0.19459125
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.36891872,0.16370669,0.19746797,0.2699067
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.16492905,0.32800058,0.30812803,0.19894241
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.16847742,0.37966973,0.26094294,0.19090992
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.37532157,0.3111525,0.16654794,0.14697804
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.26010033,0.33397543,0.21563075,0.19029348
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.26511538,0.43710136,0.103820674,0.19396256
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,True,0.19313698,0.46331152,0.21885286,0.12469861
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.21068275,0.32631183,0.22427063,0.23873484
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.1270291,0.304727,0.3453009,0.22294302
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.15507478,0.34946638,0.308403,0.18705589
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.23371083,0.21955101,0.28190908,0.26482907
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.31292453,0.35458994,0.20203927,0.13044634
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.20419206,0.31625885,0.21736132,0.26218778
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.24152339,0.42388672,0.14649133,0.1880986
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.167839,0.48565826,0.167839,0.17866369
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.2276802,0.352638,0.24236433,0.17731753
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.18560666,0.2700561,0.30601364,0.23832366
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.17845227,0.51636875,0.18996145,0.11521745
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.24152355,0.423887,0.21314378,0.12144566
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.3501044,0.240623,0.30896604,0.10030659
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,False,0.23718901,0.39105856,0.25248638,0.11926613
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.22056301,0.38710013,0.24993064,0.14240618
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.19739872,0.36878935,0.21012984,0.22368205
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.3632127,0.32053408,0.18263482,0.13361849
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.2550317,0.37106892,0.17528054,0.19861889
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.1774155,0.37558863,0.18885782,0.25813803
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.33222732,0.42658833,0.16705438,0.07412994
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.23371083,0.28190908,0.26482907,0.21955101
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,True,0.13599929,0.4189073,0.17462654,0.2704669
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.22121881,0.49852428,0.16184713,0.118409894
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.3352213,0.4877441,0.10223672,0.07479798
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.19334027,0.33932272,0.2482538,0.21908322
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.20181726,0.29364237,0.2758515,0.22868891
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.15249918,0.38942033,0.22188503,0.23619537
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.19739848,0.25346467,0.32545507,0.2236818
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.3134226,0.24409376,0.14805034,0.29443327
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.35347164,0.24293727,0.18919975,0.21439138
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.24954869,0.43797156,0.16112074,0.15135893
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.2704671,0.4189076,0.11274745,0.19787794
