0,1,2,3,4,5,llama_7B_ga_followturn_20000/ckp10000_correct,llama_7B_ga_followturn_20000/ckp10000_choiceA_probs,llama_7B_ga_followturn_20000/ckp10000_choiceB_probs,llama_7B_ga_followturn_20000/ckp10000_choiceC_probs,llama_7B_ga_followturn_20000/ckp10000_choiceD_probs
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.014673681,0.33397144,0.62394077,0.027414044
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.04699036,0.83292407,0.032295972,0.08778955
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.15729226,0.798796,0.027333295,0.016578482
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.6733027,0.31804568,0.008475631,0.0001759061
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,True,0.065988526,0.37973773,0.55251515,0.0017585347
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.080786586,0.103732035,0.04899954,0.7664818
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,True,0.19121596,0.51977885,0.27821758,0.010787666
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.11627592,0.8591693,0.022896087,0.001658587
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,True,0.39562017,0.4482964,0.14554054,0.010542921
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.0596501,0.49944416,0.44075793,0.0001478578
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.09868956,0.8263176,0.015134536,0.059858248
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.07280834,0.009853537,0.88698715,0.03035103
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.0069989525,0.9166819,0.075245835,0.0010733241
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.038149804,0.36195529,0.5967634,0.0031315268
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.102141306,0.4039767,0.21623316,0.27764887
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.11096623,0.8199357,0.06730442,0.001793602
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.01627117,0.61057115,0.37033013,0.0028275053
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.042040825,0.95684475,0.0009887054,0.0001256998
