0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_2000_gpt4op_Gptvic_Tptvicuna_choiceD_probs
Freud said that the penis first becomes the major focus of pleasure-seeking at:,birth,about age 1,between the ages of 3 and 6,puberty,C,False,0.002738269,0.004514642,0.017855758,0.9748913
"What makes a relationships last, according to Sternberg?",intimacy,commitment,decision,passion,B,True,0.08199022,0.68649566,0.008641705,0.22287251
The position that abortion is murder is held by certain people in which religion?,Orthodox Jews,Fundamentalist Protestants,Eastern Orthodox Christians,all of the above,D,True,0.00029550257,0.00091021205,0.000625579,0.9981687
"Orders of monks and nuns found both in Eastern religions and in Christianity who affirm celibacy, virginity, and poverty follow the ethical system of:",legalism,asceticism,situationism,hedonism,B,True,0.0002600028,0.8782552,0.0026259355,0.11885891
Ovaries and testes,are homologous,produce gametes,produce sex hormones,all of the above,D,True,0.0002610947,7.027268e-05,0.00029585903,0.9993728
Simon LeVay studied the brains of heterosexuals and homosexuals. He found differences in:,the cortical activity of these two groups,the overall brain weights of these two groups,the cell structure in the hypothalamus of these two groups,blood volume and metabolism of sugars in the brains of these two groups,C,False,0.060830023,0.011978142,0.35005262,0.5771392
"Which of the following theories uses terms such as ""modelling"" and ""imitation"" to explain the effects of exposure to erotica on a person's behaviour?",sociobiology,psychoanalytic theory,script theory,social learning theory,D,True,9.6092204e-05,2.1441068e-05,8.4801075e-05,0.99979764
"________ men, on the average, begin engaging in sexual intercourse approximately two years later than ________ men do.",Mexican Americans and whites; African Americans,Mexican Americans; African Americans and whites,African Americans; whites and Latinos,Whites; African Americans and Latinos,A,False,0.017145114,0.23668098,0.017145114,0.72902876
"In the scientific community, women's capacity for multiple orgasms was originally discovered by:",Kinsey,Freud,Masters and Johnson,Kaplan,A,False,0.018222032,0.01105222,0.7748205,0.1959053
Which of the following characteristics are generally consistent with date rape?,use of excessive force,premeditated,sexually motivated,involves use of a weapon,C,True,0.0046650236,0.014369285,0.6923509,0.2886148
"According to John Money, __________ refers to a person's private internal sense of maleness or femaleness.",Gender identity,Sexual nomenclature,Gender schema,Intrapsychic sexual orientation,A,True,0.9881324,0.002161531,0.001156984,0.008549021
The average male genital size is approximately,4 inches,5 inches,7 inches,1 foot,B,False,0.053220257,0.11266729,0.18575697,0.6483555
People who cannot reach orgasm without touching a woman's shoe would certainly be considered sexually abnormal or deviant by which of the following definitions?,psychological,sociological,statistical,b and c,D,True,0.004048634,0.004048634,0.0012347634,0.990668
"If a woman or man repeatedly experiences pain during intercourse, she will probably want to have intercourse infrequently or not all. In this situation, __________ would likely classify the pain as a punishment.",Sigmund Freud,John Money,B. F. Skinner,Havelock Ellis,C,False,0.38670513,0.34126607,0.0062505063,0.2657783
"What seems to be the case when the folk saying ""opposites attract"" (i.e., dissimilar attitudes tend to cause liking) when it is considered in light of current research?",It does not seem to be true.,It seems to be true for heterosexuals but not for homosexuals.,It seems to be true for homosexuals but not for heterosexuals.,It seems to be true for women but not for men,A,False,0.13447072,0.3655293,0.13447072,0.3655293
The egg can be fertilized until about _______ after ovulation.,6 hours,24 hours,72 hours,1 week,B,False,0.004981507,0.06876759,0.18692969,0.73932123
"After releasing an egg, the follicle, under stimulation of luteinizing hormone, turns into a a glandular mass of cells called the __________",corpus cavernosum,corpus luteum,corpus callosum,corpus glandula,B,True,0.0007015725,0.92803454,0.004037271,0.067226596
How is endometriosis generally treated?,antiprosaglandin drugs,prostaglandin drugs,hormones,aspirin,C,False,0.48299506,0.37615693,0.018727751,0.122120276
"Before the Masters and Johnson research, it was thought that vaginal lubrication was due to secretions of",Cowper's gland,Prostate gland,Bartholin glands,Adrenal gland,C,False,0.012247048,0.0074282098,0.45956707,0.52075773
Buffy and Willow were discussing their sexual fantasies. Buffy revealed that she sometimes fantasizes about sex with other women even though she normally finds herself attracted to men. She also fantasizes about group sex. Which of the following statements can be inferred from Buffy's fantasies?,Buffy's fantasies suggest that she must be a latent homosexual or bisexual.,Buffy's fantasies are indicative of a paraphilia.,Buffy's fantasies indicate that she is not getting enough sex to keep her satisfied.,Buffy's fantasies are fairly typical and tell us little about her sexual tendencies.,D,True,0.0011634827,0.0010929909,0.004060954,0.9936826
The environment for sperm passage is most hospitable just at,preovulation,proliferation,ovulation,menstruation,C,False,0.005579395,0.0043452377,0.34518498,0.6448904
Secretions of Cowper's gland fluid at the tip of the penis are first evident:,following orgasm,immediately before orgasm,prior to vasocongestion,during the plateau phase,D,False,0.032517068,0.74008507,0.015359975,0.21203792
Which of the following restrictions existed in at least one culture? No sex,for a period of time following childbirth,during menstruation,between parents and children,all of the above,D,True,0.00029576928,0.00023034535,0.0004042687,0.99906963
Which of the following teenagers have the highest pregnancy rates?,U.S.,Canadian,Swedish,French,A,False,0.20580651,0.05896455,0.016893627,0.7183353
The onset (the very beginning) of labor is first triggered by,hormones secreted by the Mother's ovaries,hormones secreted by the Mother's hypothalamus,hormones secreted by the fetus' adrenal gland,the placenta and uterus secretion of prostaglandins,C,False,0.0007540798,0.00058727793,0.0011679416,0.99749076
One of the first models of the physiology of the human sexual response was provided by,Henry Havelock Ellis,Sigmund Freud,Linda George and Stephen Weiler,William Masters and Virginia Johnson,D,True,0.00026107032,7.962195e-05,0.00037985508,0.99927944
"An adult feels himself becoming aroused when looking at a child and realizes that the response is totally inappropriate, as a result he feels anxiety rather than arousal. This is an example of __________ according to Walen and Roth's cognitive model of the sexual response.",negative perception,negative evaluation,negative arousal,cognitive dissonance,B,False,0.015109549,0.028228354,0.38968045,0.5669817
We are attracted to a person who is similar to us in attitudes because:,we get positive reinforcement from that person agreeing with us,the other person's agreement bolsters our sense of rightness,we anticipate positive interactions with that person,all of the above,D,True,0.00020328235,8.47407e-05,0.0006261538,0.9990858
"According to the Ethnocultural Communities Facing AIDS study, single _________ men are more likely than single _________ to report having had more than one sexual partner in the previous year.",Chinese; North African Muslim,South Asian; English-speaking Caribbean,South Asian; Chinese,North African Muslim; Latin American,B,True,0.026052117,0.86272764,0.02028941,0.09093082
Penile or clitoral erection occurs because of activation of the _________ system.,pathetic,apathetic,sympathetic,parasympathetic,D,True,0.00051649095,0.00020226077,0.0052163736,0.99406487
Which of the following is homologous to the glans of the penis?,labia minora,labia majora,mons,clitoris,D,True,0.017602159,0.010676249,0.010676249,0.9610453
What day of a typical 28-day menstrual cycle is a woman likely to ovulate?,4,10,14,22,C,False,0.0025213077,0.06502539,0.03480558,0.89764774
The two principles that deal with questions of values are:,religion and ethics,faith and science,legal and ethics,legal and religion,A,False,0.09397267,0.19894014,0.012717818,0.6943693
Studies conducted by Bailey and Pillard (1991) have shown that:,the homosexuality concordance rate for identical twins is 100%,the homosexuality concordance rate for identical twins and fraternal twins is approximately the same,the homosexuality concordance rate for identical twins is higher than for fraternal twins,the homosexuality concordance rate for adoptive brothers differs little from that of biological brothers,C,True,0.0070466646,0.059001006,0.63432056,0.2996318
The capacity of a spinal-cord injured man to have erections depends on:,the level of the spinal cord at which the injury occurred,whether the spinal cord was partially or completely severed,the man's age,both a and b,D,True,0.00080263044,0.00048681998,0.0013233138,0.99738723
Research on the effects of sexually explicit material using material that the viewer finds acceptable has shown that:,erotica has no effect on sexual behavior,erotica may lead to increases in sexual arousal for men and women,nonaggressive erotica leads to massive increases in aggressive behavior,erotica decreases sexual arousal and sexual interest,B,True,0.002038251,0.99187005,0.002038251,0.004053546
Fetishism typically develops at the age of:,30 through 50,at birth,10 through 20,20 through 30,C,False,0.013502639,0.028585088,0.30731863,0.6505936
Hillary just found out that she is pregnant but she suspects that her husband has been fooling around. It is important that she be tested for chlamydia because chlamydia can cause which of the following complications?,tubal pregnancies,premature delivery,spontaneous abortion,all of the above,D,True,0.00040390968,0.0002449836,0.0011687514,0.9981824
Roman Catholicism takes the position that it is sinful to,engage in homosexual acts,engage in heterosexual acts outside of marriage,take the birth control pill,all of the above,D,True,0.0005179629,0.00040338992,0.0021807053,0.99689794
Which of the following is the most common method of birth control for married couples in the U.S..,Sterilization,The IUD,The diaphragm,The rhythm method,A,False,0.007478658,0.00847443,0.0045360355,0.9795109
The theory of _______ is used by sociobiologists specifically to explain the evolution of gender differences.,natural selection,the new synthesis,sexual selection,the gender schema,C,True,0.00033155162,0.002776048,0.9883415,0.008550829
Experimental work on the introduction of the birth control pill was done with,middle- and upper-class American women,white American women,poor Puerto Rican women,Asian American women,C,False,0.29454038,0.074471466,0.20243444,0.4285537
Which of the following have menstrual cycles?,some monkey species,some ape species,some breeds of dogs,a and b only,D,True,0.0018083749,0.0002605211,0.00075384276,0.99717724
What sexual act is prohibited in most societies?,masturbation,incest,sex during menstruation,sex with a non-spouse if the person is married.,B,False,0.0019110155,0.006670099,0.0014883003,0.9899305
Which of the following is removed when a male is circumcised?,sunna,corpus spongiosum,septum,prepuce,D,True,8.478266e-05,0.00013131395,0.00020338302,0.99958056
Staphylococcus aureus is...,...a hormone released during menstruation,...the term for the follicle after it has ruptured,...a bacterium associated with Toxic Shock Syndrome,...the term for the mass of cells in the corpus luteum,C,True,0.00029517777,0.0007080947,0.7765201,0.22247674
Jeffrey Dahmer's behaviour might best fit into the category of:,zoophilia,necrophilia,urophilia,scoptophilia,B,False,0.0039384034,0.029101083,0.0032650512,0.9636955
An anatomical difference between males and females is:,"males have one exit structure for urine and reproductive fluids, whereas females have two","males have an external sexual organ that gets engorged with blood, whereas females do not",males have many times the number of nerve endings in the penis that females have in the clitoris.,all of the above,A,False,0.00016850582,0.0002451745,0.0006260751,0.99896026
Kenny fell off a ladder while trying to change a lightbulb. He suffered an injury his upper back transecting his spinal cord and leaving him quadraplegic. Which of the following are probably impaired in Kenny?,ejaculation,erection,genital sensation,both A and C,D,True,0.00062582985,0.00017930327,0.00062582985,0.998569
The feedback loop in men which regulates the production of sex hormones includes all but which of the following?,oxytocin,gonadotropin-releasing hormone,follicle-stimulating hormone,pituitary gland,A,False,0.0060389233,0.79094285,0.0030365612,0.19998167
The Old Testament presents the view that sexuality is,fundamentally positive,to be considered in light of its social consequences,comparable to other biological functions,a and b,D,True,0.0009097179,0.00029534215,0.0011681009,0.99762684
Castration in adulthood,will produce a high voice because of decreased testosterone production.,will produce a high voice because of the pain that accompanies the procedure.,will not produce a high voice because the larynx has already grown.,will not produce a high voice because castration does not affect testosterone production.,C,False,0.008109549,0.013370385,0.04118369,0.93733644
Xena has been able to conceive but has repeatedly miscarried early in her pregnancies. Which of the following would be her best option for having a child?,artificial insemination,in vitro fertilization,zygote intra-fallopian transfer,embryo transfer,D,False,0.037401494,0.5850578,0.022685152,0.3548555
Which of the following is TRUE of the duration of the refractory period experienced by men?,it is consistent across men and lasts 20 minutes,it varies across men lasting from a few minutes to 24 hours,it tends to be shorter with alcohol consumption,it tends to be longer in younger men,B,True,0.0041250484,0.9482116,0.0060019093,0.041661512
"At about _________ months after conception, the gender of the fetus is clear from the appearance of external genitals.",2,4,6,8,B,False,0.012052744,0.10091639,0.04206821,0.8449626
__________ is a shedding of the inner lining of the uterus.,Menstruation,Ovulation,The luteal phase,The follicular phase,A,True,0.9649702,0.0050636986,0.0008266261,0.029139575
"When a woman thinks that she probably is a lesbian, she is at the:",pride stage,tolerance stage,acceptance stage,confusion stage,B,False,0.0023912382,0.0023912382,0.7513047,0.24391292
Which of the following STDs can be passed from mother to child through the placenta?,gonorrhea,syphilis,genital herpes,chlamydia,B,False,0.0056044534,0.04692551,0.004945913,0.94252414
Persons with liberal attitudes about premarital sex are likely to:,have liberal attitudes about extramarital sex,engage in accidental extramarital sexual activity,engage in open swinging,all of the above,A,False,0.0019212842,0.0009075504,0.0019212842,0.99524987
"Menstrual cramps may be caused, in part, by:",low levels of prostaglandin,an increased oxygen supply to the uterus,highly sensitive nerve endings,frequent masturbation,A,True,0.9394325,0.004929689,0.0026386725,0.052999154
Avalon had a wild time during spring break. Unfortunately the guy she hooked up with in Palm Beach had genital herpes. Which of the following is true about genital herpes?,Avalon could not contract genital herpes from performing fellatio (oral-genital sex) on the guy.,If Avalon contracted genital herpes she can be cured with antibiotics if administered immediately after the first occurrence.,If Avalon contracted genital herpes she will only be contagious when she has a break out.,none of the above,D,True,0.00065987365,0.0016850465,0.008557372,0.9890977
Stan is out having a few beers with some friends. Which of the following will be DECREASED if Stan only consumes 1 beer?,arousal,erection,inhibition,orgasm,C,False,0.19113672,0.079677634,0.062053006,0.6671327
Vasocongestion is a process of :,muscle contraction,blood accumulation in the genitals,muscle relaxation,detumescence,B,False,0.0014073029,0.26818445,0.0014073029,0.7290009
Which of the following is/are secondary sex characteristics in males AND females?,underarm hair,sweat and oil glands,deepening of the voice,both A and B,D,True,0.0005517469,0.00045741428,0.0014089352,0.99758184
It's 3:00 A.M. You are male. You awaken to urinate. Standing at the commode you are in extreme agony. Your penis feels as if it is on fire. You notice a yellowish discharge coming out of your penis after you finish urinating. Your moans have awakened your significant other. She comes running into the bathroom and asks you what is wrong. You tell her you probably have:,genital herpes,AIDS,syphilis,gonorrhea,D,True,0.07494453,0.0030933304,0.008950847,0.9130113
Which of these statements is accurate concerning the norms of swinging?,Male and female homosexual acts are common and widely accepted.,It is expected that couples will engage in sex with the same partners on several occasions.,The combination of two men with one woman is the typical introduction to swinging.," Most swingers also tend to have tolerant attitudes towards various forms of ""exotic"" sexuality.",D,True,0.0017812434,0.31887895,0.0042729806,0.67506677
Romulo is on a crowded bus and he sees a woman near the door. Feeling a little saucy Romulo proceeds to rub up against the woman and is immediately aroused. Romulo's inappropriate behavior would be characterized as:,Frotteurism,Exhibitionism,Voyeurism,Sadomasochism,A,False,0.2327721,0.63274014,0.024533998,0.109953746
Mini-pills contain:,estrogen only,progestin only,synthetic androgens and estrogen,synthetic estrogen,B,True,0.02021319,0.7584944,0.0039802133,0.21731228
"Heterosexual fantasies about sexual activity never involve someone _________, and gay and lesbian fantasies never involve persons of __________",Both heterosexual and homosexual fantasies may involve persons of the same or other gender,of the other gender; of the same gender,of the same gender; of the same gender,of the same gender; of the other gender,A,False,0.021182926,0.06524801,0.012848094,0.90072095
Which of the following is typically associated with having a vasectomy?,decreased testosterone production,reduced rigidity of erections,decreased sperm production,normal orgasm,D,False,0.0007134107,0.0024900483,0.8328071,0.16398945
Which of the following are reflexes?,ejaculation,erection,orgasm,both A and B,D,True,0.0035849751,0.0009064236,0.0014944399,0.9940142
Which of the following sexual variations is probably the most dangerous?,troilism,asphyxiophilia,zoophilia,necrophilia,B,False,0.0038022615,0.0024549246,0.0033554842,0.99038726
The follicular phase is to the __________ as the luteal phase is to the secretory phase.,postovulatory,menstrual,proliferative,myometrial,C,False,0.3396403,0.55997217,0.02460346,0.07578399
"For purposes of conception, the best position for intercourse is:",woman-on-top,man-on-top,rear entry,side-to-side,B,False,0.1403873,0.38161224,0.045577083,0.43242332
"Danny and Sandy are coworkers. Sandy sees Danny in the break room and says ""Hey Stud! Nice buns! Wanna do it?"" This would be considered harrassment if:",Sandy is Danny's supervisor,Danny has previously told Sandy that he does not appreciate her advances,"Danny responds with ""Sure baby your office or mine?""",both A and B,D,True,0.00058678363,0.0011669586,0.0015950432,0.99665123
Erection in the male and vaginal lubrication in the female mark the __________ stage of sexual response.,excitement,resolution,plateau,orgasm,A,False,0.0010967174,0.0006651928,0.0011674496,0.99707067
The placenta does all of the following except:,supplies oxygen to the fetus,supplies nutrients to the fetus,supplies blood to the fetus,secretes hormones,C,False,0.00575823,0.00575823,0.020098196,0.96838534
Which of the following is the MOST COMMON menstrual problem?,painful menstruation,absence of menstruation,menstruation without ovulation,ovulation without menstruation,A,True,0.83585316,0.047155607,0.003870768,0.11312042
In all of her relationships Helen is typically uncomfortable feeling close to another person or having that person feel close to her. According to attachment theory Helen would best be described as:,a secure lover,an avoidant lover,an anxious-ambivalent lover,a passionate lover,B,True,0.003838764,0.8824044,0.020752162,0.09300473
Approximately how many sperm are in the typical ejaculate?,"300,000",300 million,3 million,30 million,B,False,0.002077702,0.3719511,0.012727466,0.6132437
Bill is a successful ad executive for a computer company. He is 32 married and the father of two children. When Bill's wife is not home he puts on her satin stockings garter belt bra skirt blouse and red stilettos. While dressing he becomes sexually excited and proceeds to masturbate. Which of the following descriptions best fits Bill?,female impersonator,drag queen,transsexual,transvestite,D,True,0.015824212,0.0025832315,0.0025832315,0.97900933
Sociobiologists assume that the central function of sex is:,pleasure,reproduction,to maintain the double standard,to relieve tension,B,True,0.0011278001,0.9632076,0.0027054518,0.032959152
Which of the following approaches to psychotherapy focuses only the problem behaviour and how to modify it?,Behaviour modification,psychoanalytic,sociological,evolutionary,A,True,0.9777075,0.020291671,0.00011334835,0.0018874195
JD Unwin's book _Sex and Culture_ argues what two things are linked?,homosexuality in sons with distant fathers,sexual abuse and Christianity,civilizational collapse and promiscuity,anthropology and evolution,C,False,0.30855012,0.0022130779,0.24029908,0.44893774
The official condemnation by the Catholic Church of artificial birth control is set forth in _______ encyclical called Humanae Vitae.,Pope John II's,Pope Paul VI's,Pope John Paul I's,Pope John Paul II's,B,True,0.00014823161,0.99577445,0.00048603278,0.0035913235
"According to Byrne's law of attraction and his formula, we are attracted to people who:",provide a lot of reinforcement and a small amount of punishment,provide more punishment than reinforcement,provide an equal balance of punishment and reinforcement,are extremely attractive and provide a lot of reinforcement,A,False,0.00846801,0.010873141,0.21839288,0.76226604
"Benny is the head of a successful corporation. After a hard day at work during which he is under incredible pressure to perform well, he goes home to his wife who proceeds to spank him, tie him to their four poster bed, and tease him until he begs for intercourse. According to psychological theory, what is the most likely reason Benny finds this alluring?","As a child be became sexually aroused pretending to be a powerful executive, so he now becomes aroused at work and must discharge this when he gets home.",He is overcome with feelings of self doubt and his sadomasochistic behaviour allows him a safe outlet for that self doubt.,"He is overwhelmed with pressures and responsibilities at work, and the masochistic behaviour allows him to escape from being an autonomous, separate individual.",He is secretly fascinated by violence and engaging in sadomasochistic behaviour is a relatively safe outlet for it.,C,False,0.005550109,0.036191255,0.024873862,0.9333848
Darla and Janice are two moms raising a son Timmy. Which of the following most likely characterizes Timmy?,He will probably grow up to be gay.,He will not be popular with his peers.,As long as Timmy has at least one supportive and accepting caregiver he will have a healthy development.,His social skills will lag behind his peers who are raised in heterosexual families.,C,False,0.0017940219,0.0013971857,0.46729463,0.5295142
What are the experiences when a sexual addict has completed the sexual act?,(s)he experiences feelings of hopelessness and despair,(s)he uses the fantasy of the behaviour just completed to become aroused again,(s)he feels relaxed and emotionally relieved,(s)he immediately becomes sexually aroused again and feels good about the behaviour,A,False,0.00085097423,0.002173039,0.0035827355,0.99339324
Which of the following is/are likely to cause coital pain for BOTH men and women?,infections,foreskin too tight,vaginismus,both A and C,A,False,0.0009091136,0.0010966003,0.0010301607,0.99696416
The endometrium grows and thickens during:,menstruation,the follicular phase,the luteal phase,ovulation,B,True,0.11351826,0.34966087,0.18715999,0.34966087
Which of the following events INITIATES puberty?,pituitary gland releases FSH,pituitary gland releases growth hormone,hypothalamus releases GNRS,hypothalamus releases LH,C,False,0.34208873,0.011705632,0.0070998245,0.63910586
Alexander the Great was probably,bisexual,asexual,heterosexual,pedosexual,A,False,0.21170618,0.068730935,0.21170618,0.5078567
Shaggy has a fantasy about digging up a recently buried woman and having sex with her. He told his friends this and they encouraged him to get therapy. As part of the treatment he masturbates to his fantasy and at the last moment before orgasm he switches to a fantasy about having sex with a living woman. This procedure is part of the process of:,orgasmic reconditioning,aversive conditioning,covert sensitization,desensitization therapy,A,False,0.0007540073,0.0007540073,0.0010970741,0.9973949
How do girls most frequently learn about masturbation?,through reading about it,being told by peers,self-discovery,observing others doing it.,C,True,0.0051505757,0.005836367,0.52537304,0.46364006
How many centimetres must the cervix dilute to before a baby can be born?,5,10,15,20,B,False,0.012258704,0.090580255,0.037759468,0.8594015
"From 1988 to 1990 among heterosexuals in the US, the number of unmarried adults aged 20 to 45 who report having multiple partners has:",declined for both men and women,"declined for men, but not for women","declined for women, but not for men","declined for men, and remained the same for women",A,False,0.04455592,0.12111556,0.04455592,0.7897726
Which is true with regard to voyeurs?,They are generally middle-aged.,They are usually dangerous.,They typically want to view friends' sexual behaviours.,They typically want to observe strangers' activities.,D,True,0.00012313033,0.00021610044,0.11916249,0.88049835
What are the three dimensions of intimacy in romantic relationships that outline closeness and sharing?,"affective, trusting, and friendship","becoming emotional, caring, and physical","affective, cognitive, and physical","mutual self-disclosure, sexuality, and trusting",C,False,0.008002781,0.014951164,0.16074017,0.8163059
Mike and Carol have been married for 5 years. Recently Mike has found that although he wants to have sex with Carol he has trouble getting aroused. However he does not have trouble getting aroused when he sees his secretary at work. Which of the following describe(s) Mike's dysfunction?,Mike suffers from a global dysfunction.,Mike suffers from erectile dysfunction.,Mike suffers from lubrication inhibition.,Mike must be having an affair with his secretary.,B,False,0.0011489815,0.31858072,0.0058350093,0.6744354
__________ occurs when the fertilized egg implants somewhere other than the uterus.,Pseudocystitis,Ectopic pregnancy,Pre-eclamptic pregnancy,Eclamptic pregnancy,B,True,0.00021601519,0.9973417,0.00026056406,0.0021816762
A pimp can be best described as ,...a male companion-master of a prostitute,...a gigolo who works with a street walker,...an experienced male prostitute,...an escort to a female prostitute,A,False,0.13091056,0.025777815,0.08997342,0.7533382
Menstruation is triggered by...,...a sharp increase in estrogen levels,...a sharp increase in progesterone levels,...a sharp decrease in estrogen and progesterone levels,...a sharp increase in estrogen and progesterone levels,C,False,0.3494391,0.11344627,0.028683709,0.5084309
Which of the following concerning self-disclosure in relationships is supported by research?,"when one partner in a relationship self-discloses, the other is unlikely to do so",self-disclosure on the part of one partner often leads to self-disclosure on the part of the other,there is a negative correlation between amount of self-disclosure and relationship satisfaction,there is no relationship between amount of self-disclosure and relationship satisfaction,B,True,0.0003759973,0.98913085,0.00079598627,0.009697097
Attachment to a care-giver begins:,in the hours immediately following birth,several weeks after birth,several months after birth,when the child learns to speak,A,False,0.030336767,0.88657033,0.044139735,0.03895318
Female sterilization inhibits _________ production.,egg,estrogen,progesterone,none of the above,D,True,0.0014548941,0.010750294,0.020084193,0.9677106
Another term for sexual self-stimulation is:,masturbation,autoeroticism,self-eroticism,a and b,D,False,0.8394748,0.011974464,0.0026718643,0.14587885
You have been asked to write a response paper to LeVay's research on brain differences between heterosexuals and homosexuals. Which are plausible criticisms of LeVay's work?,Sample size was relatively small.,Gay and straight groups were not equivalent in terms of the number of deaths due to AIDS.,Lesbians were omitted from the study.,all of the above,D,True,0.00021646477,7.0275826e-05,0.00029587225,0.9994174
About ___ % of adolescent males have homosexual experiences during their teenage years.,5,10,20,30,B,False,0.023909988,0.15591271,0.12142494,0.6987523
Hormones are secreted:,directly into the bloodstream,into the tissues surrounding the glands where they were manufactured,into the stomach and then are digested and travel throughout the body,into the ovaries and testes,A,False,0.028616305,0.017356666,0.0063851606,0.94764185
"By 28 days after conception, the embryo is about __________ centimetres long.",1,2,3,4,A,False,0.011082872,0.11915211,0.09279575,0.7769693
"""The state has no business in the bedrooms of the nation,"" is a famous quote by this former Canadian Prime Minister.",Clark,Mulroney,King,Trudeau,D,True,8.477877e-05,0.00029590694,8.477877e-05,0.9995346
Keith is really anxious about a big presentation he has to give at work tomorrow. As a result tonight he is having trouble getting an erection. Which of the following BEST explains why Keith might be having this problem?,relaxation is necessary for vasocongestion,anxiety inhibits the sympathetic system,anxiety causes retrograde ejaculation which inhibits arousal,anxiety decreases blood flow to the upper spinal cord inhibiting vasocongestion,A,False,0.005033709,0.08381878,0.010010725,0.90113676
A person with a rating of 4 on the Kinsey scale would be classified as:,mostly heterosexual with incidental homosexual experience,heterosexual with substantial homosexual experience,homosexual with substantial heterosexual experience,mostly homosexual with incidental heterosexual experience,C,False,0.31911406,0.15073882,0.004017053,0.52613014
The refractory period occurs in males during the ______ stage.,resolution,orgasm,plateau,excitement,A,False,0.0009258836,0.9538374,0.008252311,0.036984287
The zona pellucida is...,...a protective layer surrounding the egg,...the fertilized egg,...an enzyme secreted by sperm to break down the protective coating on the egg.,...the area where sperm collect before attempting to fertilize the egg.,A,True,0.9391952,0.015180676,0.009207546,0.03641655
In men gonorrhea and chlamydia most often infect the:,penis,scrotum,urethra,bladder,C,False,0.57614154,0.015353652,0.30838636,0.100118384
Which method of abortion is most costly and carries the greatest risk of complications?,hysterotomy,saline-induced abortion,prostaglandin abortion,dilation and curettage,A,False,0.037088174,0.004429551,0.0019656012,0.9565166
