0,1,2,3,4,5,llama_7B_ga_firstturn_20000/ckp10000_correct,llama_7B_ga_firstturn_20000/ckp10000_choiceA_probs,llama_7B_ga_firstturn_20000/ckp10000_choiceB_probs,llama_7B_ga_firstturn_20000/ckp10000_choiceC_probs,llama_7B_ga_firstturn_20000/ckp10000_choiceD_probs
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,False,0.6310546,0.29808906,0.051800113,0.019056197
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.36576605,0.0720236,0.53218645,0.030023905
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.6237244,0.17870004,0.15770222,0.039873365
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.73441315,0.16386972,0.0602843,0.041432753
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.3575235,0.11607089,0.3575235,0.16888215
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.3412776,0.16120812,0.43820912,0.059305154
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,True,0.42548367,0.42548367,0.0837827,0.06525004
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.6488143,0.18588842,0.08780747,0.07748982
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,True,0.3435931,0.3435931,0.23614785,0.07666598
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.6670877,0.11592246,0.16866618,0.048323672
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.45188782,0.39878958,0.12946802,0.019854566
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.41750598,0.22347486,0.22347486,0.13554434
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.48824495,0.38024554,0.09614113,0.035368346
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.52792567,0.03824281,0.28257826,0.15125324
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.71815485,0.160242,0.0459101,0.07569296
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.4632358,0.1931054,0.28096673,0.06269215
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.71827686,0.08578594,0.11015133,0.08578594
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.75769806,0.048438016,0.13166818,0.062195644
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.25831303,0.17753577,0.42588618,0.138265
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.49171755,0.26319745,0.15963732,0.0854477
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,True,0.5321685,0.17276981,0.2513786,0.043683052
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.72011703,0.14179945,0.097457245,0.040626224
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.8894244,0.056858998,0.026858289,0.026858289
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.5540337,0.33603844,0.051533163,0.05839472
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.626801,0.13985822,0.15848011,0.07486071
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.563756,0.20739424,0.1615188,0.06733105
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.2696514,0.12737429,0.5037751,0.099199206
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,False,0.39203152,0.44422993,0.127274,0.036464613
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,False,0.36029124,0.21852769,0.3179559,0.10322517
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.54223347,0.42229185,0.014450032,0.021024672
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.4287649,0.22950132,0.2025342,0.13919958
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.6048941,0.19638036,0.13497013,0.06375537
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.69991416,0.25748405,0.023949744,0.01865208
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,False,0.75031507,0.18970937,0.042329878,0.01764572
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.3932704,0.06030997,0.5049692,0.041450396
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.26408207,0.55906177,0.11008579,0.066770405
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.46275234,0.07096537,0.2476935,0.21858872
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.8016159,0.122931786,0.05124559,0.024206704
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.34426457,0.500902,0.08704372,0.06778971
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.9408824,0.041339487,0.0134209655,0.00435715
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.5576165,0.12442105,0.23244913,0.08551326
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.70304036,0.15686952,0.095146164,0.044943865
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.58383,0.14761534,0.18954185,0.0790128
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.63869464,0.14251204,0.14251204,0.0762812
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.735812,0.18604241,0.041511673,0.03663392
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.43932247,0.11107811,0.26646256,0.18313685
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,False,0.3790505,0.22990575,0.29520482,0.09583897
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.4088841,0.28102168,0.2188599,0.09123438
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.3478669,0.11293585,0.39418483,0.1450125
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,False,0.6522141,0.27188328,0.047246233,0.028656289
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.7272376,0.18387446,0.036207028,0.052680917
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.92151475,0.027827336,0.0315325,0.019125428
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.18686676,0.12843151,0.6522291,0.032472573
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.44670215,0.23910244,0.18621315,0.12798232
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.66832596,0.1914786,0.10249111,0.03770437
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.55892944,0.23299645,0.1413195,0.0667546
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.83377326,0.09958002,0.04703827,0.019608468
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,False,0.34946495,0.4487219,0.11345466,0.08835858
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.7223367,0.14223653,0.05929301,0.07613373
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.5401145,0.37121493,0.0443353,0.0443353
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,False,0.3772708,0.29381877,0.29381877,0.03509165
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,False,0.6028537,0.15242529,0.17272049,0.07200061
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.26987875,0.39267126,0.23816717,0.09928284
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.32545507,0.2236818,0.25346467,0.19739848
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.20345078,0.20345078,0.5530366,0.040061835
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,False,0.6987523,0.12142494,0.15591271,0.023909988
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.6471407,0.09924224,0.18540892,0.06820812
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,False,0.48866534,0.14000496,0.2963905,0.07493926
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,False,0.5770318,0.24054264,0.1287532,0.05367232
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.75246793,0.13075931,0.07930953,0.03746317
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.5364028,0.25337875,0.15368198,0.05653644
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,False,0.45505422,0.27600434,0.1674051,0.101536326
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.7731336,0.13435046,0.07191263,0.020603312
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,False,0.29660174,0.2617501,0.2617501,0.17989805
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.53858364,0.1543068,0.22451505,0.08259448
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.5414438,0.17578107,0.22570737,0.057067756
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.6453759,0.20952287,0.07707916,0.06802212
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.63727385,0.16112806,0.12548666,0.07611151
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.2808375,0.09117459,0.5246735,0.10331434
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.5246736,0.28083754,0.103314355,0.091174595
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.73520356,0.08780754,0.07748988,0.09949898
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.413315,0.28406698,0.22123158,0.08138655
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.5395986,0.32728308,0.10625326,0.026865032
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.6615534,0.16726689,0.06972721,0.1014525
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.6035369,0.118843466,0.19593975,0.081679836
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.76580095,0.13307625,0.08071482,0.020407904
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.4345818,0.2986834,0.18116064,0.08557423
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,False,0.69067246,0.22422852,0.06424255,0.020856502
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,False,0.5454638,0.37489143,0.044774394,0.034870334
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,True,0.698969,0.17672704,0.050633147,0.07367079
