0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp7500_correct,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp7500_choiceD_probs
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.054316323,0.40134633,0.454785,0.08955248
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.09827727,0.34302136,0.49909315,0.059608176
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.017579129,0.65965194,0.27498382,0.04778503
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,True,0.13707632,0.54214734,0.29019058,0.030585859
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.03792909,0.4620709,0.4620709,0.03792909
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.038969815,0.28795016,0.2541151,0.41896498
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.11742676,0.40985966,0.40985966,0.062854014
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.19600013,0.15264504,0.28517848,0.36617643
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.06955335,0.40025192,0.40025192,0.12994277
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.045929223,0.38456067,0.49378568,0.07572449
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.070631854,0.46057752,0.40645823,0.062332388
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,True,0.04377864,0.36655405,0.4706647,0.11900268
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.037865434,0.52271616,0.35925722,0.080161124
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.035772465,0.38459024,0.49382365,0.085813686
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.04965224,0.32377326,0.53381187,0.0927626
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.09063311,0.4602729,0.3584609,0.09063311
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.06701308,0.38563365,0.4951634,0.05218984
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.05667505,0.4187751,0.47453436,0.050015554
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.083255924,0.5428968,0.32928357,0.044563685
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.2209943,0.60072476,0.151887,0.026394004
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.053629734,0.50882477,0.27235427,0.16519122
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.011948552,0.23999307,0.50806534,0.23999307
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.08551937,0.4343032,0.38327122,0.09690614
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.16349226,0.34611315,0.34611315,0.14428142
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.05193954,0.36053187,0.46293208,0.124596484
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.10278079,0.3587402,0.4065059,0.13197315
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.08038027,0.40820467,0.40820467,0.10321031
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.24068834,0.449665,0.24068834,0.068958364
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.09388988,0.28920117,0.32770786,0.28920117
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.1512531,0.46589234,0.24937421,0.1334804
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.062429246,0.14975998,0.116633184,0.6711776
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.107158594,0.54419625,0.29128727,0.05735786
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.05254911,0.4399883,0.4399883,0.067474395
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.06589878,0.42971402,0.42971402,0.0746731
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.082764834,0.5396945,0.32734126,0.050199408
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.11346489,0.39603138,0.44876236,0.041741405
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.017216474,0.2376661,0.6460434,0.09907397
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.074471466,0.4285537,0.29454038,0.20243444
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.14104302,0.63211095,0.20521638,0.021629646
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.082205266,0.32512814,0.47305864,0.119607955
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.06360178,0.2850434,0.11882376,0.53253114
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,True,0.039566595,0.2923598,0.5462,0.12187369
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.051354844,0.6256301,0.2955267,0.027488267
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.019673051,0.3951438,0.5073747,0.07780843
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.049595352,0.1731048,0.60419506,0.1731048
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.12595673,0.38797405,0.38797405,0.0980952
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.06701308,0.4951634,0.38563365,0.05218984
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.17883414,0.4290008,0.33410615,0.058058944
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.07005047,0.40311262,0.45678645,0.07005047
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.042041447,0.45198813,0.45198813,0.053982284
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.19758378,0.36913508,0.06414606,0.36913508
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,True,0.0761927,0.30134794,0.49683878,0.12562051
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,True,0.033683516,0.41034925,0.36213192,0.19383526
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.1072656,0.13773176,0.13773176,0.6172709
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.26745427,0.49967036,0.09839093,0.13448445
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.047037803,0.44628227,0.44628227,0.060397737
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.06410811,0.47369844,0.36891672,0.093276754
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.082205266,0.32512814,0.47305864,0.119607955
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.08091667,0.32003164,0.52764297,0.07140871
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.01188706,0.14481404,0.27054822,0.5727506
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.033638395,0.21934989,0.15075684,0.5962548
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.12950297,0.51219416,0.31066146,0.04764148
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.16524743,0.5089979,0.2121819,0.11357279
