0,1,2,3,4,5,llama_7B_ds_alpaca_20000/epoch3_correct,llama_7B_ds_alpaca_20000/epoch3_choiceA_probs,llama_7B_ds_alpaca_20000/epoch3_choiceB_probs,llama_7B_ds_alpaca_20000/epoch3_choiceC_probs,llama_7B_ds_alpaca_20000/epoch3_choiceD_probs
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.085540906,0.2985671,0.23252428,0.38336772
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.15035269,0.24788967,0.19305666,0.40870097
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,True,0.29577973,0.15831947,0.05824248,0.48765832
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.09020804,0.40428436,0.14872791,0.3567797
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.043026853,0.09108785,0.10321605,0.7626692
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.09415528,0.4219747,0.15523581,0.32863423
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.18614168,0.30689576,0.112900645,0.39406195
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.14251204,0.63869464,0.0762812,0.14251204
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.19982454,0.22643088,0.09439044,0.47935417
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.24627472,0.27906582,0.116331935,0.3583276
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.34972736,0.34972736,0.08842492,0.21212037
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.21625568,0.2776778,0.048253164,0.4578133
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.19591053,0.36600903,0.07207145,0.36600903
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.059926637,0.059926637,0.052885067,0.8272617
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.2546241,0.2546241,0.1202759,0.37047586
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.107117355,0.25696117,0.15585482,0.48006666
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.17348923,0.3672767,0.13511355,0.32412055
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.16759048,0.21519046,0.40202868,0.21519046
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.26651213,0.43940422,0.08652382,0.20755985
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.11293585,0.39418483,0.1450125,0.3478669
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.14459555,0.27014005,0.23839776,0.3468667
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.28643656,0.3677918,0.09299233,0.25277936
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.17596647,0.22594544,0.17596647,0.42212164
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.05989329,0.20904814,0.16280685,0.5682517
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.07662617,0.067622356,0.03194254,0.8238089
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.18919973,0.24293725,0.21439137,0.3534716
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.089552425,0.35418668,0.10147619,0.45478472
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.039879788,0.074505255,0.7068862,0.17872882
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.14706098,0.35278094,0.18883003,0.31132808
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.17834015,0.33318326,0.22899328,0.2594834
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.3304492,0.374448,0.09467528,0.20042758
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.16120812,0.3412776,0.059305154,0.43820912
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.1488167,0.2780262,0.1686314,0.40452573
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.2121819,0.16524743,0.11357279,0.5089979
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.19793247,0.32633543,0.10594561,0.3697865
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.19383173,0.11756489,0.091559626,0.59704375
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.0971759,0.16021599,0.024569916,0.7180382
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.4017191,0.4017191,0.029100435,0.16746143
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,True,0.17698753,0.2918031,0.20055315,0.33065623
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.15073937,0.24852721,0.31911525,0.2816182
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.15119256,0.41098398,0.11774889,0.32007465
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.12672074,0.44229883,0.16271265,0.2682678
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.056059167,0.043658923,0.023368938,0.87691295
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,True,0.15114018,0.1177081,0.13338076,0.59777105
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.1125144,0.12749551,0.1125144,0.64747566
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.2580882,0.3755161,0.0739435,0.29245222
