0,1,2,3,4,5,llama_7B_ds_alpaca_20000/epoch3_correct,llama_7B_ds_alpaca_20000/epoch3_choiceA_probs,llama_7B_ds_alpaca_20000/epoch3_choiceB_probs,llama_7B_ds_alpaca_20000/epoch3_choiceC_probs,llama_7B_ds_alpaca_20000/epoch3_choiceD_probs
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.024873862,0.9333848,0.005550109,0.036191255
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,False,0.40059763,0.35352618,0.16699393,0.07888235
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.14704348,0.58156824,0.028954577,0.24243371
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.0066878684,0.99256766,0.00012249258,0.00062206865
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.5483912,0.22860347,0.021263435,0.20174186
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,False,0.25,0.25,0.25,0.25
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.0073759947,0.96606463,0.0065092924,0.020050032
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,False,0.3755493,0.546421,0.027204698,0.05082507
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,False,0.32205626,0.22134583,0.28421366,0.1723843
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.17972958,0.29632398,0.035390854,0.48855564
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,True,0.06700552,0.38559014,0.110473424,0.43693087
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.12013078,0.78335106,0.023655152,0.072863005
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.05428211,0.07898001,0.017622821,0.8491151
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.006658985,0.98828095,0.0010211883,0.0040388783
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.9239763,0.059067827,0.00202119,0.014934686
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.08169172,0.08169172,0.15262023,0.6839964
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,True,0.11582171,0.21638343,0.14871801,0.5190769
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,True,0.12795652,0.34782186,0.07760955,0.44661212
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.22207285,0.09257374,0.1526283,0.5327251
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.0516989,0.91638494,0.004243704,0.027672427
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.100405775,0.7419039,0.028766736,0.12892357
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.028729042,0.9513752,0.010568824,0.009326953
What is the optimal span of control?,2,5,7,None of the above,D,False,0.05666891,0.41872978,0.10587147,0.41872978
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.04804018,0.13058676,0.06989806,0.7514749
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.10550605,0.25309584,0.034252796,0.60714537
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.26909286,0.5696696,0.017202532,0.14403503
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.08890768,0.8435326,0.013634435,0.053925235
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.0007002861,0.009667152,0.0035563465,0.9860763
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,False,0.14140241,0.6337216,0.019136734,0.20573927
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.8757702,0.0923055,0.008585748,0.023338486
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.10328282,0.86477643,0.005826818,0.026113985
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.07438042,0.906139,0.002884042,0.016596515
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.040966187,0.20804347,0.024847249,0.72614306
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,True,0.18174268,0.124909796,0.05900321,0.6343443
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.0837406,0.039556257,0.2579392,0.618764
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.12822981,0.39497563,0.12822981,0.34856477
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.81886667,0.031750906,0.007084585,0.14229769
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.2906378,0.6972038,0.005323217,0.0068351454
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.00331731,0.91979814,0.07550163,0.0013828606
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.0093274275,0.036890693,0.0023583432,0.9514235
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.17275935,0.77425367,0.026493503,0.026493503
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.11460706,0.58202267,0.08925607,0.21411417
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,False,0.084139235,0.5486567,0.25916708,0.10803691
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.83244133,0.041444812,0.013455161,0.11265868
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.044070233,0.020817306,0.04993812,0.88517433
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,False,0.10796437,0.7040161,0.03093231,0.15708722
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,True,0.08932099,0.4536094,0.2142699,0.24279962
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.019531649,0.44453827,0.032202244,0.50372785
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.06742657,0.38801312,0.49821872,0.04634156
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,False,0.047603462,0.061124057,0.14662899,0.74464345
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.07023009,0.07023009,0.85557765,0.0039621103
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.24877663,0.15089065,0.5967841,0.0035486082
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.01370575,0.13003655,0.008312957,0.84794474
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.27807385,0.6670645,0.00653967,0.048321992
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,True,0.0380029,0.21869159,0.21869159,0.52461386
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.092064716,0.08124682,0.05584007,0.7708484
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.010214744,0.024503898,0.919502,0.04577931
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.23839775,0.27014002,0.34686667,0.14459553
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,True,0.26727277,0.38887957,0.07657493,0.26727277
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.53694457,0.09330697,0.044075094,0.32567334
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.5416701,0.37228405,0.012738859,0.073307075
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.9450248,0.025184058,0.0012538404,0.028537277
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,True,0.102132805,0.21621513,0.015662573,0.6659895
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,True,0.0023305444,0.005590685,0.34588346,0.64619535
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.34581414,0.44403416,0.025050692,0.18510097
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.22501007,0.1364755,0.02687362,0.61164075
