0,1,2,3,4,5,llama_7B_ga_alpacagpt4_20000/ckp5000_correct,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacagpt4_20000/ckp5000_choiceD_probs
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.12442107,0.08551327,0.23244914,0.55761653
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.31375852,0.061782714,0.16794284,0.45651594
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.3699091,0.10598074,0.15420106,0.3699091
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.54193974,0.11359674,0.08846923,0.2559942
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.34540135,0.09895915,0.1121354,0.44350412
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.45848894,0.06204973,0.07484626,0.40461507
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.12442107,0.08551327,0.23244914,0.55761653
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.31919584,0.11742559,0.28168935,0.28168935
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.48528177,0.089768104,0.13061182,0.2943383
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.37246835,0.06080379,0.08846899,0.47825882
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,False,0.603207,0.118778504,0.056106992,0.22190745
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.47305864,0.119607955,0.082205266,0.32512814
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.22592203,0.15527378,0.2900896,0.3287146
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.24752119,0.08554103,0.23252463,0.4344132
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.24141292,0.16592051,0.24141292,0.35125372
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.45719138,0.115596086,0.048187613,0.37902495
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,True,0.1615122,0.23499885,0.3017445,0.3017445
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.7132038,0.066338286,0.123936236,0.09652164
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.40059757,0.16699392,0.07888234,0.35352612
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.3966659,0.16535495,0.16535495,0.27262422
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.17297721,0.1347148,0.22210713,0.4702008
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.60241705,0.06758932,0.13441741,0.19557618
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.2780262,0.1488167,0.1686314,0.40452573
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.6260015,0.07476521,0.09600044,0.20323291
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.44623682,0.099568896,0.060391586,0.3938026
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,False,0.61194086,0.03912007,0.093844175,0.2550949
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.48429236,0.07426864,0.14770083,0.29373816
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.073557235,0.05381562,0.25673997,0.61588717
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.45261788,0.06520579,0.12967719,0.35249916
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.08644226,0.14251919,0.2073642,0.56367433
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.24141292,0.16592051,0.24141292,0.35125372
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.12187355,0.13810083,0.25800633,0.48201925
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.5710155,0.18538158,0.099227615,0.14437532
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.53092974,0.09821213,0.0866719,0.2841862
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.57004255,0.09305689,0.12719369,0.20970695
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.33863643,0.18125902,0.18125902,0.2988456
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.3213017,0.05943484,0.15177217,0.4674912
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,False,0.31970808,0.11761402,0.09750545,0.4651725
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.3074237,0.07772889,0.3074237,0.3074237
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.5916751,0.05503436,0.09073632,0.26255423
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.3899434,0.08173657,0.1841962,0.34412384
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.23318125,0.14143157,0.264229,0.3611582
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.11094208,0.12571384,0.2661362,0.49720788
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.3098883,0.0834053,0.15582162,0.4508848
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.49619475,0.05567151,0.18253985,0.26559392
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.28239748,0.10388823,0.086126365,0.52758795
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.08182513,0.111841686,0.1627287,0.64360446
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.15717842,0.06552171,0.5486066,0.22869325
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.17437139,0.119843595,0.28748983,0.41829523
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.27764884,0.1021413,0.21623315,0.40397668
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.4445006,0.20996721,0.13556503,0.20996721
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.1543068,0.08259448,0.22451505,0.53858364
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.45663074,0.13926451,0.07002659,0.3340782
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.23038223,0.10882486,0.23038223,0.43041065
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.17126437,0.09758349,0.13338082,0.59777135
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.2918031,0.20055315,0.17698753,0.33065623
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.5511359,0.058089294,0.095773056,0.2950018
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.10493966,0.17301625,0.25173718,0.47030693
How many sides does a rhombus have?,4,6,8,10,A,True,0.7779546,0.018295739,0.030164571,0.17358513
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.3293494,0.12116087,0.17628802,0.37320176
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.5357296,0.13545366,0.105491415,0.22332531
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.47305042,0.06814938,0.041334685,0.4174655
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.12302036,0.09580835,0.22983228,0.551339
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.11607089,0.16888215,0.3575235,0.3575235
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.116879016,0.103145376,0.31771013,0.4622655
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.38793382,0.17214459,0.11831313,0.32160842
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.2723227,0.113520995,0.16517207,0.44898424
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.24895914,0.18214239,0.10378161,0.4651169
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.6973847,0.07350381,0.07350381,0.15560757
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.23267122,0.12453993,0.15022384,0.49256498
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.04843235,0.11618317,0.12367634,0.7117082
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.3647619,0.11842085,0.15205537,0.3647619
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.58597904,0.11538611,0.10839523,0.19023953
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.45038867,0.18774992,0.08868679,0.27317455
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.4516242,0.17685857,0.06112069,0.3103965
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,False,0.34985164,0.1652582,0.08845635,0.39643383
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.4967577,0.104126066,0.09781739,0.30129877
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.3537173,0.06146685,0.101341695,0.4834742
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.49720788,0.11094208,0.12571384,0.2661362
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.18125902,0.18125902,0.33863643,0.2988456
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.22207303,0.0816961,0.092573814,0.60365707
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.29454038,0.20243444,0.074471466,0.4285537
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.40645802,0.07063182,0.11645217,0.40645802
How many stars are on the American flag?,13,48,50,51,C,False,0.58712786,0.13100594,0.06587392,0.21599227
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.41862613,0.12767376,0.12767376,0.32602635
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.5633831,0.09790131,0.118091516,0.22062398
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.06641106,0.07069421,0.19216679,0.67072797
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.11177349,0.11177349,0.20882037,0.5676326
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.34786686,0.11293584,0.14501248,0.3941848
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.121407114,0.14644493,0.18803902,0.5441089
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.36671042,0.09869877,0.11905345,0.41553736
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.68794864,0.053048905,0.10550035,0.15350209
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.4012405,0.14760813,0.138665,0.3124864
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.3774575,0.12254251,0.12254251,0.3774575
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.42400432,0.10720508,0.09460815,0.3741825
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.12859984,0.0830303,0.2120253,0.5763445
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.3839742,0.16006425,0.11710552,0.33885604
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.5199028,0.0703612,0.13145202,0.27828395
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.3531313,0.07879424,0.114644945,0.45342955
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.38089073,0.10251534,0.08498821,0.43160573
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.12599728,0.12599728,0.18332493,0.5646806
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.26319745,0.0854477,0.15963732,0.49171755
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.44842148,0.07792397,0.07792397,0.39573056
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.50576156,0.08788818,0.09959036,0.3067599
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.4820193,0.121873565,0.13810085,0.25800636
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.2039163,0.123681486,0.33620113,0.33620113
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.27832127,0.06210187,0.070370644,0.58920616
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.32138744,0.10433922,0.16160375,0.41266963
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,False,0.30889365,0.14591102,0.2725977,0.2725977
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.61344486,0.10014212,0.060739268,0.22567376
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.48383754,0.13862178,0.08407836,0.2934623
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.37895617,0.09581512,0.09581512,0.4294136
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.105515346,0.105515346,0.25311813,0.5358511
