0,1,2,3,4,5,llama2_7B_ds_alpaca_52000/epoch2_correct,llama2_7B_ds_alpaca_52000/epoch2_choiceA_probs,llama2_7B_ds_alpaca_52000/epoch2_choiceB_probs,llama2_7B_ds_alpaca_52000/epoch2_choiceC_probs,llama2_7B_ds_alpaca_52000/epoch2_choiceD_probs
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.9996288,0.0003353381,2.013862e-05,1.5683972e-05
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,True,0.99975234,0.00020341798,2.2822864e-05,2.1440097e-05
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.9991247,3.1175576e-05,4.0030227e-05,0.00080402865
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,True,0.022972288,0.97680646,0.00018670762,3.4537436e-05
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.99971694,0.00012337486,8.479423e-05,7.483064e-05
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,True,0.007561485,0.22097899,0.77129245,0.00016705497
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.00012338258,0.9997794,9.609045e-05,1.2096002e-06
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,True,7.0202914e-05,4.824971e-05,0.0015010044,0.99838054
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.99948406,0.0002033634,0.00029589198,1.6693084e-05
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.3790505,0.09583897,0.29520482,0.22990575
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,True,0.00026115353,6.602995e-05,7.4821735e-05,0.99959797
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,True,0.034386564,0.25408426,0.69067264,0.020856507
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.99970335,0.00023049147,7.886984e-06,5.827737e-05
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,2.2822158e-05,0.00011590049,0.00013980268,0.99972147
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.0073643588,0.0023908573,0.96454066,0.025704138
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.00017942757,0.00017942757,0.00037984818,0.9992613
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,True,0.8813456,0.009790866,0.0036018582,0.10526173
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.09529739,0.90415645,0.00010482137,0.00044131448
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.000801122,9.568038e-05,0.9955128,0.0035903798
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.99712545,0.00037903627,0.00031423208,0.002181203
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.98878956,0.0031471006,0.00051375,0.0075495015
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.62104833,0.084049754,0.001539425,0.29336244
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.00037997225,0.9995877,2.2819106e-05,9.512419e-06
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,False,0.9716698,0.01570558,0.012231518,0.0003931815
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.0066408934,0.98559594,0.0019026478,0.005860568
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.0040700147,0.99589974,1.8847906e-05,1.1431834e-05
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.10613337,0.8886438,0.001107601,0.004115237
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,True,0.115454875,0.85310256,0.0022510118,0.029191565
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.00020342346,0.9997793,8.396289e-06,8.937803e-06
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,True,0.9778667,0.0012974144,0.00054084277,0.020294975
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.0008040634,0.9991679,6.5350378e-06,2.1427564e-05
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.010981093,0.9884865,0.00015663687,0.00037575237
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.9941316,0.002174654,0.00010826965,0.0035853984
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.09541591,0.70503354,0.021290168,0.1782604
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.9999157,2.9309927e-05,1.22181955e-05,4.2645694e-05
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,True,0.0027993089,0.99662304,0.00014835794,0.00042928793
 How many books are in the New Testament?,30,29,27,47,C,False,0.24366984,0.75055593,0.0027069275,0.0030673507
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,True,0.062286086,0.054967277,0.8598329,0.02291377
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,True,0.07583664,0.92387944,0.00014639915,0.00013752928
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.97755957,0.017904628,0.00101011,0.0035256303
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,True,0.03658483,0.94353527,0.019582449,0.0002973438
How many Jinas have appeared during our age?,7,42,24,13,C,True,0.13428286,0.012490252,0.531099,0.32212785
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,True,0.077462226,0.34716162,0.57237273,0.0030035365
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,False,0.008568214,0.9903509,0.0009030831,0.00017782762
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.00014879223,0.00013130868,0.99954045,0.00017947769
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,True,0.0011691923,0.00012323196,0.99855894,0.00014864611
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.00055273675,0.99937147,2.7519141e-05,4.8297596e-05
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.0013246908,0.998425,2.0114367e-05,0.00023019673
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,2.1444228e-05,3.120117e-05,0.9999449,2.4059757e-06
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.025192535,0.9453429,0.000917638,0.028546883
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,True,0.3632141,0.013230073,0.5988388,0.02471703
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.99966085,0.00013979421,8.395294e-06,0.00019107602
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,True,0.4993615,0.0009639945,0.00031296318,0.4993615
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.0063721063,0.0063721063,0.9457044,0.04155135
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.9999405,4.539723e-05,7.888855e-06,6.143847e-06
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.43424848,0.5575861,0.00021195463,0.007953538
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,True,0.067486085,0.93161666,0.00027580018,0.00062152534
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.024024636,0.79558665,0.17751938,0.0028693336
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.003587696,0.00014808189,0.9947686,0.0014955741
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.0013231762,0.0013231762,0.99728346,7.0125774e-05
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.004595709,0.9923969,0.0013166928,0.001690667
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.9852219,0.007522262,0.0006174649,0.0066383732
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.9932683,0.0066925893,3.940297e-06,3.5119487e-05
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.9797442,0.0018913513,0.010883975,0.0074804393
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.6586456,0.008291124,0.16653168,0.16653168
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,True,0.6695193,0.31625852,0.0003267892,0.01389543
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.075330764,0.9177166,0.0021369692,0.004815735
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.013520992,0.036753867,0.73822117,0.21150391
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.999724,0.00026118645,6.960383e-06,7.887147e-06
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.9998758,0.00010889524,4.4946432e-06,1.0782089e-05
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.018774789,0.018774789,0.05783042,0.90462
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.9997429,0.00023050059,5.0924214e-06,2.1439895e-05
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.999097,0.0002957774,5.4713317e-05,0.00055258494
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.0021820222,0.00021604945,0.9974999,0.00010205454
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.0021814904,0.0005515671,0.9972568,1.0102305e-05
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,2.1441003e-05,4.494278e-06,0.99979454,0.00017952333
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.22761565,0.06521298,0.006065752,0.7011056
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.9994029,0.0001583667,8.393127e-06,0.00043048535
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.9951865,0.00062371,0.00012281576,0.0040670997
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.0006262622,0.9992588,1.8911478e-05,9.6040414e-05
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.0038235143,0.99592304,9.5719806e-05,0.00015781527
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.0031708719,0.00048626892,0.99625826,8.450087e-05
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.14490563,0.099592075,0.019610843,0.73589146
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.36527568,0.028167037,0.0043195547,0.60223776
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.9998204,5.4752934e-05,4.00581e-05,8.4803e-05
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.00024524864,0.9992623,6.200856e-05,0.00043042476
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.99993837,5.144169e-05,5.421914e-06,4.784822e-06
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,True,0.0022985423,0.019245459,0.63732207,0.34113392
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.36371958,0.03383119,0.0027770333,0.5996722
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,True,0.0003789466,0.002471042,0.99688953,0.00026044593
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,True,0.17422156,0.072626345,0.6890596,0.06409253
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.013559835,0.047328476,0.8389173,0.10019439
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,True,0.05006621,0.034409966,0.22438118,0.6911427
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.00026118621,0.999723,9.513707e-06,6.1425108e-06
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.07550306,0.9198156,0.004259591,0.00042175665
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,True,0.0040639103,0.000906781,0.00062322087,0.9944061
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.00033493302,0.0011690311,0.9984213,7.473366e-05
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,True,0.0006259517,0.00048749163,0.00012325718,0.9987633
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.13270792,0.8653644,3.467108e-05,0.0018929769
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.014013043,0.0035430521,0.98239017,5.3798405e-05
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.002465074,0.00025981688,0.9944818,0.0027932946
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,True,0.060074523,0.9397237,0.0001314125,7.034004e-05
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.99976605,0.00023050592,1.2095841e-06,2.2598006e-06
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.99934167,0.0004877739,1.2211181e-05,0.000158357
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,2.5824993e-05,0.0001396086,0.0015009339,0.99833363
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.9469757,0.011920665,0.03671823,0.0043853675
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.0120942425,0.0015376103,0.96076465,0.02560351
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.00033517368,0.00023036129,0.9991387,0.00029578974
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.00011591394,3.7631748e-05,8.938324e-06,0.9998375
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.0031624148,0.99360114,0.0013182906,0.0019181015
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.8546347,0.09007783,0.03755003,0.017737377
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.0002776887,6.196072e-05,0.9984913,0.0011691131
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.020325726,0.000100197445,0.9793483,0.0002257984
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.07585251,0.9240728,4.195284e-05,3.2672906e-05
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.0017003159,0.00019077015,4.8234248e-05,0.99806064
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,1.4738877e-05,3.0894366e-06,3.9669153e-06,0.9999782
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.4352895,0.55892277,0.0040088776,0.0017789287
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.064535365,0.37137538,0.023741234,0.540348
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.022825958,0.97058445,0.0035004742,0.0030891576
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.9952864,0.0046090903,2.0051137e-05,8.441844e-05
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.0019231265,0.0013217442,0.000550985,0.9962042
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.000108759465,0.00023024378,0.0010318811,0.9986291
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,True,0.3759608,0.00368579,0.61985457,0.0004988174
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.79800075,0.2017662,9.848111e-05,0.00013460773
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,True,0.29361206,0.7043387,0.0017458813,0.00030338866
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.1479024,0.04801688,0.4020404,0.4020404
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.0013240715,0.9979583,8.921524e-06,0.00070872443
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.99981695,0.00013981604,2.4296383e-05,1.8922043e-05
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.29240698,0.0060687135,7.639383e-05,0.7014479
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.025744595,0.517094,0.00082755863,0.45633388
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,False,0.06754467,0.9324253,1.9996241e-05,1.0054741e-05
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.99633753,0.0035933543,2.9205043e-05,3.991856e-05
