0,1,2,3,4,5,llama_7B_ga_alpacafirstturn_20000/ckp5000_correct,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafirstturn_20000/ckp5000_choiceD_probs
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,False,0.02045397,0.46553022,0.31995395,0.19406186
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.08865101,0.39730623,0.27306432,0.24097842
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,False,0.1339809,0.68041116,0.104344435,0.08126353
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,False,0.024448145,0.43335375,0.33749625,0.20470181
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.056688603,0.6094599,0.13598889,0.19786265
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,False,0.062319838,0.5217976,0.16940288,0.24647972
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,False,0.036815885,0.65257716,0.14560965,0.16499734
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,False,0.072626345,0.6890596,0.17422156,0.06409253
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,False,0.032631062,0.65541244,0.16571422,0.14624229
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,False,0.092963494,0.53496796,0.25270095,0.11936749
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,False,0.068958364,0.44966498,0.24068832,0.24068832
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.04659682,0.2681462,0.50096303,0.184294
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.021059195,0.6154399,0.106947415,0.2565535
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,True,0.056688603,0.6094599,0.19786265,0.13598889
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,False,0.14398156,0.502545,0.20949192,0.14398156
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,False,0.027793797,0.55825335,0.18123832,0.23271461
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.050196443,0.6929405,0.120415,0.13644807
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,False,0.047824573,0.7481022,0.11472519,0.08934807
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.07096537,0.46275234,0.21858872,0.2476935
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,False,0.10322749,0.6731278,0.091097936,0.13254672
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,True,0.09928284,0.39267126,0.26987875,0.23816717
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,False,0.08644226,0.56367433,0.2073642,0.14251919
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.01702336,0.82023144,0.086451754,0.07629341
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.046640955,0.7295873,0.111885846,0.111885846
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.046662044,0.34478846,0.30427474,0.30427474
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,False,0.10461464,0.6020157,0.2214692,0.071900524
When was the current Dalai Lama born?,1935,2000,1965,1975,A,False,0.065717384,0.6235092,0.20242381,0.10834966
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.03691076,0.2727357,0.44966513,0.24068841
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.044561036,0.6970519,0.13725765,0.12112945
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,False,0.068699665,0.44797808,0.27171245,0.21160986
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,False,0.019966993,0.5149556,0.18944158,0.27563587
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.08294606,0.54087627,0.25549185,0.12068581
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,False,0.08070136,0.59630686,0.21936904,0.10362259
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.058622498,0.5561948,0.20461263,0.18057
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.029178439,0.852719,0.048107114,0.06999544
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,False,0.03745675,0.6639368,0.1307369,0.16786951
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.046357334,0.5647479,0.3022878,0.086606905
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,False,0.048323676,0.66708773,0.1686662,0.115922466
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,False,0.032636587,0.74280524,0.14626703,0.078291096
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.019448476,0.5683678,0.26847792,0.14370587
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,False,0.052775435,0.6429364,0.23652309,0.067765
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.046923857,0.504479,0.21029812,0.238299
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.026223017,0.7663489,0.10371404,0.10371404
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.073821604,0.6181007,0.1074098,0.20066792
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,True,0.11884339,0.5326191,0.19593963,0.15259793
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.06597793,0.70932955,0.17934659,0.04534592
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.01188706,0.5727506,0.14481404,0.27054822
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.042511266,0.7535302,0.101979226,0.101979226
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.021115066,0.79233706,0.12150883,0.06503899
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,False,0.10890718,0.55307627,0.17955758,0.15845901
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.063153334,0.4666435,0.24977629,0.22042678
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,False,0.08307929,0.541745,0.17587885,0.19929686
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,True,0.106839985,0.5425782,0.2562958,0.09428596
 How many books are in the New Testament?,30,29,27,47,C,False,0.06261119,0.5242371,0.28060392,0.1325479
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.04356309,0.41331512,0.32189015,0.22123165
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,True,0.034047503,0.47001126,0.17290749,0.32303372
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,False,0.036815885,0.65257716,0.16499734,0.14560965
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,True,0.05055309,0.6158627,0.22656325,0.10702089
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.03540842,0.5538809,0.2308919,0.1798188
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.0377044,0.7573132,0.10249119,0.10249119
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,False,0.027004048,0.6964436,0.22610213,0.05045021
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.023639932,0.41902784,0.47482076,0.08251148
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.087928355,0.73621505,0.087928355,0.087928355
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.06542154,0.62070227,0.1569381,0.1569381
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.058037996,0.7070475,0.13922592,0.09568848
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.039387893,0.3737019,0.47984275,0.10706739
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.045787856,0.7162426,0.14103654,0.096932895
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.054645848,0.6657227,0.14854282,0.13108858
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,False,0.043949243,0.47249886,0.28658506,0.19696683
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.021981087,0.5668997,0.26778445,0.1433347
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.026394004,0.60072476,0.2209943,0.151887
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,False,0.06665062,0.6323635,0.14109938,0.15988652
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.02484987,0.6408866,0.20806542,0.12619805
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,True,0.06210187,0.58920616,0.27832127,0.070370644
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.06733109,0.63881963,0.20739436,0.08645484
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.033638395,0.5962548,0.21934989,0.15075684
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.085399434,0.4914398,0.3377613,0.085399434
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.01051983,0.5068738,0.21129642,0.27131
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,False,0.053708408,0.65430236,0.14599459,0.14599459
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,False,0.052615467,0.64098763,0.20809822,0.09829864
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,False,0.063478686,0.6824602,0.08150825,0.17255296
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.039053332,0.61089694,0.17502491,0.17502491
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.037498385,0.51764923,0.31397015,0.13088222
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.059882123,0.64379346,0.18444993,0.11187453
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.04270076,0.52020174,0.2457259,0.19137153
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,False,0.22671536,0.54386187,0.15581904,0.0736037
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,True,0.059452254,0.82071304,0.06736823,0.052466426
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.060427472,0.64965653,0.14495797,0.14495797
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,False,0.090597875,0.59077233,0.16925912,0.14937064
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,False,0.08850309,0.6539543,0.12877125,0.12877125
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,False,0.015211929,0.57082343,0.26963788,0.14432676
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,False,0.03377828,0.5987343,0.24958959,0.11789778
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,False,0.036719438,0.34838435,0.30744812,0.30744812
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.06038716,0.5729374,0.23883584,0.12783962
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.07989146,0.35804868,0.24608302,0.31597686
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,False,0.049511287,0.46975002,0.2849178,0.19582094
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.13850011,0.7033616,0.08400456,0.07413376
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.03266687,0.5109958,0.30993462,0.14640275
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,False,0.051334087,0.42981502,0.37931043,0.13954051
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.101990394,0.6650609,0.13095826,0.101990394
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.035071254,0.54860675,0.25914347,0.15717848
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,False,0.03663787,0.7358913,0.12787873,0.09959205
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.026053254,0.7613877,0.13230935,0.080249675
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,False,0.1319744,0.7594602,0.09070459,0.017860793
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.033727817,0.7676416,0.08090883,0.117721654
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.10903013,0.6274251,0.12354732,0.13999747
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.05934651,0.49690223,0.30138645,0.14236487
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.030012002,0.68307,0.13450447,0.15241352
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.12996984,0.51404065,0.18910499,0.16688456
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.043891355,0.5347062,0.1351949,0.28620762
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.06140154,0.5825616,0.18913007,0.1669067
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.04827562,0.5190118,0.2163563,0.2163563
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.036667578,0.5061803,0.27093878,0.18621333
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,False,0.06591351,0.5518871,0.20302792,0.1791715
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.020796578,0.78038585,0.10561374,0.0932038
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.055830266,0.6801519,0.17196932,0.09204855
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.02046062,0.46568155,0.36267316,0.15118466
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.028575175,0.5739477,0.21114357,0.18633354
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,True,0.05008547,0.7834686,0.09357198,0.072873935
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,False,0.07210768,0.5328077,0.22210729,0.17297733
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,False,0.04631539,0.72449464,0.14266145,0.08652855
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,False,0.019005794,0.38174158,0.2623669,0.33688575
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.060427472,0.64965653,0.14495797,0.14495797
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.032045823,0.7293595,0.12674367,0.11185091
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,False,0.041741405,0.44876236,0.39603138,0.11346489
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,False,0.08932099,0.4536094,0.2142699,0.24279962
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.03482567,0.48075354,0.25732884,0.2270919
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,True,0.031479146,0.5579812,0.20526981,0.20526981
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.025041316,0.1850317,0.6458241,0.14410283
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,False,0.054691363,0.58798754,0.27774563,0.07957546
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.04239211,0.66312414,0.21528488,0.07919889
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,False,0.05765374,0.48272884,0.25838614,0.20123132
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,False,0.048999537,0.76648176,0.08078658,0.10373203
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.0563783,0.7782784,0.0929521,0.072391175
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.040326647,0.7148069,0.15949498,0.08537152
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.053385448,0.5739476,0.1863335,0.1863335
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,True,0.10143729,0.6614542,0.14759038,0.08951809
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,False,0.024869777,0.49952284,0.20823209,0.26737532
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.04049944,0.4933842,0.2330582,0.2330582
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.09412181,0.61375123,0.15518062,0.13694641
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.06820819,0.7333071,0.09924233,0.09924233
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,True,0.07758034,0.6495722,0.12790835,0.14493915
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.02526775,0.30782422,0.39525414,0.27165395
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.03336835,0.7594601,0.116466984,0.090704575
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,False,0.15370457,0.5364816,0.17417008,0.1356438
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,True,0.028291788,0.44255805,0.34466454,0.18448564
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.05579867,0.77027684,0.11812578,0.05579867
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,False,0.059283257,0.637355,0.14221314,0.1611486
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.0854477,0.49171755,0.26319745,0.15963732
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,False,0.06984103,0.58477175,0.24376912,0.101618096
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.031164251,0.62595075,0.20321645,0.1396685
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,True,0.06779427,0.72885704,0.14352046,0.05982823
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.039443597,0.79224586,0.09462028,0.07369035
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,False,0.031340595,0.8082846,0.075182185,0.08519257
