0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_correct,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptalpaca_choiceD_probs
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.038969815,0.41896498,0.2541151,0.28795016
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.0980952,0.38797405,0.12595673,0.38797405
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,True,0.012037633,0.16617441,0.24178232,0.58000565
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,False,0.3037987,0.39008525,0.14350435,0.16261172
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.34031472,0.26503736,0.23389466,0.16075328
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,True,0.045974355,0.16046627,0.23347704,0.5600823
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.021168537,0.37522128,0.121816516,0.48179367
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,False,0.3432354,0.38893667,0.031925865,0.23590201
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.002969819,0.08679083,0.08679083,0.8234485
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.11017012,0.29947343,0.20582488,0.3845315
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.046800844,0.34581408,0.16335101,0.44403407
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.036743164,0.16467144,0.060579237,0.7380062
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.076908246,0.5015047,0.076908246,0.34467882
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,False,0.021327207,0.25981858,0.09558192,0.62327236
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.04354792,0.22115459,0.13413703,0.60116047
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,False,0.038637288,0.25194678,0.10502704,0.6043889
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,False,0.16631185,0.3520822,0.1295238,0.3520822
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.02102684,0.6963133,0.08316277,0.19949712
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.020840295,0.28769138,0.53747827,0.1539901
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,True,0.02036358,0.28111055,0.1034148,0.5951111
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.038834278,0.36844936,0.11961799,0.47309834
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.14243676,0.5633483,0.05937647,0.2348385
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.04984285,0.22338016,0.11956678,0.6072102
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.06637906,0.80866253,0.05857932,0.06637906
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.013171144,0.18182203,0.08588665,0.7191201
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.053220265,0.64835554,0.1126673,0.18575698
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.094004236,0.6129846,0.094004236,0.19900696
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,False,0.12822981,0.34856477,0.12822981,0.39497563
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.053728785,0.35035568,0.14604998,0.4498656
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,False,0.13497013,0.19638036,0.06375537,0.6048941
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.065489516,0.29350364,0.15710118,0.4839057
 How many books are in the New Testament?,30,29,27,47,C,False,0.061525356,0.27573752,0.14759165,0.5151455
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.017412212,0.113541886,0.12865981,0.74038607
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.008198183,0.0777822,0.0777822,0.83623743
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,False,0.21693188,0.40528208,0.06215202,0.315634
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,True,0.046192966,0.38676897,0.26582217,0.30121598
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.07493925,0.29639047,0.14000495,0.48866528
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.0779625,0.4486432,0.16504662,0.30834767
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.024712453,0.20691484,0.72220373,0.04616894
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.01978915,0.2731808,0.39747572,0.3095544
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.09623119,0.2615835,0.2615835,0.38060176
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.024204014,0.707345,0.065793335,0.20265774
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.07391085,0.79461646,0.057561826,0.07391085
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.0046336516,0.08213344,0.88301766,0.030215202
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.16707751,0.3537031,0.16707751,0.3121419
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.20061259,0.33075425,0.13787888,0.33075425
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,False,0.11788167,0.22023195,0.13357744,0.528309
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.046192963,0.26582214,0.30121595,0.38676894
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.07161171,0.41209692,0.10419442,0.41209692
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,False,0.17423157,0.32550746,0.08230117,0.41795984
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.03847283,0.4136219,0.13428336,0.4136219
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.07045142,0.27864078,0.1915068,0.45940095
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.03746555,0.51719594,0.35546324,0.08987518
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,True,0.07042242,0.2785261,0.24579841,0.40525305
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.04659682,0.2681462,0.50096303,0.184294
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,True,0.023909988,0.15591271,0.12142494,0.6987523
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,False,0.14872791,0.3567797,0.09020804,0.40428436
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,False,0.1368723,0.3283396,0.057056867,0.4777313
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.4054419,0.24591295,0.13162771,0.21701743
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.2202994,0.3632123,0.13361834,0.28287002
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.048269466,0.3566658,0.19090943,0.40415528
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.1450125,0.39418483,0.11293585,0.3478669
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.024026604,0.20117229,0.22795807,0.546843
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.50882477,0.27235427,0.053629734,0.16519122
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,True,0.31605297,0.45985436,0.054921772,0.16917098
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.1295238,0.3520822,0.16631185,0.3520822
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,False,0.10028046,0.3500132,0.10028046,0.44942585
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,False,0.12664779,0.34426436,0.087043665,0.4420442
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.027688557,0.29768005,0.33731568,0.33731568
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,False,0.034563717,0.19890045,0.28939846,0.4771374
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.009293078,0.088170275,0.5073849,0.39515176
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.12359227,0.4313794,0.109069794,0.33595863
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.0045942245,0.081434585,0.03846697,0.87550426
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,False,0.07617213,0.26586685,0.16125639,0.49670464
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.14123595,0.7172553,0.031514,0.109994665
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.06979354,0.5843741,0.06979354,0.2760388
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.033770498,0.28275692,0.36306706,0.32040554
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.013045073,0.2620173,0.096390784,0.62854683
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.067331046,0.20739423,0.16151878,0.5637559
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,False,0.22336768,0.41730574,0.072516866,0.28680977
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.015134536,0.8263176,0.059858248,0.09868956
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.46488422,0.3620522,0.055522505,0.11754114
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.04112017,0.39013728,0.12665904,0.44208348
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.047992792,0.31295234,0.05438296,0.5846719
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.28798804,0.28798804,0.13603592,0.28798804
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.084519245,0.37878898,0.15790273,0.37878898
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,True,0.011457009,0.37940407,0.17921779,0.42992112
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,True,0.027007587,0.15541795,0.121039614,0.6965349
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.032815006,0.51331306,0.10107733,0.35279456
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.028256882,0.3442393,0.12663856,0.5008652
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,True,0.043949243,0.19696683,0.28658506,0.47249886
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,False,0.050255645,0.2892013,0.2892013,0.3713418
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.100706466,0.5114296,0.11411537,0.27374855
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.15941042,0.49101865,0.051752985,0.29781786
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.022695202,0.24399643,0.585317,0.14799131
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.12112309,0.25641757,0.19969821,0.4227611
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,True,0.268231,0.44223818,0.05281782,0.23671305
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,False,0.07168448,0.36404383,0.15175605,0.4125157
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.5790345,0.30993485,0.03266689,0.0783638
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.0064554582,0.07864359,0.06940272,0.8454982
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.107303984,0.4243955,0.13778104,0.33051956
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.044099145,0.25377303,0.09335789,0.6087699
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.035911527,0.23417257,0.49574333,0.23417257
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.017787898,0.0703525,0.054790583,0.85706896
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.02045397,0.46553022,0.19406186,0.31995395
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,True,0.050983883,0.42688283,0.095250435,0.42688283
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.0011303775,0.07924558,0.75186116,0.1677629
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.11967301,0.25334778,0.47331595,0.15366319
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.16278577,0.5014155,0.20902108,0.1267777
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.0015546404,0.02755666,0.058337446,0.9125512
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.015050355,0.18335086,0.07643201,0.72516674
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.20896852,0.44238636,0.11185279,0.23679237
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.015120844,0.20873684,0.20873684,0.5674055
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,False,0.08551938,0.38327128,0.096906155,0.43430325
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,True,0.12742549,0.39249817,0.08757818,0.39249817
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.06038716,0.23883584,0.12783962,0.5729374
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,True,0.01004199,0.17799854,0.10796158,0.7039979
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.09600043,0.2032329,0.074765205,0.6260014
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.12519686,0.43697995,0.052189812,0.38563344
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.06605625,0.2960436,0.08481791,0.5530822
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,False,0.017134527,0.11173114,0.30371675,0.56741756
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.026602022,0.6054592,0.081939995,0.28599867
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.47495157,0.28807268,0.0389864,0.19798927
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.033803556,0.24977638,0.24977638,0.4666437
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.14761525,0.51522785,0.14761525,0.18954174
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.4533383,0.24265452,0.061352666,0.24265452
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.14334825,0.30346826,0.11163973,0.4415437
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,False,0.07912659,0.21508837,0.18981482,0.5159702
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.03137222,0.33728316,0.14060055,0.4907441
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,True,0.14007446,0.55400527,0.07497646,0.23094375
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.13095826,0.6650609,0.101990394,0.101990394
