0,1,2,3,4,5,llama_7B_followturn_20000/ckp10k_correct,llama_7B_followturn_20000/ckp10k_choiceA_probs,llama_7B_followturn_20000/ckp10k_choiceB_probs,llama_7B_followturn_20000/ckp10k_choiceC_probs,llama_7B_followturn_20000/ckp10k_choiceD_probs
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.2688724,0.41643772,0.20939803,0.10529194
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.20937407,0.53465545,0.14390056,0.11206987
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.2529274,0.41700676,0.2529274,0.0771385
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.2591793,0.42731443,0.2591793,0.054326937
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.28697073,0.5361319,0.13555537,0.041342054
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.3108059,0.5124323,0.10741164,0.06935017
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.27906582,0.3583276,0.24627472,0.116331935
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.31264594,0.33280987,0.09535163,0.2591926
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.41942772,0.32665065,0.15429884,0.099622816
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.22787347,0.37569985,0.25821447,0.13821225
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.26067457,0.4297797,0.23004451,0.07950126
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.3256469,0.3690063,0.18554802,0.11979881
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.47038957,0.2517814,0.19608754,0.08174145
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.26651213,0.43940422,0.20755985,0.08652382
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.3812715,0.43203723,0.13176392,0.05492737
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,True,0.24606852,0.19163835,0.4597165,0.10257662
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.26193625,0.43185985,0.23115793,0.07504599
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,0.3113283,0.35278118,0.2139726,0.12191792
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.3690063,0.3256469,0.18554802,0.11979881
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.36617643,0.28517848,0.15264504,0.19600013
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.30342644,0.34382722,0.28504276,0.0677036
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.41072923,0.36246726,0.17121741,0.055586156
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.39133447,0.34535146,0.14396392,0.11935028
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.352252,0.45230052,0.13794386,0.057503562
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.3237888,0.41575304,0.17331165,0.08714657
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.32907838,0.42254502,0.18750322,0.060873386
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.43999088,0.34266526,0.18341549,0.033928454
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.3172948,0.3172948,0.28001168,0.08539874
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.35850823,0.35850823,0.18026926,0.10271433
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.25900555,0.33256972,0.11493303,0.29349175
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,False,0.14236487,0.49690223,0.30138645,0.05934651
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.27847788,0.3155568,0.3155568,0.09040854
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,False,0.26131427,0.6268604,0.09613216,0.015693143
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.4143149,0.3656316,0.18385112,0.03620243
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.22780122,0.4255887,0.29250255,0.054107532
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.43940422,0.26651213,0.20755985,0.08652382
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,True,0.41418916,0.46933782,0.10472342,0.011749642
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.31193826,0.35347235,0.17773706,0.15685241
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.18412082,0.56713206,0.1959956,0.0527515
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.16139363,0.43871334,0.2660931,0.13380001
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.26590684,0.5288189,0.13370636,0.071567856
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.35232776,0.39923966,0.2007503,0.04768238
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.24363723,0.3128364,0.16744927,0.27607715
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,True,0.1655127,0.42265147,0.25635108,0.1554848
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.16292238,0.2091965,0.3908305,0.23705068
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.34950542,0.5085274,0.08836881,0.053598393
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.25094652,0.32222173,0.32222173,0.10461008
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.39049932,0.4424937,0.13495296,0.032054137
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.31917253,0.4643933,0.12498976,0.09144446
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.28861168,0.4758402,0.17505184,0.060496297
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.32447416,0.39139056,0.23739038,0.04674494
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.26582217,0.38676897,0.30121598,0.046192966
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.18294227,0.5635019,0.20730077,0.046255052
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.19140168,0.5538391,0.17980522,0.074953966
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.2822003,0.46526965,0.20646216,0.046067934
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.5048032,0.3061786,0.1638856,0.02513267
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.3251464,0.41749626,0.19721127,0.06014604
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.30896604,0.3501044,0.240623,0.10030659
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.36626673,0.4150346,0.16252987,0.056168824
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.23690219,0.50152194,0.16282034,0.09875553
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.24902599,0.24902599,0.21976466,0.2821834
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.43892398,0.30166775,0.16147111,0.09793718
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.31897122,0.36144173,0.24841504,0.071172096
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.2754645,0.4541642,0.24309659,0.027274681
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.39372486,0.34746096,0.18598245,0.07283178
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.4057161,0.381135,0.19164671,0.021502165
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.3247377,0.3247377,0.28658,0.063944645
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.29506582,0.45700687,0.15793736,0.08998999
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.36867136,0.36867136,0.1853796,0.07727771
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.20475495,0.3825326,0.26291054,0.14980191
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.2523072,0.5685831,0.119181484,0.059928212
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.24008831,0.34932643,0.25557268,0.15501267
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.20284933,0.3789724,0.29514402,0.12303433
How many sides does a rhombus have?,4,6,8,10,A,False,0.31265104,0.35428005,0.24349289,0.08957603
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.36029124,0.3179559,0.21852769,0.10322517
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.26501876,0.56104475,0.16074201,0.013194508
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.30595213,0.27000183,0.3466892,0.077356815
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.2828645,0.2828645,0.2828645,0.15140647
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.33424035,0.29496607,0.1680666,0.20272702
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.28287002,0.3632123,0.2202994,0.13361834
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.28959253,0.42135465,0.17564675,0.11340607
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.2837364,0.46780223,0.17209482,0.07636662
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.3583592,0.40607417,0.1692769,0.06628978
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.3089621,0.47852984,0.15535589,0.05715224
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.47646114,0.2889883,0.12823778,0.106312856
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.2934623,0.48383754,0.13862178,0.08407836
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.23880467,0.5055495,0.12782294,0.12782294
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,False,0.37541476,0.42540067,0.12973988,0.06944475
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.34828442,0.37074682,0.23937215,0.04159664
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.17136891,0.7680222,0.024688033,0.035920877
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.22437973,0.5729737,0.12010182,0.0825447
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.4054453,0.45942974,0.11616203,0.018962929
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.40377492,0.27751017,0.13954088,0.17917404
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.25471905,0.53924024,0.16445899,0.041581742
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.2941726,0.45562345,0.20218168,0.048022356
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.24606852,0.4597165,0.19163835,0.10257662
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.40134686,0.3770305,0.16730626,0.05431639
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.2563077,0.42257994,0.2563077,0.06480473
How many stars are on the American flag?,13,48,50,51,C,False,0.3421306,0.38768476,0.22089612,0.04928859
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.39218938,0.4444088,0.15358359,0.00981827
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.35887223,0.40665552,0.15924859,0.07522371
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.22446734,0.32659805,0.22446734,0.22446734
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.24363722,0.27607712,0.31283638,0.16744925
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.28548333,0.28548333,0.14355004,0.28548333
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.24627472,0.3583276,0.27906582,0.116331935
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.31919584,0.28168935,0.11742559,0.28168935
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.37708956,0.42729846,0.1476704,0.047941558
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.26073343,0.40383184,0.26073343,0.07470138
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.32899556,0.4786857,0.15540649,0.036912277
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.26349694,0.557823,0.10318688,0.075493135
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.30896604,0.3501044,0.240623,0.10030659
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.3201267,0.5277997,0.076036766,0.076036766
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.31002086,0.42374825,0.2268161,0.03941473
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.26049522,0.429484,0.17903557,0.13098523
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.28213593,0.49516395,0.14186685,0.08083329
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.20481254,0.3376788,0.29800048,0.15950817
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,False,0.29947346,0.38453156,0.20582493,0.11017014
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.34761995,0.393905,0.19806787,0.060407292
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,True,0.27162093,0.44782722,0.18668215,0.093869686
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.2849891,0.5324297,0.15254366,0.030037628
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.29947364,0.43573156,0.20582502,0.05896985
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.28792626,0.41893023,0.21065135,0.082492255
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.17019323,0.5940327,0.13254662,0.10322741
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.34786707,0.44667017,0.14501257,0.060450234
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,True,0.37749213,0.48470947,0.095444955,0.04235344
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.34914583,0.4483121,0.14554563,0.05699649
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,True,0.37065324,0.42000514,0.1363557,0.07298595
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.18333524,0.26675123,0.38812074,0.1617928
Who was the first US president to resign from that office?,Martin Van Buren,Andrew Jackson,Andrew Johnson,Richard Nixon,D,False,0.27288088,0.39703932,0.27288088,0.05719894
