0,1,2,3,4,5,llama_7B_llamatokenizer_ds_sharegpt_xc_52000/epoch2_correct,llama_7B_llamatokenizer_ds_sharegpt_xc_52000/epoch2_choiceA_probs,llama_7B_llamatokenizer_ds_sharegpt_xc_52000/epoch2_choiceB_probs,llama_7B_llamatokenizer_ds_sharegpt_xc_52000/epoch2_choiceC_probs,llama_7B_llamatokenizer_ds_sharegpt_xc_52000/epoch2_choiceD_probs
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.22157004,0.6022898,0.17255892,0.0035813462
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,True,0.20818277,0.3889366,0.34323534,0.059645362
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.86113155,0.06238016,0.07068598,0.005802259
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.18057008,0.556195,0.23185657,0.031378377
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.1121354,0.09895915,0.34540135,0.44350412
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.3017445,0.3017445,0.1615122,0.23499885
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.44499996,0.23819132,0.26990613,0.04690265
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.81961054,0.12569135,0.052395947,0.0023021172
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.06429903,0.7833226,0.13612105,0.01625734
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.10848127,0.2026697,0.2026697,0.48617932
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.86766464,0.091451176,0.038122524,0.0027615866
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.4168023,0.28646374,0.25280336,0.043930635
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.43573168,0.29947373,0.23323037,0.0315643
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.2685663,0.3043255,0.39076167,0.0363465
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,True,0.20268232,0.33416665,0.3786604,0.08449056
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.39564237,0.18688822,0.27192077,0.1455487
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.5364028,0.15368198,0.25337875,0.05653644
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.28669629,0.32486945,0.25300857,0.13542573
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.1126384,0.2702055,0.3469507,0.2702055
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.6895927,0.119833246,0.17435634,0.016217668
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.5272067,0.10381316,0.36234355,0.0066365534
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.8789706,0.05619071,0.06367242,0.001166201
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.93511677,0.041086163,0.02199184,0.0018052
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.44408214,0.26934943,0.26934943,0.017218933
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.080549926,0.5951879,0.28114685,0.04311527
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.367223,0.32407317,0.25238845,0.05631547
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.31646976,0.5912433,0.080016084,0.012270863
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.12319247,0.37945953,0.48723567,0.010112253
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.12503108,0.33986974,0.49450752,0.04059165
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.6886073,0.15364906,0.15364906,0.0040946086
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.315634,0.4052821,0.2169319,0.062152028
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.25632465,0.4226079,0.29045388,0.030613614
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.2721112,0.50837064,0.18701911,0.032499045
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.36796704,0.5353889,0.09303664,0.0036074219
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.65260166,0.16500354,0.16500354,0.017391246
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.16623881,0.5120516,0.27408147,0.04762822
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.95155543,0.017428346,0.025358092,0.005658156
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.5303087,0.151936,0.28385383,0.0339015
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.9759858,0.015775342,0.006576141,0.0016627088
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.16571422,0.14624229,0.65541244,0.032631062
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.28927478,0.4208923,0.2552841,0.034548942
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.72438085,0.14263906,0.12587851,0.0071015796
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.38544163,0.34015104,0.23378217,0.040625248
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.32939684,0.2906917,0.32939684,0.050514642
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.19308898,0.10335308,0.67394674,0.029611154
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.34989405,0.3087804,0.3087804,0.032545216
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.4227611,0.25641757,0.12112309,0.19969821
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.4685046,0.25077245,0.25077245,0.029950496
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,True,0.7874864,0.12076495,0.08300045,0.008748183
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.26727277,0.3888796,0.26727277,0.07657494
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.19798928,0.28807274,0.47495162,0.038986403
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.5967142,0.3193981,0.080756485,0.0031312688
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.18313685,0.26646256,0.43932247,0.11107811
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.59220576,0.21786033,0.16966979,0.020264167
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.24441451,0.51742554,0.1482449,0.089915074
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.17412733,0.1973121,0.60776407,0.020796543
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.40771165,0.1699595,0.35980427,0.06252461
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.16942652,0.460549,0.27933708,0.090687476
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,True,0.13773176,0.13773176,0.6172709,0.1072656
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.23671305,0.44223818,0.268231,0.05281782
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.114452794,0.8456981,0.037157383,0.002691672
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.5645063,0.2666539,0.16173376,0.007106086
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.18783589,0.51059085,0.21284594,0.088727385
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,True,0.31471267,0.58796066,0.07957182,0.017754873
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.95995456,0.0120840445,0.025581922,0.0023794896
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.36144185,0.3189713,0.2814912,0.03809569
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.25300857,0.28669626,0.32486942,0.13542572
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.18046789,0.49056256,0.26257923,0.066390425
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.40851712,0.19296981,0.3605151,0.037998013
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.317974,0.4082867,0.2476384,0.026100894
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.46482724,0.28193197,0.21956883,0.033671975
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.19828953,0.28850955,0.28850955,0.22469147
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.30993462,0.5109958,0.14640275,0.03266687
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.10823118,0.6228274,0.22912541,0.039816022
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.43186003,0.29681277,0.23115803,0.040169243
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.46667352,0.19453846,0.2830518,0.055736206
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.13864827,0.22859235,0.6213784,0.0113809435
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.15333028,0.47229052,0.32460022,0.049779054
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.1192838,0.6864309,0.17355691,0.020728417
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.028516373,0.015263714,0.94433254,0.011887393
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,True,0.48855564,0.17972958,0.29632398,0.035390854
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.06926938,0.744716,0.1661686,0.01984601
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.5395986,0.10625326,0.32728308,0.026865032
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.39443904,0.446958,0.14510602,0.013496962
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.34043467,0.63601565,0.021763258,0.001786437
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.37057224,0.41991335,0.17504592,0.034468587
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.12568395,0.56327635,0.23480852,0.07623117
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.33311906,0.33311906,0.29397655,0.0397854
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.7074273,0.20268133,0.08449015,0.005401274
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.3481097,0.1280624,0.5064966,0.01733136
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.055245724,0.24759413,0.59394747,0.103212595
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.06596557,0.91062653,0.021415884,0.0019919875
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.16038576,0.49402294,0.29964006,0.045951292
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.46764606,0.32140812,0.19494388,0.016001968
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.08924751,0.6594549,0.21409366,0.037203897
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.09160871,0.36231947,0.4652274,0.0808444
Sound travels in,solids,liquids,gases,All of these,D,False,0.32168204,0.36451352,0.28388342,0.029921092
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.35670432,0.35670432,0.2163521,0.070239246
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.8045359,0.09608812,0.09608812,0.0032879545
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.1087498,0.23022331,0.552277,0.1087498
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.9630003,0.019986434,0.01556545,0.0014478123
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.9657109,0.013775125,0.02004269,0.0004713589
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.1659143,0.21303818,0.5790978,0.041949708
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.676318,0.19376835,0.11752644,0.0123871965
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.23064707,0.12345648,0.62696373,0.018932665
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.16869885,0.5888168,0.2166136,0.025870806
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.20123132,0.25838614,0.48272884,0.05765374
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.9807717,0.004541874,0.013989957,0.0006965189
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.08794373,0.3069538,0.39413646,0.21096605
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.22585997,0.22585997,0.37238014,0.17589992
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.7556446,0.10226538,0.13131134,0.010778692
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,True,0.616524,0.2912253,0.07363329,0.018617412
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.23040785,0.48777342,0.23040785,0.05141094
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.3168728,0.40687272,0.24678078,0.029473763
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.27764887,0.4039767,0.21623316,0.102141306
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.038386967,0.41269878,0.46764898,0.08126521
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.3679871,0.3679871,0.2529136,0.011112248
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.03454894,0.25528404,0.28927472,0.42089224
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.25238845,0.367223,0.32407317,0.05631547
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.17662562,0.7915811,0.027086414,0.0047069136
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.22700894,0.29148525,0.37427446,0.10723143
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.7980162,0.07422707,0.12237975,0.005376991
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.28007054,0.3173615,0.3596177,0.042950213
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.29822037,0.23225425,0.43390805,0.03561734
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.31029338,0.16608806,0.51158726,0.012031379
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.1126384,0.2702055,0.3469507,0.2702055
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.24749918,0.31779525,0.31779525,0.11691034
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.6668534,0.19105671,0.13131122,0.010778681
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.44998187,0.35044622,0.18758035,0.011991611
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.79558647,0.044883918,0.15666026,0.002869333
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.34567657,0.3917029,0.23757982,0.025040727
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.12736374,0.26962903,0.57080466,0.032202594
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.5460789,0.17728586,0.2579494,0.018685794
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.2953348,0.2953348,0.33465815,0.07467233
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.05274506,0.34394097,0.5670628,0.03625111
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.13820949,0.7953407,0.05761429,0.008835437
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.17989972,0.38084772,0.38084772,0.058404893
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.35757133,0.5895355,0.04839202,0.004501159
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.42094314,0.19883946,0.371481,0.008736396
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.13283189,0.40915102,0.40915102,0.048866123
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.31875038,0.5255305,0.15056702,0.00515212
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.37098652,0.2889246,0.32739446,0.01269446
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.09030336,0.7561008,0.115951814,0.03764404
