0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpacagpt4_52000_correct,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpacagpt4_52000_choiceD_probs
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.9850093,0.010942465,0.0020241525,0.0020241525
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.3277524,0.012708339,0.04721721,0.6123221
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.999933,5.8290756e-05,6.961838e-06,1.7602284e-06
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.016778395,0.045608405,0.021543887,0.9160693
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.9992754,1.2210371e-05,0.00070965977,2.724502e-06
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.5772595,0.30898476,0.083162114,0.030593632
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.39643383,0.1652582,0.08845635,0.34985164
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,True,0.008035326,0.00855356,0.11092427,0.8724869
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,True,0.0017901529,0.010966015,0.9871293,0.00011444064
What kind of animal is a peregrine?,moose,cat,bird,fish,C,True,0.020295862,0.0012188613,0.97790945,0.0005757493
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.010939314,0.0029442764,0.98472565,0.0013907778
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.83596325,0.12819912,0.028605089,0.0072324993
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,True,0.9215165,0.0116001805,0.00797268,0.058910575
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,True,0.15372598,0.093239516,0.064082526,0.688952
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.03019316,0.88237345,0.023514455,0.06391892
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.9996137,0.00035696017,2.1437125e-05,7.886277e-06
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.028398573,0.16342251,0.5704006,0.23777834
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,9.6088756e-05,3.3207387e-05,0.99976176,0.00010888282
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.0004043175,7.0259855e-05,0.9991903,0.000335191
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.0019009669,0.0075184694,0.9847252,0.0058553903
What do you call a young cow?,mare,lamb,kid,calf,D,True,0.00027795014,4.5374112e-05,0.0002452901,0.9994313
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,True,0.00031463624,0.9984079,0.0010981883,0.00017927434
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,True,0.009471864,0.9661565,0.01142525,0.012946503
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,True,0.018370569,0.0031923265,0.88514364,0.09329345
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.99518,0.0035891796,0.00037829674,0.00085250486
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.0051077614,0.102592126,0.033306785,0.85899335
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,True,0.0040616468,0.001918586,0.99385214,0.00016764418
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.8779749,0.026512546,0.09253787,0.0029746252
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.00042998005,0.00042998005,0.00091026776,0.9982298
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,True,0.7017282,0.05760136,0.012852601,0.2278178
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.9998976,7.030959e-05,2.753363e-05,4.4947415e-06
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.93280905,0.028168393,0.021937568,0.017084993
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,True,0.11487122,0.013719411,0.8487899,0.022619484
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,True,4.2621785e-05,0.99935514,0.00035686785,0.00024527143
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.99981135,0.00016864938,1.669855e-05,3.2881394e-06
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.410484,0.1938989,0.07593191,0.31968525
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,True,0.005853612,0.009650974,0.98442614,6.9221685e-05
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.26082224,0.022790395,0.007398958,0.70898837
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.99977046,7.966107e-05,0.00013980953,1.0127768e-05
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.17876947,0.62396675,0.05803795,0.13922581
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.00043000982,0.0011688878,0.00010213629,0.99829894
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,True,0.00150066,0.9981515,0.00031455542,3.31539e-05
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.99991286,7.484531e-05,9.515513e-06,2.7262402e-06
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.011355547,0.06534666,0.021214955,0.9020828
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.014961633,0.11055235,0.437243,0.437243
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.89198107,0.050322127,0.05702244,0.0006743169
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,7.4824464e-05,4.538333e-05,0.00024533996,0.9996344
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.18280534,0.28313446,0.067250334,0.4668098
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,True,0.99961275,0.00031501593,6.603092e-05,6.141833e-06
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.8437264,0.12938964,0.017510982,0.009372953
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,True,0.0070872107,0.8191702,0.16130418,0.012438442
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,True,0.93222445,0.052592505,0.0080653215,0.0071176216
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.025091091,0.028431932,0.0049407287,0.94153625
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,True,0.99929464,0.000335226,0.00023039723,0.000139743
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.042828538,0.759154,0.14948629,0.048531093
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,True,0.010963371,0.63718486,0.26561818,0.08623359
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.008435977,0.97506636,0.00073712744,0.01576048
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,True,0.0010978478,0.0005876356,0.9980983,0.00021617906
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,True,0.003678828,0.0009301534,0.95823616,0.037154846
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.99787235,0.0014093454,0.0002607027,0.00045754746
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.0002451579,0.00040419705,0.00045801527,0.9988926
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.010851581,0.9768282,0.009576486,0.0027437094
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.03777787,0.59094536,0.054966483,0.3163103
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.8108075,0.007948877,0.18091562,0.00032808934
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.16187228,0.8220553,0.013287286,0.0027851665
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.9908924,0.008572899,0.00048364987,5.0976323e-05
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.005881132,0.9890543,0.0048756297,0.00018904867
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.9510197,0.028718308,0.017418534,0.0028434976
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,7.029e-05,0.999619,0.00029593194,1.4733584e-05
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.000261156,9.607392e-05,0.9996074,3.534362e-05
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,5.1435636e-05,7.966507e-05,4.8319303e-05,0.99982065
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.9267292,0.04071764,0.027984798,0.0045683924
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.0014664829,0.012278711,0.010835924,0.97541887
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.45487005,0.31262732,0.017637225,0.21486539
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,3.3092045e-05,8.45035e-05,0.00359318,0.99628925
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.18059577,0.8093741,0.0074540772,0.0025760604
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.010903623,0.0024329273,0.005150507,0.9815129
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.9113524,0.018914515,0.058260806,0.011472234
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.32486945,0.28669629,0.25300857,0.13542573
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,True,0.00010213588,0.9982949,0.0015008756,0.00010213588
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,True,0.00014862702,9.596082e-05,0.99843067,0.0013246982
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,True,0.1289915,0.8411302,0.014472444,0.015405837
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.78662837,0.13669552,0.019692855,0.05698317
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.19661194,0.19661194,0.07232949,0.53444666
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.00037982973,0.00037982973,0.99921274,2.751477e-05
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.8967248,0.016424088,0.0034426758,0.08340841
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,5.144007e-05,0.9999069,3.3212207e-05,8.39736e-06
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.00055246515,7.959016e-05,0.99888045,0.0004875488
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.18221352,0.0005448085,0.00061734894,0.8166243
How many sides does a rhombus have?,4,6,8,10,A,True,0.9999094,7.0310416e-05,1.0782452e-05,9.51548e-06
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.017921256,0.0021403886,0.0014710661,0.97846735
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,3.5356137e-05,0.9999614,2.9022083e-06,3.9277117e-07
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.0009109242,8.472915e-05,5.470525e-05,0.9989497
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.0029271722,0.0018899243,0.91969013,0.07549276
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.007509812,0.007509812,0.0013891755,0.98359126
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.12638836,0.64185303,0.20837916,0.023379495
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.9918825,0.00037704327,0.00016731194,0.0075731166
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.10062865,0.29117864,0.25696427,0.3512285
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.99902344,0.00070948084,0.000108802415,0.00015830658
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.44827807,0.10002436,0.21175157,0.23994596
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.99905294,0.00066651526,0.00024519727,3.5324018e-05
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.00013970082,0.00037974617,0.0004876037,0.998993
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.053238638,0.9436774,0.0028215444,0.00026244452
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.99995863,3.535604e-05,4.7849194e-06,1.2098171e-06
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.059615005,0.8760361,0.01173889,0.05261006
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,4.2647025e-05,0.99994695,8.397697e-06,1.994628e-06
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,2.9311226e-05,0.99996006,7.88901e-06,2.7263688e-06
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,True,0.033061523,0.00068617007,0.9661994,5.2911753e-05
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,True,0.00090473884,0.00024350715,0.99216664,0.006685166
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.560051,0.43616816,0.002938878,0.0008420026
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.59973687,0.3637588,0.015982445,0.020521866
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.28136823,0.014008499,0.029655993,0.6749673
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.03279339,0.0077891126,0.0010541418,0.95836335
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.14385471,0.34508952,0.4431037,0.067952156
How many stars are on the American flag?,13,48,50,51,C,False,0.99730897,0.002472082,0.00017907702,3.9957482e-05
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,7.472502e-05,0.0010315471,0.00058775785,0.9983059
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,True,0.031068966,0.03520575,0.9079683,0.025757078
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.44123384,0.059714507,0.19579633,0.3032553
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.011819608,0.47213256,0.04391517,0.47213256
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,True,0.008466,0.008466,0.9785365,0.0045315227
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.04495569,0.45403638,0.14740403,0.3536039
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.74292344,0.18784046,0.015418883,0.053817194
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.7955877,0.10767109,0.027223514,0.06951768
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.003992928,0.017895063,0.9770373,0.001074682
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,True,0.04642753,0.11137386,0.49914297,0.34305564
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.90401334,0.08408634,0.01004268,0.0018577091
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,True,0.028931776,0.9000411,0.042095486,0.028931776
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.022741362,0.0089056445,0.001365725,0.9669873
What is your hallux?,earlobe,tongue,eyelid,big toe,D,True,0.00010888057,7.9658734e-05,7.0298585e-05,0.99974114
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.0033677495,0.99400747,0.0019188859,0.00070591865
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.99683434,0.0024709054,0.0006247427,7.009419e-05
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,5.8273064e-05,0.000108868415,0.00020339299,0.9996295
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,5.422152e-06,3.966931e-06,8.397993e-06,0.99998224
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.010811036,0.013881645,0.0021288195,0.9731785
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.78962696,0.19964896,0.006831612,0.0038925349
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.81621903,0.04063715,0.0013062791,0.1418376
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.0014099632,0.00024501485,0.99830973,3.5297737e-05
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.008573673,0.9909819,0.00042685805,1.7618537e-05
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.62363464,0.3338076,0.00737477,0.035183057
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.0027957621,0.9953603,0.0016957156,0.00014816997
