0,1,2,3,4,5,llama_7B_followturn_20000/ckp25k_correct,llama_7B_followturn_20000/ckp25k_choiceA_probs,llama_7B_followturn_20000/ckp25k_choiceB_probs,llama_7B_followturn_20000/ckp25k_choiceC_probs,llama_7B_followturn_20000/ckp25k_choiceD_probs
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.09756767,0.5614632,0.34054464,0.0004244531
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.03948337,0.15615976,0.7930447,0.011312175
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,True,0.07897297,0.4544581,0.4544581,0.012110897
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.21272017,0.65522426,0.1290213,0.0030342902
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.12550728,0.72224456,0.07612401,0.07612401
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.03571406,0.38396236,0.55866194,0.021661675
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,True,0.18520357,0.30534905,0.3460058,0.16344157
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.20032075,0.79228395,0.0041575246,0.0032378836
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,True,0.040043313,0.9113816,0.024287498,0.024287498
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.27685872,0.6641495,0.054516714,0.0044750045
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,True,0.09401,0.8919421,0.008744292,0.005303682
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.23873271,0.57269,0.18592522,0.0026520807
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.08874119,0.841953,0.06911171,0.00019412056
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.5024179,0.052954458,0.44338226,0.0012453696
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,True,0.046785634,0.5029929,0.4438897,0.0063317465
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,False,0.09517589,0.70326,0.20148738,7.659118e-05
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,False,0.625755,0.2302024,0.03530268,0.10873992
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.82771146,0.14383468,0.028322728,0.00013116025
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.64561516,0.06804734,0.26913244,0.017205061
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,True,0.15875916,0.80624557,0.031261533,0.0037336575
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.51507753,0.13023199,0.31241032,0.042280138
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,True,0.253693,0.6085779,0.13579209,0.0019369702
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,False,0.20896852,0.23679237,0.44238636,0.11185279
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.81351167,0.013149192,0.16018994,0.013149192
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.010590745,0.45032993,0.5102907,0.02878863
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.079059675,0.16736934,0.75009733,0.0034736397
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.23886365,0.446256,0.306707,0.008173464
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.64178944,0.26753762,0.08685675,0.0038162195
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.12413033,0.38234833,0.49094498,0.002576243
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.047597628,0.84368813,0.047597628,0.061116565
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.2651545,0.63607264,0.0975449,0.0012279091
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,True,0.016381105,0.78928584,0.1371573,0.057175677
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,True,0.036785167,0.948702,0.013532506,0.0009802915
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.74725133,0.114594705,0.12985282,0.008301212
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.013310082,0.9331088,0.04645675,0.0071243737
How many sides does a rhombus have?,4,6,8,10,A,True,0.34285146,0.34285146,0.30256534,0.011731732
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.20521638,0.14104302,0.021629646,0.63211095
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,True,0.06641185,0.91678727,0.016791545,9.287141e-06
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.40635642,0.14949018,0.40635642,0.037797038
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.044769358,0.89921665,0.03486641,0.02114755
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.28646374,0.4168023,0.043930635,0.25280336
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.14192697,0.4953738,0.26515448,0.097544886
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.07823986,0.8411577,0.07823986,0.0023626387
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.1125248,0.73375386,0.1444847,0.009236598
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.4039597,0.5877579,0.00739878,0.00088365824
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.36485037,0.41342965,0.19529033,0.026429672
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.7067729,0.09565131,0.15770236,0.0398734
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.09357198,0.7834686,0.072873935,0.05008547
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,True,0.19168174,0.758116,0.04276998,0.0074323076
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.6138028,0.32854497,0.057092555,0.00055971567
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.013822854,0.9690569,0.015663346,0.0014569181
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,True,0.005904121,0.99292046,0.0011625903,1.2915212e-05
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,True,0.053038355,0.9401274,0.0029922195,0.0038420858
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.48447344,0.48447344,0.03097135,8.172156e-05
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.68206877,0.25091907,0.055987615,0.011024615
In British currency how many pence make a pound?,10,100,500,1000,B,True,0.30656135,0.5054342,0.18593886,0.002065594
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,True,0.03875681,0.88210094,0.07240725,0.006734924
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.19254062,0.6720328,0.05516381,0.08026287
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.30222878,0.6398184,0.04090222,0.017050581
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.27562323,0.5834944,0.13019522,0.010687074
How many stars are on the American flag?,13,48,50,51,C,False,0.50610334,0.39415368,0.099657655,8.537012e-05
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.5267789,0.4102558,0.06291477,5.0629587e-05
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.35390788,0.58349544,0.05427353,0.008323115
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.27774546,0.5188968,0.054691322,0.14866643
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,True,0.2757193,0.5836978,0.025645891,0.11493691
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.05165662,0.91563547,0.031331323,0.0013766022
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.049652267,0.53381217,0.049652267,0.3668834
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.3388645,0.5586931,0.06672638,0.035716053
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.27809018,0.6671037,0.054759208,4.690859e-05
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,True,0.19658126,0.19658126,0.6055129,0.0013245542
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.019133732,0.9219148,0.05893604,1.5397545e-05
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,True,0.07347288,0.89508295,0.030628053,0.00081621
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.7219619,0.16109148,0.09770692,0.019239632
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.37587726,0.6197168,0.0028698582,0.0015361245
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.4746304,0.4746304,0.05002567,0.0007135779
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,True,0.35813642,0.5210854,0.11626987,0.004508272
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.06682961,0.92255425,0.009044403,0.0015716817
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,False,0.06771643,0.26782367,0.6424756,0.021984305
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,False,0.08481705,0.626718,0.10890725,0.17955771
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.4950447,0.4368754,0.066997014,0.0010829059
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,True,0.07543005,0.9189262,0.0018883544,0.0037554414
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.44590417,0.5052756,0.046997953,0.0018223084
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.1058929,0.47457904,0.41881454,0.0007135007
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,True,0.01557684,0.963705,0.017650872,0.003067262
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,True,0.06793677,0.8276393,0.09884742,0.0055765896
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,True,0.36122146,0.5955535,0.03359883,0.009626226
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.49583736,0.49583736,0.008014465,0.00031075452
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,True,0.30222878,0.6398184,0.04090222,0.017050581
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.10453801,0.28416377,0.6015747,0.00972355
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.08132552,0.6009189,0.28385398,0.033901524
