0,1,2,3,4,5,llama_7B_alpaca_20000_2/ckp10k_correct,llama_7B_alpaca_20000_2/ckp10k_choiceA_probs,llama_7B_alpaca_20000_2/ckp10k_choiceB_probs,llama_7B_alpaca_20000_2/ckp10k_choiceC_probs,llama_7B_alpaca_20000_2/ckp10k_choiceD_probs
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.46206257,0.38306332,0.14092113,0.01395308
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.65194535,0.2253063,0.106427155,0.016321132
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.76194566,0.1597125,0.07087199,0.007469852
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.59989613,0.32110128,0.06730648,0.011696112
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,False,0.678948,0.19452186,0.11798347,0.008546694
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,False,0.6175907,0.27405423,0.09471061,0.013644357
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,True,0.5576176,0.31772095,0.10980142,0.014860006
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.6826124,0.23590454,0.07658699,0.0048960424
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.48827326,0.40479273,0.09614671,0.010787362
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.5866956,0.19047217,0.20275658,0.02007562
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,True,0.61951965,0.2582542,0.107656375,0.014569706
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.7341647,0.14456561,0.11258781,0.008681839
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.5860625,0.26006365,0.13920204,0.014671787
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.6950309,0.24019627,0.057051614,0.007721096
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.7036297,0.21459493,0.06966878,0.012106617
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.6614862,0.22860353,0.09529613,0.014614135
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.69941425,0.2133093,0.07847211,0.008804326
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.69223547,0.16442034,0.12805068,0.015293474
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.5251004,0.4089486,0.058914635,0.0070363493
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,True,0.5801919,0.3305834,0.073763125,0.01546159
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,True,0.586584,0.26029506,0.1393259,0.013795133
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,True,0.69913846,0.14654738,0.14654738,0.0077667264
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.6830129,0.23604296,0.06762744,0.013316631
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.6056345,0.23716988,0.13513532,0.022060236
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.5335116,0.25201303,0.18437667,0.030098664
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.69888693,0.20023446,0.07841294,0.022465685
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.6927293,0.25484088,0.04714082,0.0052890535
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.6439143,0.23688284,0.08714432,0.032058604
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.5860439,0.2600554,0.12284147,0.031059189
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.67481154,0.19333676,0.110159956,0.021691782
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.6412341,0.23589686,0.10467859,0.018190412
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.6943208,0.15492392,0.12843643,0.022318907
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.5786357,0.27332816,0.13743801,0.010598083
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.62000036,0.29286742,0.07882421,0.008308009
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.6375606,0.24967231,0.09777309,0.014993989
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.6023025,0.3028567,0.08676991,0.008070857
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.6549936,0.24095869,0.088643745,0.015403973
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.75565195,0.17948307,0.054739244,0.010125741
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.47400245,0.30603898,0.18562202,0.034336623
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.63453525,0.21928953,0.13300581,0.0131693585
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.47878006,0.44977224,0.060870055,0.01057763
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,True,0.55751973,0.3176652,0.11686248,0.007952591
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,True,0.5710314,0.28713262,0.11969468,0.022141289
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.6091932,0.23856348,0.11995725,0.032286055
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.5134739,0.29256865,0.17745185,0.016505593
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.7131386,0.217495,0.05853798,0.010828437
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.689511,0.17433569,0.11255958,0.023593768
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.6579588,0.2273845,0.094787955,0.019868635
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,True,0.7177702,0.21890756,0.055348497,0.007973706
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.5161924,0.33327886,0.13051388,0.020014951
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,True,0.585223,0.2942686,0.10169651,0.018811963
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.53488207,0.23735248,0.20946282,0.018302657
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.58868605,0.29600993,0.1022983,0.01300577
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.6086357,0.30604127,0.07269117,0.012631831
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,True,0.62990403,0.29754558,0.062368948,0.01018145
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.47699827,0.3278358,0.17547786,0.01968807
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.5718659,0.27013034,0.13583006,0.022173647
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.7290174,0.19621237,0.063700825,0.011069544
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.6392313,0.16162299,0.18314284,0.016002843
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.7631033,0.15026395,0.08043049,0.006202134
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.59729654,0.24899024,0.13327487,0.020438364
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.6289659,0.26219198,0.10267586,0.0061661648
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.65766865,0.25754672,0.069317766,0.015466885
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.675911,0.21943617,0.09147461,0.013178166
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.5479524,0.27552778,0.1474794,0.029040415
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.7408487,0.175967,0.060812566,0.022371693
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.5545929,0.38116577,0.05845366,0.0057876967
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.60222113,0.34313527,0.04943332,0.005210234
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.5865614,0.29494157,0.09575351,0.022743452
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.6044742,0.3039487,0.08180668,0.009770415
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.62111956,0.2146532,0.13859051,0.025636666
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.68736345,0.15337151,0.14407921,0.015185838
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.6481084,0.28759637,0.05663108,0.007664184
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.51407045,0.33190882,0.12997736,0.024043396
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.532411,0.3895202,0.067688465,0.010380361
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.6537697,0.22593677,0.10672496,0.013568556
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,True,0.49025065,0.231578,0.26241228,0.015759083
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.55030984,0.37822205,0.06572514,0.005742999
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.39918843,0.54562587,0.050751112,0.0044345823
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,False,0.37869313,0.37869313,0.20269984,0.03991396
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,True,0.5466868,0.35296756,0.083837144,0.016508512
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.60547626,0.20924701,0.17347185,0.011804908
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.6133983,0.18707593,0.15509138,0.04443443
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.6760903,0.2061959,0.091498874,0.026214866
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.51002914,0.3731453,0.10043069,0.016394861
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,False,0.5619927,0.34086582,0.086184375,0.010957113
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,True,0.6422037,0.25149056,0.08691282,0.01939287
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.5003203,0.36604217,0.12650079,0.007136686
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.39954123,0.42530942,0.1564626,0.018686792
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.5062009,0.37034452,0.11294869,0.010505864
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.18670261,0.69368434,0.09993471,0.019678311
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,False,0.6477305,0.21028732,0.11981811,0.02216412
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.7256596,0.17235926,0.09225727,0.009723844
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.560811,0.31954047,0.103739604,0.015908984
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.55076706,0.3785363,0.06179435,0.008902321
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.40330765,0.33435377,0.24461846,0.017720101
Sound travels in,solids,liquids,gases,All of these,D,False,0.71366185,0.16950954,0.09658363,0.020245029
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.6918702,0.19822414,0.09363445,0.016271228
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.6236104,0.22941345,0.12279616,0.024179999
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.5829613,0.29313135,0.10130349,0.022603864
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.7895334,0.16549519,0.03930855,0.005662934
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.6899228,0.22398514,0.077407196,0.008684847
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.5944863,0.23280418,0.14120287,0.03150662
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.6287808,0.31617084,0.042789068,0.012259273
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.6929255,0.19852649,0.09982539,0.008722645
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.6492096,0.23883088,0.10598056,0.0059790136
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.69507384,0.199142,0.10013489,0.0056492235
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.59103245,0.15907423,0.24637897,0.0035144074
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.66246957,0.2020418,0.108145185,0.027343383
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.5179996,0.21593435,0.24468568,0.021380395
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.72464544,0.19503568,0.07174961,0.008569269
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,True,0.62801844,0.26179704,0.09630975,0.013874736
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.57453966,0.25495043,0.14526637,0.025243511
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.54760456,0.37636274,0.06143953,0.014593167
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.604771,0.2683655,0.09274464,0.034118846
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.6512703,0.23958895,0.09382439,0.015316409
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.7117277,0.15880792,0.12367973,0.0057845777
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.57093734,0.3253103,0.08755608,0.016196245
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.7949501,0.1075848,0.08378712,0.013677872
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.4778525,0.42170334,0.083038315,0.017405776
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.65312916,0.22571541,0.100160606,0.020994803
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.7599009,0.109474115,0.124050416,0.0065744314
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,True,0.57102036,0.36867845,0.05311317,0.0071880855
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.62121034,0.21468456,0.14755039,0.016554695
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.7364609,0.17492479,0.08262863,0.005985597
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.47823614,0.27249074,0.17593324,0.07333989
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.6636658,0.25989524,0.06571181,0.010727158
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.80421066,0.09604927,0.090229936,0.009510165
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.62403995,0.26013854,0.10844188,0.007379563
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.46820655,0.34254724,0.18335232,0.0058938507
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.51096463,0.39793965,0.07361144,0.017484248
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.59551024,0.33931154,0.0589635,0.006214707
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.6890879,0.23814243,0.05656378,0.016205795
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.47768396,0.3960139,0.106585704,0.01971637
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.55919546,0.26414523,0.15050542,0.02615392
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.47109422,0.2857331,0.2090468,0.034125954
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.753029,0.16802348,0.07004261,0.008904918
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.39093292,0.4715551,0.119227804,0.018284176
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.63281655,0.21869557,0.13264555,0.015842251
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.62373847,0.11538002,0.24425949,0.016622066
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.5598641,0.29967368,0.117353894,0.02310835
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.51243705,0.3521925,0.121714465,0.013655985
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,False,0.643258,0.285444,0.06369117,0.007606825
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.76291955,0.17023036,0.05526571,0.011584321
