0,1,2,3,4,5,llama_7B_firstturn_20000/ckp30k_correct,llama_7B_firstturn_20000/ckp30k_choiceA_probs,llama_7B_firstturn_20000/ckp30k_choiceB_probs,llama_7B_firstturn_20000/ckp30k_choiceC_probs,llama_7B_firstturn_20000/ckp30k_choiceD_probs
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.23545675,0.6400378,0.11122189,0.01328356
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.026213773,0.6760621,0.28182462,0.015899457
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,True,0.19969833,0.4790514,0.25641775,0.06483256
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.2199317,0.67743737,0.091681175,0.010949755
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.603657,0.08169609,0.222073,0.09257381
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,True,0.008726535,0.7855377,0.17527716,0.030458603
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.20757776,0.7245176,0.031833082,0.036071606
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.08540507,0.71508783,0.14080915,0.058697984
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.12354732,0.6274251,0.13999747,0.10903013
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,False,0.6293996,0.18032601,0.12393613,0.066338226
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.13591859,0.41865873,0.41865873,0.026763957
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.23740196,0.7312495,0.025021981,0.006326548
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.13644807,0.120415,0.6929405,0.050196443
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.010860899,0.97766703,0.00958471,0.0018873414
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.081645496,0.25148582,0.60328317,0.06358558
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.19783854,0.6093856,0.11999514,0.072780736
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,True,0.254799,0.254799,0.47602722,0.014374777
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.15628895,0.7004385,0.13792452,0.005347914
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,True,0.1151175,0.66245544,0.21506779,0.007359215
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.6181007,0.1074098,0.20066792,0.073821604
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.008478846,0.9800214,0.009607792,0.0018918865
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.112900645,0.18614168,0.30689576,0.39406195
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.12548666,0.0761115,0.16112804,0.6372738
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.09460815,0.42400432,0.3741825,0.10720508
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,False,0.095146194,0.7030406,0.1777565,0.024056725
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.12294013,0.4291032,0.4291032,0.018853478
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.108582415,0.62484866,0.15798648,0.108582415
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.26313013,0.49159175,0.20492592,0.040352307
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.083047636,0.5415386,0.3721937,0.0032201062
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.37878898,0.37878898,0.15790273,0.084519245
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.025717752,0.85165495,0.11525896,0.007368259
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.15403712,0.6092286,0.19778757,0.03894668
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.12182316,0.48181996,0.3311497,0.06520724
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.21327494,0.3103132,0.16609868,0.3103132
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,True,0.09721635,0.38449812,0.49370536,0.024580142
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.15575483,0.47975865,0.32973298,0.034753602
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.1413195,0.55892944,0.23299645,0.0667546
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.25880224,0.29326135,0.42669272,0.021243779
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.074082024,0.48307544,0.42631257,0.016529933
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,False,0.34900096,0.3954699,0.18680675,0.06872237
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.087435454,0.44403386,0.30517972,0.16335094
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.1692848,0.59086204,0.1692848,0.070568405
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.021645015,0.43475175,0.38366708,0.15993623
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.34944937,0.5084458,0.12855522,0.013549621
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.011581065,0.2052793,0.71649516,0.06664444
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.25270098,0.1193675,0.534968,0.0929635
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.0885871,0.57766044,0.27286747,0.06088496
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.34668922,0.30595216,0.27000183,0.07735682
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.13338074,0.597771,0.11770809,0.15114017
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.59331626,0.28026274,0.1168309,0.009590064
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.23417257,0.49574333,0.23417257,0.035911527
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.1819148,0.56033707,0.1819148,0.07583337
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.05575238,0.872114,0.03381553,0.038318016
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,True,0.105630815,0.22362043,0.47340447,0.19734433
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.26971364,0.57098377,0.112433374,0.046869203
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.31911525,0.24852721,0.2816182,0.15073937
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.20524758,0.2635431,0.29863346,0.23257597
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.50535595,0.30651388,0.127774,0.060356162
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.1778956,0.42674938,0.376605,0.018750058
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.15325992,0.60615474,0.1053339,0.1352514
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.07760959,0.50607806,0.34782204,0.068490215
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.055207573,0.59353733,0.28036717,0.07088792
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.3567797,0.40428436,0.14872791,0.09020804
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.036613263,0.017294882,0.21069479,0.73539704
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,True,0.17524284,0.3709891,0.3709891,0.08277886
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,True,0.6093792,0.15407519,0.15407519,0.0824705
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.24349289,0.35428005,0.08957603,0.31265104
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.04601757,0.8156809,0.11039041,0.027911065
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.088256486,0.4482034,0.4482034,0.015336677
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.22700904,0.29148537,0.4241087,0.057396874
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.06814567,0.5705767,0.3460723,0.015205354
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.029803583,0.598621,0.15135509,0.22022037
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.20755985,0.26651213,0.43940422,0.08652382
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.07279141,0.15409943,0.6906257,0.082483485
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,True,0.054732393,0.24529359,0.6667771,0.033196874
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.4088039,0.1931053,0.28096655,0.11712428
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.20843747,0.72751826,0.059718337,0.0043259817
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.16855626,0.40434545,0.3568336,0.070264705
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.15377323,0.60818493,0.22373874,0.014303139
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.07930819,0.51715434,0.35543463,0.04810285
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.2236204,0.19734432,0.4734044,0.10563081
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.32412055,0.17348923,0.3672767,0.13511355
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.110956326,0.059390638,0.26617038,0.5634827
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.04356309,0.32189015,0.22123165,0.41331512
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.10664837,0.613719,0.25583613,0.023796467
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.25732887,0.22709191,0.4807536,0.034825675
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.06086806,0.509642,0.3969096,0.032580324
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.09938863,0.8321708,0.060282253,0.008158315
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.2181526,0.3596728,0.3596728,0.062501766
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.03328464,0.8584223,0.09047704,0.017815985
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.4369336,0.34028423,0.18214102,0.04064116
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.09754494,0.56133235,0.26515463,0.07596807
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.18614179,0.44653094,0.30689594,0.06043139
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.09335789,0.25377303,0.6087699,0.044099145
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.06998932,0.8526445,0.06998932,0.0073768203
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.05667505,0.47453436,0.4187751,0.050015554
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,False,0.087792836,0.6487062,0.16401862,0.09948232
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.14871801,0.5190769,0.21638343,0.11582171
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.44516277,0.44516277,0.06826793,0.04140659
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.29258946,0.2582093,0.15661186,0.29258946
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.12804471,0.73684645,0.08800376,0.047105014
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.253315,0.4732547,0.2235497,0.04988068
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.09588493,0.80283463,0.084618144,0.016662301
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.08963938,0.6623504,0.2150337,0.032976486
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.15963732,0.49171755,0.26319745,0.0854477
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.1512531,0.46589234,0.1334804,0.24937421
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,True,0.08558238,0.81198305,0.08558238,0.01685217
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.095250435,0.42688283,0.42688283,0.050983883
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.15135504,0.59862083,0.19434373,0.055680413
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.07525656,0.09663134,0.8090843,0.019027838
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.30874085,0.27246287,0.39643112,0.022365114
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.1070241,0.6978848,0.15571915,0.039371967
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.027596634,0.431684,0.48916206,0.0515573
Sound travels in,solids,liquids,gases,All of these,D,False,0.06157122,0.661953,0.21490467,0.06157122
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.09020804,0.14872791,0.40428436,0.3567797
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.11342852,0.65273607,0.16503753,0.06879787
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,True,0.20272683,0.33424002,0.20272683,0.2603064
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,True,0.19798928,0.28807274,0.47495162,0.038986403
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,False,0.28529245,0.60396415,0.038610134,0.072133236
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.11097344,0.5635696,0.14249271,0.18296427
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.05416217,0.8472389,0.06137378,0.03722508
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,True,0.17310482,0.19615345,0.6041952,0.026546484
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.428081,0.48507935,0.084294155,0.002545463
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.061302233,0.6590611,0.24245502,0.037181683
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.47506908,0.15423235,0.28814396,0.08255462
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.08556882,0.14107914,0.63227284,0.14107914
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.32003143,0.465643,0.08091662,0.13340895
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.29337502,0.4836936,0.17794093,0.044990513
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.030489968,0.69394845,0.22529207,0.05026946
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.0338689,0.7708526,0.15178989,0.04348853
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.080107756,0.8612395,0.042878587,0.015774151
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.11094208,0.2661362,0.49720788,0.12571384
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.024022039,0.90142035,0.03495186,0.039605647
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.10148547,0.4013828,0.4548263,0.042305436
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.08089341,0.28234574,0.46550944,0.17125136
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.37566712,0.17745258,0.42568663,0.021193689
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.16396075,0.5722793,0.21052979,0.053230267
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.11792957,0.41161466,0.4664205,0.004035328
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,False,0.38716173,0.43871173,0.09788982,0.076236665
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.17504266,0.6109589,0.093693584,0.120304935
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.064166464,0.3258642,0.5372592,0.07271013
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.3605151,0.19296981,0.40851712,0.037998013
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.010598866,0.06911329,0.84197223,0.07831562
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.15255547,0.28501114,0.46990392,0.092529565
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.41541398,0.5334021,0.03863952,0.012544415
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.21838032,0.5936192,0.17007476,0.017925747
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.18463911,0.73026186,0.06792494,0.017174114
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.02899273,0.84729177,0.05416555,0.06954994
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.21936892,0.1507699,0.5262387,0.10362254
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.06471299,0.7883656,0.1369974,0.009924059
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.29632398,0.17972958,0.48855564,0.035390854
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.16402,0.5052172,0.2704233,0.06033959
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.17297724,0.47020087,0.22210716,0.13471481
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.06444791,0.47620925,0.4202532,0.039089635
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.1344094,0.53159946,0.2845447,0.049446456
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.046705343,0.20931885,0.7305945,0.013381306
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.13151324,0.21682866,0.52014494,0.13151324
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.07324598,0.6132811,0.28969344,0.023779487
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.11784946,0.768475,0.10400178,0.009673673
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.16720629,0.7493666,0.069701955,0.013725128
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.3147563,0.4041551,0.19090936,0.0901792
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.10869599,0.48714164,0.29546633,0.10869599
