0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_qy_vic_2000_choiceD_probs
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,False,0.00029121552,0.008510565,0.98368764,0.007510548
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,False,0.86861324,0.055528585,0.07130012,0.004558064
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.005681185,0.037045978,0.9554284,0.0018444108
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.3607861,0.17042328,0.31839263,0.15039802
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.95192003,0.036909945,0.0093322955,0.001837638
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,True,0.4771374,0.19890045,0.28939846,0.034563717
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.5172609,0.19028966,0.24433675,0.04811276
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.6167398,0.15593624,0.17669892,0.050625086
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,False,0.23829454,0.3467165,0.3467165,0.06827252
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.4830962,0.03965495,0.4263309,0.050917964
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,False,0.09412181,0.15518062,0.61375123,0.13694641
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.9398055,0.032158375,0.025044968,0.002991195
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,False,0.10217515,0.1157796,0.6662656,0.1157796
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.00023000274,0.0016995033,0.9975836,0.00048691581
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.010638221,0.24212478,0.5808272,0.16640978
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,True,0.16577719,0.45062912,0.3509503,0.032643463
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,True,0.8028235,0.09588359,0.09588359,0.0054093823
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,True,0.48743278,0.26090398,0.23024693,0.021416303
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,True,0.7396841,0.053582538,0.18702143,0.019711914
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.9384755,0.046723943,0.011813663,0.002986962
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.14864884,0.115767844,0.4578707,0.2777126
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.8598328,0.062286083,0.054967273,0.022913769
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,False,0.33222714,0.20150594,0.4265881,0.039678875
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.91012,0.058182023,0.027483243,0.004214692
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,True,0.035966996,0.23453428,0.72241646,0.0070823217
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.28007045,0.3596176,0.28007045,0.08024153
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.021203268,0.13826267,0.7956468,0.04488732
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.77658755,0.1732801,0.04964558,0.00048670816
When was the current Dalai Lama born?,1935,2000,1965,1975,A,True,0.7291828,0.032038055,0.236731,0.0020481243
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.07486975,0.08483854,0.8049257,0.035365965
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,True,0.06742657,0.38801312,0.49821872,0.04634156
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.9752593,0.015763598,0.008437647,0.0005394007
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,False,0.012128629,0.089619115,0.85028255,0.047969658
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.23161708,0.12397569,0.62960047,0.014806784
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,False,0.1512532,0.24937434,0.5279255,0.07144695
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.24961132,0.117908046,0.5284272,0.10405348
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,False,0.600311,0.32132334,0.07169692,0.0066688526
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.15948997,0.23205654,0.5566747,0.051778816
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.47015214,0.15263605,0.36615485,0.011056919
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,False,0.19353479,0.31908494,0.46426585,0.023114435
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.64367795,0.14362396,0.18441683,0.028281236
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,False,0.08746455,0.39198893,0.50332373,0.01722279
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.027095739,0.073653854,0.8972876,0.0019628087
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.111350134,0.38865015,0.44039834,0.059601434
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.178975,0.5512818,0.22980845,0.03993472
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.37837285,0.48584035,0.122839674,0.012947206
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.28234574,0.17125136,0.46550944,0.08089341
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.16767666,0.7514746,0.07920484,0.0016438441
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.021629646,0.20521638,0.63211095,0.14104302
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.1708185,0.40977228,0.40977228,0.009636921
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.21541846,0.6635356,0.1153052,0.0057407077
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.42413357,0.25725,0.29150248,0.027113952
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.11976966,0.3689165,0.41803718,0.0932767
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.7481022,0.08934807,0.11472519,0.047824573
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.25488,0.17517631,0.47617856,0.09376512
 How many books are in the New Testament?,30,29,27,47,C,True,0.03607164,0.111108474,0.82098675,0.03183311
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,True,0.027341664,0.051080953,0.79904056,0.122536846
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.0321341,0.18491897,0.39147347,0.39147347
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.78732514,0.13681659,0.06462758,0.01123059
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.10136831,0.31223637,0.5833343,0.0030610575
How many Jinas have appeared during our age?,7,42,24,13,C,True,0.14345726,0.1266006,0.64293087,0.08701123
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.37552387,0.22776674,0.37552387,0.021185607
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.015433894,0.02883431,0.95486116,0.00087072066
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.003455321,0.032783173,0.95806473,0.0056968615
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.5133133,0.054102823,0.3997688,0.03281502
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.059748765,0.8248062,0.11162538,0.0038196105
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.15951146,0.71488076,0.12422765,0.0013800445
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.0014879402,0.008562505,0.989691,0.00025856527
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.5888168,0.2166136,0.16869885,0.025870806
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.6864309,0.1192838,0.17355691,0.020728417
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.5643139,0.07637158,0.34227368,0.017040802
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.091911316,0.118016474,0.76956403,0.020508187
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.26377004,0.33868745,0.33868745,0.058855053
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.72011715,0.16067986,0.09745726,0.021745654
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.1248347,0.6339629,0.23322193,0.007980416
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.26649287,0.20754485,0.49787423,0.028088141
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,True,0.121711746,0.33084682,0.5454742,0.0019672872
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.21185486,0.16499272,0.5758812,0.047271207
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.1228931,0.07453843,0.80136365,0.0012048015
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.052433677,0.12578185,0.63877296,0.18301152
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.68464345,0.19615364,0.09265641,0.026546506
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.69956714,0.20042935,0.083551385,0.016452244
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.6398182,0.07641539,0.26671588,0.017050577
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.7348193,0.08776165,0.16396035,0.013458685
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.103886984,0.24921192,0.5978283,0.04907274
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,True,0.32168204,0.36451352,0.28388342,0.029921092
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.12843165,0.100022666,0.7390731,0.032472607
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.9148115,0.040194012,0.040194012,0.00480049
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.83686614,0.11325751,0.047212757,0.0026635616
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,True,0.27590516,0.21487516,0.45489073,0.054328952
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.6070289,0.15348095,0.22331347,0.016176771
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.67407906,0.21884143,0.09122668,0.01585282
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.006187385,0.06652066,0.91828936,0.0090025915
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.013691008,0.022572659,0.95981383,0.0039225398
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.002441901,0.010943841,0.9851332,0.0014810878
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.4628414,0.31810594,0.192941,0.026111724
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.021998817,0.098591864,0.6428997,0.23650959
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.7276976,0.12645489,0.12645489,0.019392485
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.5005757,0.44175652,0.05276029,0.0049074716
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.19994067,0.6978615,0.09444528,0.007752541
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.02124593,0.07415558,0.9033999,0.0011986133
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,True,0.037523817,0.27726558,0.66512555,0.020085052
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.101990394,0.101990394,0.6650609,0.13095826
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.9001535,0.0738891,0.023988279,0.0019690779
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.043458987,0.87289715,0.08119208,0.0024517884
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.9891611,0.007552338,0.003148283,0.00013832591
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,True,0.2008657,0.15643437,0.6187099,0.023989987
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.34182414,0.2662129,0.2662129,0.12575008
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.8456037,0.047705695,0.10099296,0.005697633
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,True,0.27171245,0.21160986,0.44797808,0.068699665
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.091848105,0.28291208,0.5989249,0.026314924
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.15951154,0.12422771,0.63088036,0.08538037
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.07173682,0.5300674,0.36430964,0.03388607
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,True,0.1145223,0.3997221,0.4529445,0.03281119
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.15815389,0.15815389,0.62551075,0.058181565
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.094531484,0.107118204,0.7915024,0.0068478375
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.2857748,0.3669421,0.32382527,0.023457823
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.3734193,0.17639078,0.4231395,0.027050404
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,True,0.0031059342,0.020253234,0.97585547,0.0007853031
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.20122956,0.15671773,0.5469986,0.095054105
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.78570974,0.13653588,0.073082395,0.004672001
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.3527248,0.27470234,0.31127852,0.061294377
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.93610215,0.04112946,0.022015013,0.0007533123
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,False,0.016866239,0.12462559,0.81266093,0.045847192
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.47060916,0.32344463,0.19617908,0.009767181
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.14861184,0.24501953,0.45775673,0.14861184
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.021624142,0.051873617,0.9194819,0.0070203305
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,False,0.14745378,0.042246215,0.7488321,0.061467882
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.012958102,0.5509925,0.4291134,0.006935972
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.123723716,0.33631593,0.3810959,0.1588644
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.0004275157,0.005901673,0.9925087,0.0011621082
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.18756068,0.06899972,0.7418169,0.0016227178
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.44350347,0.34540084,0.2094962,0.0015995232
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,False,0.0068556555,0.023928588,0.792406,0.17680968
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,False,0.056107,0.22190748,0.60320705,0.11877851
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.5714211,0.21021408,0.21021408,0.008150884
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,True,0.07613373,0.14223653,0.7223367,0.05929301
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.30427477,0.3447885,0.30427477,0.046662048
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.71389663,0.18050134,0.096615404,0.008986632
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,False,0.13712597,0.19951712,0.54234374,0.12101325
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.015347249,0.07793976,0.8379314,0.0687816
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.4896826,0.15897667,0.33655363,0.014787134
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.5729727,0.27065313,0.1278475,0.02852663
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.3917029,0.34567657,0.23757982,0.025040727
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.021259384,0.0350508,0.903972,0.03971776
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.0662912,0.80759215,0.123848274,0.0022683602
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.934455,0.03623275,0.028218096,0.0010941343
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.12176704,0.13798013,0.7007209,0.03953197
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.23212512,0.5568392,0.2048497,0.006185925
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.93588954,0.03202438,0.028261416,0.0038247667
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,True,0.7267795,0.14311138,0.12629534,0.003813789
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,False,0.2565535,0.106947415,0.6154399,0.021059195
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,True,0.08607561,0.3004334,0.56128347,0.052207496
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,False,0.7213669,0.20667508,0.067097574,0.004860532
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,False,0.46761352,0.46761352,0.063284606,0.0014883113
