0,1,2,3,4,5,llama_7B_ga_alpaca_20000/ckp10000_correct,llama_7B_ga_alpaca_20000/ckp10000_choiceA_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceB_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceC_probs,llama_7B_ga_alpaca_20000/ckp10000_choiceD_probs
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.22290805,0.06386423,0.68660516,0.026622571
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.5792585,0.12925005,0.2130973,0.078394115
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,True,0.40878722,0.09121276,0.40878722,0.09121276
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.1005081,0.14623842,0.74266,0.010593476
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.1463923,0.12919076,0.45092005,0.27349684
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.8716477,0.09187099,0.029826144,0.0066551124
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.44623688,0.09956891,0.39380267,0.060391594
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.21175157,0.10002436,0.44827807,0.23994596
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.53159946,0.1344094,0.2845447,0.049446456
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,True,0.24185935,0.08897509,0.5801904,0.08897509
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.45625612,0.06174755,0.45625612,0.025740208
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.5425782,0.106839985,0.2562958,0.09428596
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,True,0.4081882,0.116947874,0.46253783,0.012326215
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.32633546,0.10594562,0.36978653,0.19793248
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.124885894,0.23331757,0.43589458,0.20590201
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,True,0.32303375,0.1729075,0.47001132,0.034047507
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.103145376,0.116879016,0.31771013,0.4622655
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.24749917,0.11691033,0.31779522,0.31779522
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.34127745,0.11079656,0.386718,0.16120805
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,True,0.07525584,0.058609303,0.43306744,0.43306744
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.1322864,0.1698591,0.67180574,0.026048735
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.27247855,0.06889337,0.3498694,0.30875865
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.06521535,0.05755234,0.33119088,0.5460414
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,True,0.36213192,0.033683516,0.41034925,0.19383526
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.7439009,0.088846296,0.088846296,0.07840657
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.26737532,0.024869777,0.20823209,0.49952284
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.28421363,0.17238429,0.32205623,0.2213458
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.3457791,0.16333447,0.39181906,0.099067375
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.17628802,0.12116087,0.37320176,0.3293494
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.2808375,0.10331434,0.5246735,0.09117459
A capacitor can store,charge,energy,Both of these,Neither of these,C,True,0.18157804,0.07569299,0.7181551,0.024573915
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.3040701,0.12675527,0.44241935,0.12675527
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.42434603,0.20044687,0.29164848,0.083558686
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.17651713,0.20002012,0.20002012,0.4234426
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.11885159,0.07208713,0.7750097,0.03405155
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,True,0.3441287,0.14345418,0.30369252,0.2087246
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.51396835,0.18907839,0.24278145,0.054171864
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.48014337,0.021096028,0.48014337,0.01861718
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,True,0.6327066,0.10994792,0.20540975,0.051935717
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,True,0.16021599,0.0971759,0.7180382,0.024569916
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.68036866,0.09207788,0.22088335,0.006670099
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.15661186,0.29258946,0.29258946,0.2582093
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.22347485,0.13554433,0.22347485,0.41750595
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,True,0.39846432,0.08890941,0.114161946,0.39846432
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.14730553,0.025597863,0.16691904,0.6601776
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.2953185,0.17911972,0.4296859,0.09587588
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.5347062,0.1351949,0.28620762,0.043891355
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.670025,0.13193575,0.14950278,0.04853645
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.47935417,0.19982454,0.22643088,0.09439044
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.10841025,0.08442999,0.42877084,0.37838894
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.93252426,0.0048934384,0.05961428,0.0029680205
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.62327236,0.25981858,0.09558192,0.021327207
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.46550944,0.28234574,0.17125136,0.08089341
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.2780262,0.40452573,0.1686314,0.1488167
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.5620893,0.086199194,0.2655122,0.086199194
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.16465002,0.07777516,0.7379102,0.019664641
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.1659085,0.24139543,0.57907754,0.013618599
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.10688845,0.3292396,0.5428243,0.021047583
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.082764834,0.050199408,0.5396945,0.32734126
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,True,0.5508769,0.26021582,0.15782888,0.031078348
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,True,0.11270814,0.02219355,0.83280677,0.032291424
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.62335086,0.024169935,0.3336557,0.018823566
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.6590611,0.061302233,0.24245502,0.037181683
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.7303448,0.18466008,0.052906,0.03208911
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,False,0.17297733,0.22210729,0.5328077,0.07210768
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.08442999,0.10841025,0.42877084,0.37838894
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.20555131,0.16008352,0.49309197,0.14127322
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.08226292,0.0932161,0.78048885,0.044032168
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.27188328,0.047246233,0.6522141,0.028656289
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.07611151,0.16112806,0.63727385,0.12548666
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,False,0.2025342,0.13919958,0.22950132,0.4287649
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.4129094,0.0633217,0.46788764,0.05588121
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.32856178,0.225817,0.37230927,0.073312044
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,True,0.1966118,0.1966118,0.47164723,0.1351292
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.33731064,0.07526418,0.49078408,0.096641116
Sound travels in,solids,liquids,gases,All of these,D,False,0.22297144,0.08202661,0.47203055,0.22297144
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.18188676,0.059049986,0.2646437,0.4944195
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.10890735,0.09611039,0.7101651,0.08481713
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.06764542,0.09842351,0.5663882,0.26754284
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.66064197,0.042233426,0.13008812,0.16703644
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,False,0.28178483,0.10366285,0.5965385,0.018013902
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.38459024,0.035772465,0.49382365,0.085813686
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.66921866,0.19173436,0.09056889,0.04847804
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.67264915,0.10315409,0.2183772,0.0058195554
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.42303884,0.32946298,0.22643638,0.021061864
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.39411148,0.07760516,0.50604916,0.022234248
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.67229235,0.029538466,0.28025314,0.017915985
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.22332531,0.105491415,0.5357296,0.13545366
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.18883002,0.14706096,0.31132805,0.3527809
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.8812009,0.04387241,0.06383398,0.011092682
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.31027585,0.3984021,0.2738175,0.017504567
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,True,0.23321445,0.06681706,0.43570194,0.26426658
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.3632123,0.28287002,0.2202994,0.13361834
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,True,0.046869203,0.112433374,0.26971364,0.57098377
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.71450466,0.051758546,0.23196569,0.0017710801
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,True,0.36891672,0.06410811,0.47369844,0.093276754
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.31444585,0.14853369,0.45751598,0.079504356
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.5971291,0.15097788,0.17108035,0.08081263
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.39663112,0.14591244,0.39663112,0.060825355
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.56730634,0.1434375,0.23648846,0.052767713
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.9525523,0.004998536,0.04185223,0.00059699
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,True,0.50372106,0.26962247,0.18530862,0.041347943
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.15844472,0.096101575,0.71009994,0.035353795
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.65001553,0.06851113,0.27096677,0.010506523
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.0006495122,0.008423002,0.13175793,0.8591696
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.38181832,0.14046311,0.29736042,0.1803582
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.560422,0.059068043,0.33991313,0.040596835
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.7049572,0.08419513,0.20197362,0.008874102
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,True,0.17274734,0.072011806,0.683229,0.072011806
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.46693087,0.22056252,0.22056252,0.09194414
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.36913508,0.19758378,0.36913508,0.06414606
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.2360648,0.2360648,0.4410271,0.08684339
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.16925912,0.14937064,0.59077233,0.090597875
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.12742722,0.12742722,0.733293,0.011852577
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.0673311,0.086454846,0.6388197,0.20739439
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.63270664,0.051935725,0.20540977,0.10994793
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.21508838,0.18981485,0.51597023,0.079126604
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.16585203,0.05384427,0.74329716,0.037006587
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.25063378,0.05592396,0.6012392,0.09220302
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,True,0.22400527,0.17445548,0.5373607,0.064178586
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.2550949,0.093844175,0.61194086,0.03912007
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.34782436,0.39413664,0.21096615,0.04707291
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.8708489,0.049129933,0.07148363,0.008537502
