0,1,2,3,4,5,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_correct,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceA_probs,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceB_probs,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceC_probs,llama2_chat_7B_alpacacode_alpacagpt35_op_52000_choiceD_probs
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.083228655,0.47894785,0.37300497,0.06481854
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.01553097,0.40054896,0.51431507,0.06960498
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.042529553,0.07011938,0.854229,0.03312205
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.7280633,0.26783952,0.0038205255,0.00027675796
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.0065730615,0.59168816,0.358877,0.04286175
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.016381105,0.1371573,0.78928584,0.057175677
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.07582425,0.09736027,0.8151875,0.011628025
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.0032959252,0.40552676,0.45952204,0.13165528
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.061938625,0.8550363,0.0034943381,0.07953077
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.0029080545,0.7574703,0.14915475,0.09046693
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.0039158715,0.39942977,0.58116686,0.015487572
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.010753008,0.12306166,0.70817095,0.1580143
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.0015820585,0.009691283,0.9885378,0.00018894995
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.0016764256,0.1175265,0.86840993,0.012387202
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.0036878677,0.2585395,0.70278317,0.034989513
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.38601986,0.34066132,0.2653073,0.008011586
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.036719438,0.30744812,0.34838435,0.30744812
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,True,0.074471466,0.20243444,0.4285537,0.29454038
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.14852655,0.054639865,0.042553566,0.75428003
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.034840424,0.8985464,0.039479375,0.02713375
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.07117209,0.24841501,0.3614417,0.3189712
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.0044046235,0.041789908,0.0026715393,0.9511339
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.0037924838,0.9878405,0.0037924838,0.004574609
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.012130128,0.089630194,0.75046444,0.14777522
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.06043139,0.18614179,0.44653094,0.30689594
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.0060357265,0.7905242,0.1763898,0.02705025
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.040438205,0.43475166,0.383667,0.1411432
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.00024487884,0.0010309785,0.00096851465,0.9977556
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.001292679,0.97429764,0.0065647657,0.017844884
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.04061607,0.49480504,0.4366639,0.02791499
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.2849178,0.46975002,0.19582094,0.049511287
