0,1,2,3,4,5,llama2_7B_alpacacode_sharegpt_qy_vic_52000_correct,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceA_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceB_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceC_probs,llama2_7B_alpacacode_sharegpt_qy_vic_52000_choiceD_probs
 Mani referred to God by which of the following names?,Mother of Light,Father of Goodness,Ineffable Lover,Eternal Spirit,B,False,0.43327403,0.15939261,0.2977846,0.10954883
" Which tradition is known to promote ""gradual enlightenment""?",Bushido,Shinto,Nichiren,Soto Zen,D,False,0.15184093,0.104358636,0.6805038,0.06329671
What is the communal meal offered at the place of worship called in Sikhism?,Sangat,Langar,Gurdwara,Panth,B,True,0.003153172,0.99069715,0.0058909007,0.0002588281
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,True,0.12704729,0.8284523,0.025017092,0.019483332
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,True,0.015771851,0.9757698,0.0074500944,0.0010082606
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,True,0.010154207,0.024358677,0.15883853,0.80664855
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,False,0.53209066,0.09246349,0.36570022,0.009745581
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.0687816,0.07793976,0.8379314,0.015347249
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.27312723,0.2127117,0.24103393,0.27312723
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.9947109,0.0027939382,0.0016946093,0.0008004767
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,True,0.69062567,0.15409942,0.072791405,0.08248348
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.8853242,0.06413267,0.03432774,0.016215278
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.94505054,0.010498563,0.022225458,0.022225458
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.46382612,0.11727361,0.24826825,0.1706321
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.65477616,0.069012895,0.18759651,0.088614315
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,True,0.4430448,0.16298708,0.20927955,0.18468855
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.9932915,0.0052123154,0.0011630247,0.00033321217
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,False,0.02996115,0.03847088,0.8755932,0.055974796
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,True,0.013895581,0.0045112344,0.9741554,0.0074377684
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.04330424,0.767586,0.07139662,0.11771313
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,True,0.23585764,0.6411275,0.07657176,0.046443123
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,True,0.7573132,0.10249119,0.10249119,0.0377044
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,True,0.53406394,0.17338517,0.17338517,0.11916578
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.37512335,0.5458012,0.03953771,0.03953771
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,True,0.9813509,0.013998218,0.0027564126,0.001894453
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,True,0.991452,0.0058953892,0.0021687925,0.000483923
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.86773604,0.06285859,0.026203359,0.04320203
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,True,0.08405158,0.90363955,0.011375143,0.0009337286
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,True,0.9809248,0.01234802,0.0058327923,0.0008944876
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.1012975,0.84815353,0.047849547,0.002699487
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,True,0.024784856,0.93004483,0.04086332,0.004306962
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.07417439,0.12229289,0.42684412,0.3766886
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,True,0.65477616,0.088614315,0.18759651,0.069012895
When was the current Dalai Lama born?,1935,2000,1965,1975,A,False,0.19871455,0.15475905,0.54016215,0.106364235
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.22899327,0.17834014,0.33318323,0.25948337
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.093636975,0.4755278,0.4196518,0.011183342
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,True,0.99052244,0.0066740876,0.0014891903,0.0013142058
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.028785128,0.069051936,0.060938124,0.8412248
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.09735626,0.09735626,0.7193709,0.0859166
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.12422771,0.08538037,0.15951154,0.63088036
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,True,0.5089979,0.11357279,0.16524743,0.2121819
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,True,0.091677696,0.8698138,0.02045606,0.018052408
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.068075135,0.087410204,0.82932496,0.015189617
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,True,0.062283017,0.029420413,0.8597905,0.04850606
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.68598807,0.13507906,0.13507906,0.04385375
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.5645589,0.3880153,0.028107733,0.019318143
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,True,0.0021739588,0.99381375,0.0035842522,0.00042807785
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.056962736,0.1988195,0.6939482,0.050269444
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.24874748,0.52659845,0.13314494,0.09150909
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.19770989,0.7819578,0.016229017,0.004103338
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,True,0.022680214,0.9643872,0.009454519,0.0034781233
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.45961514,0.19159609,0.21710682,0.13168195
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,True,0.020218745,0.97419375,0.0051120995,0.00047549934
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.16609867,0.21327491,0.31031317,0.31031317
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,True,0.0024695024,0.99626833,0.0011665103,9.5753e-05
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.010925736,0.98350346,0.0045545246,0.0010162517
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.54234374,0.19951712,0.13712597,0.12101325
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.26740265,0.3030069,0.26740265,0.1621879
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.99498934,0.0024663322,0.0019207813,0.0006235864
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,True,0.032635,0.9537345,0.010595033,0.0030355281
 How many books are in the New Testament?,30,29,27,47,C,False,0.29692274,0.29692274,0.29692274,0.10923178
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.055058025,0.4609952,0.4609952,0.0229516
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,True,0.04692339,0.9424816,0.0071959356,0.0033991195
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.8769728,0.07198631,0.038531497,0.012509345
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,True,0.22054556,0.5290613,0.22054556,0.029847598
How many Jinas have appeared during our age?,7,42,24,13,C,True,0.2790658,0.2462747,0.35832757,0.11633193
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.11152223,0.824044,0.052679367,0.011754355
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,True,0.033555917,0.19310097,0.76372916,0.009613931
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,True,0.007463254,0.006586299,0.9774934,0.008456975
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,True,0.019990668,0.013739372,0.9632043,0.0030656683
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,True,0.00590076,0.9923552,0.0013166375,0.00042744962
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,True,0.014045219,0.9846459,0.0010174323,0.00029149922
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,True,0.018578704,0.073480204,0.8951721,0.012768944
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.7625904,0.21848582,0.012326126,0.0065976996
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.79203665,0.07367089,0.107190505,0.027102003
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.91002184,0.035285376,0.014709133,0.03998357
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,True,0.6355676,0.09746745,0.1418143,0.12515068
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.28479788,0.25133324,0.41437846,0.04949045
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,True,0.9961359,0.0027979407,0.0009083584,0.000157849
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.20422594,0.71281856,0.051636405,0.031319063
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,True,0.26997182,0.6476287,0.060238857,0.022160636
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.004592033,0.9916031,0.0035762792,0.00022862387
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.2130973,0.12925005,0.5792585,0.078394115
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,True,0.13750331,0.37377274,0.47993368,0.008790292
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.29539207,0.17916435,0.29539207,0.23005158
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.65657073,0.2736994,0.03268873,0.037041187
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.9754406,0.022940164,0.0010079205,0.0006113347
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,True,0.50896555,0.12868664,0.3087032,0.05364457
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.2866128,0.17383946,0.2529349,0.2866128
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.3124519,0.58373696,0.06152542,0.042285766
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.39845854,0.2132795,0.24167733,0.1465847
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,True,0.41760075,0.25328767,0.22352558,0.10558601
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.9820274,0.014007868,0.0035417438,0.00042300098
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.74174714,0.21251412,0.04184651,0.0038923318
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.084021315,0.15697248,0.33231074,0.42669544
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.9882032,0.009688003,0.001907681,0.0002010681
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,True,0.9062058,0.045117326,0.027365044,0.021311918
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.05159927,0.0276191,0.91461897,0.006162654
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.017511507,0.022485223,0.95609593,0.0039073457
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,True,0.011984482,0.022389961,0.9520454,0.0135801975
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,True,0.065344445,0.90205216,0.027239615,0.0053637982
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,True,0.94095063,0.022129038,0.025075484,0.01184482
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,True,0.60615474,0.15325992,0.1352514,0.1053339
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,True,0.009665313,0.9858888,0.003137868,0.0013080579
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,True,0.006685829,0.992265,0.00062187895,0.00042741073
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,True,0.011896927,0.036645114,0.94508994,0.006367966
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,True,0.2662129,0.2662129,0.34182414,0.12575008
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,False,0.500902,0.06778971,0.08704372,0.34426457
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.98945147,0.005192165,0.004043662,0.0013127849
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.003571253,0.99020946,0.0051961425,0.0010231811
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.97254395,0.022872042,0.003974565,0.00060951925
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.10594561,0.19793247,0.32633543,0.3697865
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.1777565,0.7030406,0.095146194,0.024056725
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,True,0.25775418,0.10744794,0.61832017,0.016477674
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.19291352,0.59421545,0.1502412,0.06262985
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.13646182,0.47629854,0.37094167,0.016298039
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.12046562,0.7855345,0.07306609,0.020933785
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,True,0.0058716647,0.9874621,0.0058716647,0.00079464336
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.092194736,0.8747193,0.02993125,0.0031547304
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,False,0.2868353,0.68808216,0.018336767,0.00674572
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,True,0.009165026,0.16245398,0.8250094,0.003371625
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,False,0.17146906,0.768471,0.03376426,0.02629563
When was the State of Israel established?,1947,1948,1945,1949,B,True,0.09509205,0.90220827,0.0019735727,0.0007260368
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.16869885,0.5888168,0.2166136,0.025870806
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,True,0.024287498,0.040043313,0.9113816,0.024287498
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,True,0.04152717,0.9451541,0.011897734,0.0014209816
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,True,0.97389835,0.022903895,0.0024140528,0.00078372814
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,True,0.98378617,0.01238404,0.0031311759,0.00069865974
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.042073462,0.18856016,0.18856016,0.5808062
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.49501294,0.16070718,0.23382755,0.11045232
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,True,0.07340599,0.10680507,0.7891887,0.030600166
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,True,0.026845207,0.07297284,0.8889912,0.011190748
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.030973362,0.018786293,0.045065973,0.9051743
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,True,0.19818813,0.78384924,0.011181008,0.0067816246
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.44403392,0.16335095,0.30517977,0.08743546
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,True,0.014954363,0.019201782,0.92519367,0.040650174
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.09972792,0.028572528,0.83501166,0.03668785
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.025860703,0.9704157,0.0034998655,0.00022373891
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.031486593,0.01685356,0.031486593,0.92017317
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.03764467,0.025872778,0.07969377,0.85678875
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.2065309,0.3858505,0.3858505,0.021768196
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,True,0.23500371,0.23500371,0.3874556,0.14253695
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,True,0.08225747,0.88435113,0.023567159,0.009824254
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.9794886,0.015831959,0.0035325876,0.0011468632
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,False,0.3081768,0.24000832,0.21180661,0.24000832
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.0055553354,0.02821232,0.9342637,0.031968746
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,True,0.30791214,0.21162471,0.44800952,0.0324537
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.092153355,0.5303059,0.3216468,0.05589383
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,True,0.17779818,0.70320547,0.08398592,0.03501054
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,True,0.10061306,0.041941766,0.74343556,0.11400954
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,False,0.009694016,0.9888165,0.0011577851,0.00033171097
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.9820926,0.009628097,0.005153549,0.0031257856
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.65554804,0.14627254,0.12908506,0.069094256
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,False,0.19749762,0.6893344,0.05658401,0.05658401
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,False,0.066913076,0.9237065,0.007991627,0.0013887365
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.36470854,0.60130274,0.0264194,0.0075692846
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.64379346,0.059882123,0.18444993,0.11187453
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.41342935,0.17234299,0.3219791,0.09224856
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,True,0.015714083,0.9721959,0.010800121,0.0012898905
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,True,0.10576257,0.8855392,0.0076614153,0.0010368597
