0,1,2,3,4,5,llama_7B_alpaca_20000_2/ckp15k_correct,llama_7B_alpaca_20000_2/ckp15k_choiceA_probs,llama_7B_alpaca_20000_2/ckp15k_choiceB_probs,llama_7B_alpaca_20000_2/ckp15k_choiceC_probs,llama_7B_alpaca_20000_2/ckp15k_choiceD_probs
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.67843133,0.08102707,0.046167832,0.19437383
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,False,0.22381338,0.11979867,0.3690059,0.28738207
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,False,0.089392275,0.13845345,0.18924344,0.58291084
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,True,0.5233312,0.04035497,0.2181569,0.2181569
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,True,0.5939014,0.14106394,0.13251732,0.13251732
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,True,0.5729147,0.020868417,0.30665916,0.09955765
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,True,0.39679137,0.03257062,0.121014535,0.44962353
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,False,0.36722296,0.056315467,0.32407314,0.25238842
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.5235649,0.010866242,0.24731453,0.21825431
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,False,0.38632202,0.14211993,0.15128587,0.32027218
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,True,0.45298362,0.10107431,0.114532195,0.3314099
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,False,0.250356,0.08652072,0.250356,0.41276726
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.08657824,0.036091182,0.055899117,0.8214315
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,False,0.2721112,0.032499045,0.18701911,0.50837064
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.3991328,0.014538411,0.07383215,0.51249665
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,True,0.53646415,0.009230375,0.036506843,0.4177987
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,False,0.33604443,0.007424188,0.102487765,0.5540436
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,False,0.040301092,0.012291138,0.31699264,0.63041514
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.08288217,0.068711735,0.37145212,0.47695395
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,False,0.09884738,0.019464204,0.23712254,0.6445659
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,True,0.22651838,0.039362993,0.15568365,0.57843494
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,False,0.34815216,0.056834277,0.1750619,0.41995168
When was the current Dalai Lama born?,1935,2000,1965,1975,A,False,0.26477718,0.31938225,0.075859934,0.33998063
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.22809361,0.065349914,0.35327828,0.35327828
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,False,0.26003522,0.051203974,0.26003522,0.4287256
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,False,0.221082,0.026404478,0.38801098,0.36450258
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,True,0.28968954,0.10657082,0.15505964,0.44867992
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,True,0.473039,0.15357327,0.20990978,0.16347791
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,True,0.28033286,0.031452473,0.28033286,0.4078819
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,True,0.49601912,0.03170944,0.26549992,0.20677152
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,False,0.33873922,0.33873922,0.14120752,0.18131405
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,False,0.57171965,0.11257827,0.07737384,0.2383282
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,False,0.126068,0.07183138,0.16187452,0.6402261
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,True,0.403291,0.061846677,0.1789593,0.35590303
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,False,0.33602077,0.054853886,0.2038069,0.40531844
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,False,0.2090212,0.10510246,0.18446057,0.5014158
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,False,0.6275604,0.02590251,0.08493106,0.26160607
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.316131,0.051606968,0.316131,0.316131
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.31053576,0.057443343,0.2574432,0.37457764
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,False,0.031467833,0.019086204,0.08553843,0.8639076
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.24368621,0.189783,0.13884822,0.4276826
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,False,0.23678812,0.11906455,0.17323789,0.47090942
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,True,0.49773592,0.10433111,0.055844422,0.34208858
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,False,0.030313611,0.009841388,0.12762506,0.83221996
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.35287678,0.17743759,0.13818853,0.33149707
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,True,0.4227611,0.19969821,0.12112309,0.25641757
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,True,0.35812375,0.20405278,0.15891646,0.27890706
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,True,0.65285754,0.014423503,0.14567222,0.18704683
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.22406736,0.022185674,0.14466876,0.6090782
 How many books are in the New Testament?,30,29,27,47,C,False,0.23505981,0.26635766,0.1110344,0.38754812
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,False,0.4861224,0.058059044,0.17883444,0.2769842
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.38812074,0.1617928,0.18333524,0.26675123
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,True,0.50749016,0.060611058,0.060611058,0.37128776
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.1962927,0.22242875,0.23677418,0.3445044
How many Jinas have appeared during our age?,7,42,24,13,C,False,0.21180685,0.19897412,0.2400086,0.34921044
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,False,0.29177123,0.027138954,0.100833446,0.5802564
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,False,0.06550409,0.09530789,0.08953348,0.7496546
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,False,0.28661844,0.07246849,0.19698977,0.44392332
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.111349694,0.002460035,0.010357135,0.87583315
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,False,0.30900946,0.1874237,0.10679081,0.396776
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,False,0.19703425,0.016173556,0.09907504,0.6877171
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,False,0.2440908,0.022703981,0.35515,0.3780552
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,False,0.21832956,0.4622037,0.15973334,0.15973334
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.5433224,0.053796202,0.17639095,0.22649047
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,True,0.37866044,0.08449057,0.33416668,0.20268233
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.16837098,0.013820731,0.23013581,0.5876724
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.013826934,0.051373288,0.13118629,0.8036135
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,False,0.41975674,0.072942786,0.06047169,0.44682872
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,True,0.3785917,0.10846834,0.17883405,0.334106
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.5964487,0.019172814,0.15080585,0.23357266
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,False,0.3340782,0.13926451,0.07002659,0.45663074
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,True,0.2990814,0.05889261,0.11712195,0.52490413
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.5983113,0.009084877,0.30084983,0.09175401
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,True,0.06883387,0.015358911,0.17577343,0.7400338
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,True,0.6076692,0.14433408,0.13558933,0.1124075
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,True,0.3104978,0.2574117,0.12159268,0.3104978
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,False,0.36956593,0.028497865,0.06422093,0.53771526
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,True,0.23686178,0.28570986,0.17329179,0.30413654
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,True,0.41760075,0.10558601,0.25328767,0.22352558
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.5447944,0.10077683,0.16615291,0.1882759
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.19544077,0.118540816,0.3430092,0.3430092
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,True,0.69566363,0.0780513,0.050393708,0.17589131
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.8163563,0.012395715,0.04605567,0.1251923
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,False,0.25914368,0.035071284,0.084131636,0.6216534
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,True,0.47559103,0.0996893,0.13625912,0.28846055
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,False,0.4193204,0.077566475,0.05674885,0.44636425
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,False,0.10753877,0.03279747,0.20090888,0.6587548
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,False,0.60000914,0.015989702,0.13388014,0.25012103
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,False,0.26117802,0.018919673,0.13132855,0.58857375
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.51157236,0.06923379,0.08889794,0.33029595
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.2857586,0.16282035,0.18449964,0.36692134
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,False,0.30975738,0.032648183,0.11395336,0.5436411
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.3745737,0.15614554,0.094707064,0.3745737
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,False,0.3133762,0.022700896,0.17855637,0.48536652
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,False,0.18423353,0.09263843,0.038617443,0.6845106
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,False,0.48661116,0.2028497,0.06585566,0.24468346
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.29747796,0.04025926,0.07065721,0.59160554
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,True,0.75362873,0.016649827,0.013803192,0.21591826
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.52990955,0.05246815,0.13398212,0.28364015
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,True,0.5170339,0.1228063,0.20247337,0.15768643
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.54255027,0.06479839,0.019762393,0.37288898
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.79374796,0.03712409,0.0128297405,0.15629825
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,False,0.23895945,0.12015635,0.27077654,0.37010762
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,False,0.100126944,0.37201673,0.25568312,0.27217326
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,False,0.47953212,0.014480616,0.17641002,0.3295773
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,True,0.25006157,0.036024783,0.30163184,0.4122818
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,False,0.26849,0.07692367,0.15298098,0.50160533
 Which bodhisattva is known for conducting the souls of dead children to salvation?,Guan-yin,Kannon,Ojizo-sama,Amitabha,C,False,0.35845366,0.022915175,0.02764098,0.5909902
 The Gospel of John is associated with which theological concept?,Incarnation,Logos of God,Jesus as messiah and saviour,All of the above,D,True,0.35522065,0.031038834,0.15762821,0.45611233
Which god supplanted the earlier Mesopotamian supreme god Enil?,Horus,Inanna,Marduk,Isis,C,False,0.2037956,0.05838842,0.27855554,0.45926046
Which of the following movements was founded by Mordechai Kaplan?,Liberal Judaism,Reform Judaism,Conservative Judaism,Reconstructionist Judaism,D,True,0.26313266,0.070821196,0.23221377,0.4338324
When was the State of Israel established?,1947,1948,1945,1949,B,False,0.3151507,0.10891316,0.022829438,0.55310667
 Icons are a main feature of which church?,Anglican,Catholic,Orthodox,Lutheran,C,False,0.37185565,0.044411823,0.21187697,0.37185565
The first of the Four Noble Truths teaches which of the following cannot be escaped?,Pride,Hatred,Suffering,Fate,C,False,0.028814828,0.017477075,0.05730512,0.89640296
 The Continental Reformation started in what year?,1545,1517,1492,1705,B,False,0.3430219,0.059608273,0.1836064,0.4137634
The minimalism of Haiku is said to be derived from which tradition?,Zen Buddhism,Shinto,Pure Land Buddhism,Confucianism,A,False,0.2880282,0.16411352,0.15417038,0.39368787
Which deity is the Roman counterpart to the Greek god Zeus?,Jupiter,Juno,Dionysius,Neptune,A,False,0.026586885,0.011083063,0.08189338,0.8804367
The philosopher Laozi is associated with which tradition?,Jainism,Buddhism,Confucianism,Daoism,D,True,0.09865967,0.06369947,0.15280709,0.6848338
 Which Egyptian gods did Akhenaten make a determined effort to eliminate?,Shu and Set,Horus and Isis,Amun and Mut,Khonsu and Nekhbet,C,False,0.40091985,0.15700246,0.065448366,0.37662935
The term xin refers to which of the following?,Piety,Non-action,Heart-mind,World,C,False,0.320406,0.033770543,0.23441404,0.41140944
 Which term in the dharma texts of the classical period denotes the four stages of life?,Kama,Samnyasin,Ashramas,Arthas,C,False,0.2692861,0.036443908,0.0874244,0.60684556
"What is the term for commentary on the Qur'an, which means ""unveiling""?",fiqh,dhikr,ijtihad,tafsir,D,True,0.17461702,0.053255185,0.32622758,0.4459002
 With which branch of Islam are the Isma'ilis are associated?,The Sunni,The Shi'a,The Sufi,The Ahmadiyya,B,False,0.100280516,0.053676292,0.44942608,0.3966171
 The term mappo is associated with which of the following?,The dharma,An age of decline,The golden age,Samurai,B,False,0.37647957,0.057735015,0.18930581,0.37647957
 What is the name of the bodhisattva in Japan known for a commitment to alleviating suffering?,Amaterasu,Izanami,Kannon,Guanyin,C,False,0.31906736,0.009051244,0.07578514,0.5960963
Who was the first significant anchorite hermit?,Pachomius,Athanasius,Anthony,Basil,C,True,0.2855002,0.04660663,0.344379,0.32351413
Which are the synoptic Gospels?,"Peter, John, Mark","Matthew, Mark, John","Matthew, Mark, Luke","John, Luke, Mark",C,False,0.23297188,0.10338065,0.17044589,0.4932015
What is the English title for the divination text also known as the Yijing?,The Classic of Documents,The Lotus Sutra,The Flower Garland Sutra,The Classic of Changes,D,True,0.09368299,0.06853994,0.05337896,0.7843981
 Where was the most famous site of the mystery cults in Greece?,Ephesus,Corinth,Athens,Eleusis,D,True,0.2330574,0.15047316,0.09126659,0.52520293
"When did the Babylonian captivity of ""Exile"" begin?",515 BCE,535 BCE,586 BCE,70 CE,C,False,0.14130208,0.52500093,0.08570404,0.24799287
 The term vajrya means diamond and which of the following?,Emerald,Brilliance,Thunderbolt,Lightning,C,False,0.2780241,0.011475426,0.19108298,0.5194174
" In Jainism, what is the cycle that one must liberate oneself from?",Punya,Samsara,Samayika,Jiva,B,False,0.01968957,0.011218778,0.07787375,0.8912179
 The classic text Daodejing is known by what title in English?,Classic of Changes,Classic of the Way and Power,Classic of Women,Classic of Philosophy,B,False,0.5600641,0.091427945,0.06689011,0.2816179
 The Communidades de Base is associated with which of the following?,Bishop Oscar Romero,Resistance and renewal,Dignity of all human beings,All of the above,D,True,0.41538322,0.023434317,0.119009286,0.44217312
What does the term matsuri mean?,Amulets,Meditation,Rituals,Grand festivals,D,False,0.36848065,0.053084675,0.20995396,0.36848065
 Which Roman statesman encouraged civic religion in his work The Laws?,Varro,Plato,Cicero,Augustus,C,False,0.33150905,0.10110455,0.29255572,0.27483064
" What does ""Svetambara"" mean?","""Sky-clad""","""Naked""","""White-clad""","""Clothed""",C,False,0.49321637,0.043096766,0.12470463,0.33898234
"What is seen by Europeans, and many Muslims, as the symbol of Islam?",The Hijab,The Crescent,The Minaret,The Qur'an,B,False,0.74182045,0.022401037,0.10686938,0.12890907
 What is the purpose for hearing the Guru's Vak in the morning?,Prayers on behalf of people outside of the Sikh community,Communal confession to cleanse the community,Inspiration for personal meditation throughout the day,Doctrinal instruction for discussion in the community,C,False,0.37444812,0.05067604,0.37444812,0.20042765
 What are the rabbinical commentaries produced after the Mishnah called?,Septuagint,Talmud,Yeshiva,Gemarah,D,True,0.11346833,0.11346833,0.07798557,0.6950778
What is a mohel?,A ritual circumciser,A type of oil lame,A teacher,A covenant,A,True,0.48631462,0.09576103,0.12295959,0.29496473
"The ""Flower Sermon"" is associated with which form of Buddhism?",Theravada,Chan-Zen,Pure Land,Yogicara,B,False,0.345854,0.04130637,0.07717046,0.53566915
 When was the major shift by Greek philosophers who rejected the anthropomorphic view of the divine?,Early Third Century BCE,Second and First Century BCE,Late Sixth Century BCE,Fourth and Third Century BCE,C,True,0.25791442,0.156433,0.31110418,0.27454847
 What is the foremost reason for wearing the hijab in the present day?,Islamic identity,Islamic modesty,Islamic obedience,Islamic seclusion,A,True,0.6381635,0.097865544,0.04342757,0.22054341
"The Oral Torah, in its written form, is known as what?",Mishnah,Midrash,Tanakh,Pentateuch,A,False,0.22969384,0.051251628,0.16804762,0.5510069
What has been a central focus of religious traditions in China and Korea?,Peace and harmony,Power and influence,Truth and love,Wisdom and ethics,A,True,0.6901578,0.07743356,0.087743714,0.14466493
 To whom did ordinary folk appeal during a drought in the time of the Han Dynasty?,The Buddha,Laozi,The Queen Mother of the West,Confucius,C,False,0.30090815,0.080988325,0.20681092,0.41129264
 The theological term homoousios means which of the following?,of a similar substance,of the same substance,of like substance,of human substance,B,False,0.55224216,0.095965296,0.14863396,0.20315854
"According to the Japanese origin myth, who gives birth to Amaterasu from his left eye?",Es,Izanagi,Izanami,Kami,B,False,0.37162492,0.073177285,0.047246806,0.507951
 The numen of Augustus referred to which of the following characteristics?,Divine power,Sexual virility,Military acumen,Philosophical intellect,A,False,0.17050728,0.020364191,0.09126598,0.7178625
