0,1,2,3,4,5,llama_7B_ga_alpacafollowturn_20000/ckp5000_correct,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceD_probs
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,True,0.40252653,0.13068123,0.19014007,0.2766522
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,True,0.19397636,0.09162794,0.24907058,0.4653251
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.21507852,0.06982577,0.13045172,0.584644
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.26969945,0.0681907,0.26969945,0.3924104
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.47030693,0.10493966,0.17301625,0.25173718
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,False,0.4369797,0.09750336,0.12519678,0.34032014
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,True,0.22266439,0.052887425,0.11918366,0.60526454
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.4088039,0.11712428,0.1931053,0.28096655
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.2760388,0.06979354,0.06979354,0.5843741
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.10561945,0.049891096,0.06406143,0.78042805
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.29164848,0.083558686,0.20044687,0.42434603
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.46997666,0.07207326,0.17289476,0.28505525
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.31680244,0.13206291,0.1921504,0.3589842
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,True,0.35369885,0.042243302,0.08942907,0.51462877
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.38297236,0.058730714,0.06655062,0.49174625
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.6355676,0.09746745,0.1418143,0.12515068
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.21507852,0.06982577,0.13045172,0.584644
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,False,0.3128416,0.1015648,0.13041179,0.45518184
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.36952758,0.105871424,0.105871424,0.4187296
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,True,0.29350364,0.065489516,0.15710118,0.4839057
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,False,0.21638359,0.07960307,0.115821786,0.58819157
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.22190745,0.056106992,0.118778504,0.603207
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,False,0.30889943,0.12876844,0.21230327,0.3500289
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.33841923,0.096958734,0.18114276,0.38347924
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.24045624,0.03687516,0.14584409,0.57682455
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.3412776,0.059305154,0.16120812,0.43820912
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,False,0.28096673,0.06269215,0.1931054,0.4632358
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.25771952,0.08366927,0.17712785,0.4814834
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,False,0.3531313,0.07879424,0.114644945,0.45342955
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,True,0.34127745,0.11079656,0.16120805,0.386718
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.7101651,0.10890735,0.08481713,0.09611039
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,False,0.2476935,0.07096537,0.21858872,0.46275234
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.23299645,0.0667546,0.1413195,0.55892944
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,True,0.1905047,0.05458051,0.089988045,0.6649267
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.15368198,0.05653644,0.25337875,0.5364028
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.41342935,0.09224856,0.17234299,0.3219791
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.3815747,0.09647719,0.14037348,0.3815747
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.4088039,0.11712428,0.1931053,0.28096655
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,True,0.23046781,0.05827139,0.084784366,0.62647647
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,False,0.3248988,0.15347132,0.15347132,0.36815858
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,False,0.17228293,0.09221641,0.1341741,0.6013265
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,False,0.27042326,0.060339585,0.16401999,0.50521713
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,True,0.35389748,0.06149816,0.06968655,0.5149178
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,True,0.40388215,0.1021174,0.09011829,0.40388215
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.30166775,0.09793718,0.16147111,0.43892398
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.2602784,0.07457101,0.17888655,0.48626405
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.33114967,0.06520723,0.12182315,0.4818199
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.2073642,0.08644226,0.14251919,0.56367433
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.18444993,0.059882123,0.11187453,0.64379346
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,False,0.5015047,0.076908246,0.076908246,0.34467882
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.16256487,0.041102838,0.06776712,0.7285652
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,False,0.21842667,0.070912756,0.11691537,0.59374523
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.27100182,0.07764332,0.14505681,0.506298
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,False,0.25507343,0.050226938,0.082810216,0.61188936
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.2986834,0.085574225,0.18116063,0.43458176
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.38084772,0.058404893,0.17989972,0.38084772
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.20765251,0.08656245,0.20765251,0.4981325
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,True,0.34040636,0.12522851,0.23395765,0.30040756
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.16864866,0.06204238,0.10229059,0.6670184
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,True,0.23951131,0.041620824,0.27140185,0.44746602
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.3166202,0.0907132,0.13198693,0.46067965
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.32003143,0.08091662,0.13340895,0.465643
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.4240453,0.044694044,0.10721544,0.4240453
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.27573752,0.061525356,0.14759165,0.5151455
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.42684412,0.07417439,0.12229289,0.3766886
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.5208125,0.07048431,0.21710695,0.19159622
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,False,0.19288754,0.08040749,0.13256955,0.59413546
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.18824914,0.053934284,0.10076251,0.65705407
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.28661796,0.07246836,0.10544085,0.5354728
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.33726063,0.040280037,0.06641056,0.55604875
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.2902136,0.07337749,0.09421856,0.5421904
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.32856175,0.07331204,0.22581697,0.37230924
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.312651,0.08957602,0.24349287,0.35428002
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,True,0.412909,0.10439975,0.118300416,0.3643909
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,True,0.45518184,0.1015648,0.13041179,0.3128416
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.42689714,0.057774246,0.13859321,0.3767354
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,False,0.6731278,0.13254672,0.091097936,0.10322749
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,True,0.21411417,0.08925607,0.11460706,0.58202267
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,False,0.45092008,0.12919077,0.14639232,0.27349687
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.18540892,0.06820812,0.09924224,0.6471407
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.2663578,0.05943246,0.23505996,0.4391498
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.34182414,0.12575008,0.2662129,0.2662129
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,False,0.14380097,0.067926764,0.14380097,0.6444712
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,False,0.27392367,0.06112063,0.21333195,0.45162377
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.24992497,0.04921315,0.17177075,0.5290912
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.465643,0.08091662,0.13340895,0.32003143
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.57301515,0.068436906,0.087874725,0.2706732
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.4296859,0.09587588,0.17911972,0.2953185
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.4369797,0.09750336,0.12519678,0.34032014
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,False,0.3779089,0.06567072,0.17851152,0.3779089
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.22335622,0.06399263,0.105506,0.60714513
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.23694138,0.07692361,0.18453014,0.5016049
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.16280685,0.05989329,0.20904814,0.5682517
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.3179559,0.10322517,0.21852769,0.36029124
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.11826635,0.049300753,0.151857,0.68057585
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,False,0.25585195,0.057088293,0.07330281,0.61375695
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.3614417,0.07117209,0.3189712,0.24841501
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.4028737,0.11542525,0.16794273,0.31375834
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.34786686,0.11293584,0.14501248,0.3941848
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.29096648,0.07356785,0.15574314,0.47972262
Sound travels in,solids,liquids,gases,All of these,D,True,0.2706732,0.068436906,0.087874725,0.57301515
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.18207395,0.040626187,0.14179933,0.6355005
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.30350286,0.052740887,0.1433646,0.5003916
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.16151878,0.067331046,0.20739423,0.5637559
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.5553636,0.12391837,0.1404179,0.18030016
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.39249817,0.12742549,0.08757818,0.39249817
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,True,0.2934625,0.07419894,0.08407842,0.54826015
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.29159608,0.1072722,0.17686196,0.4242698
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.36404383,0.07168448,0.15175605,0.4125157
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.43477595,0.06667505,0.15994513,0.33860385
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.32538554,0.082270354,0.223634,0.36871013
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.54419625,0.05735786,0.107158594,0.29128727
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.31015885,0.07842044,0.21316886,0.39825183
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,True,0.27864078,0.07045142,0.1915068,0.45940095
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.5221146,0.09072991,0.16950579,0.21764973
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.2649464,0.049010158,0.12515183,0.56089157
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.23244914,0.08551327,0.12442107,0.55761653
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.2617548,0.10911564,0.14010724,0.48902234
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,True,0.14854282,0.054645848,0.13108858,0.6657227
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,True,0.31102183,0.10097401,0.18864428,0.39935994
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.34565786,0.053008348,0.2096521,0.39168167
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.19969833,0.06483256,0.25641775,0.4790514
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.42000514,0.07298595,0.1363557,0.37065324
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.39181906,0.099067375,0.16333447,0.3457791
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.60728884,0.119582266,0.15354666,0.119582266
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.54667366,0.04776781,0.073984236,0.33157435
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.34508947,0.06795215,0.1438547,0.44310364
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.2646437,0.059049986,0.18188676,0.4944195
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.4285537,0.074471466,0.20243444,0.29454038
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.17484114,0.0134823,0.120166436,0.6915101
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,True,0.26249945,0.09656815,0.0852211,0.5557113
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.5237913,0.026078032,0.13243519,0.3176955
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.49393356,0.06684664,0.20590213,0.23331769
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.32185984,0.09221439,0.22121082,0.36471498
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.27349684,0.12919076,0.1463923,0.45092005
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.30689576,0.112900645,0.18614168,0.39406195
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.31340593,0.1152956,0.1152956,0.45600292
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.29350364,0.065489516,0.15710118,0.4839057
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.29159608,0.1072722,0.17686196,0.4242698
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,True,0.21315718,0.061070554,0.069202,0.6565703
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.37646377,0.044962186,0.09518495,0.48338905
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.28234574,0.08089341,0.17125136,0.46550944
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,True,0.3043254,0.067904174,0.23700887,0.39076155
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.4403983,0.05960143,0.11135013,0.38865015
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.3137583,0.115425244,0.16794273,0.40287367
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.28680977,0.072516866,0.22336768,0.41730574
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,False,0.48019198,0.12141155,0.10714532,0.29125115
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.47139484,0.056300085,0.10518241,0.36712268
