0,1,2,3,4,5,llama_7B_ga_alpacafollowturn_20000/ckp5000_correct,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceD_probs
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.50971645,0.08857544,0.1288765,0.27283156
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.19638038,0.06375537,0.13497013,0.60489416
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.2146655,0.054275937,0.14753729,0.5835213
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.035717487,0.011595771,0.03152057,0.9211662
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.5157889,0.06980444,0.10156486,0.3128418
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.11660465,0.04289645,0.08014112,0.7603578
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.49402294,0.045951292,0.16038576,0.29964006
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,True,0.052504085,0.015042674,0.11115115,0.8213021
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.35835916,0.06628978,0.16927688,0.40607414
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.317748,0.055216324,0.10315768,0.5238779
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.21170618,0.068730935,0.21170618,0.5078567
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.12027117,0.04424529,0.22469613,0.6107874
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.49787405,0.052475538,0.26649278,0.18315764
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.46488422,0.055522505,0.11754114,0.3620522
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.33416668,0.08449057,0.20268233,0.37866044
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.17355691,0.020728417,0.1192838,0.6864309
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.5722793,0.053230267,0.16396075,0.21052979
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.19952485,0.03928877,0.064776234,0.6964101
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,True,0.4818199,0.06520723,0.12182315,0.33114967
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.2625792,0.06639042,0.18046786,0.4905625
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,True,0.11819007,0.029883128,0.08123076,0.77069604
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,False,0.7239361,0.086461835,0.028070047,0.16153198
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.25422323,0.07283617,0.19798923,0.47495148
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,False,0.19982454,0.09439044,0.22643088,0.47935417
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,False,0.15235184,0.0494614,0.19562362,0.6025632
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.09412593,0.04446194,0.073305346,0.78810674
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.13523391,0.030174764,0.056373883,0.77821743
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.22362043,0.105630815,0.19734433,0.47340447
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,False,0.26969945,0.0681907,0.26969945,0.3924104
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,False,0.29639047,0.07493925,0.14000495,0.48866528
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.25411502,0.072805166,0.25411502,0.4189648
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.32512814,0.082205266,0.119607955,0.47305864
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.42434597,0.08355868,0.20044684,0.29164845
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.23474535,0.040792625,0.08635799,0.638104
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.44296664,0.06793114,0.18465596,0.30444622
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.3216769,0.043534238,0.10443321,0.5303556
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,False,0.45469752,0.029067839,0.114965536,0.40126914
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.38887957,0.07657493,0.26727277,0.26727277
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.26617035,0.05939063,0.11095631,0.56348264
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.24243371,0.028954577,0.14704348,0.58156824
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.19638038,0.06375537,0.13497013,0.60489416
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.21703696,0.102520995,0.090474464,0.5899676
Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain?,6*10^3 W,6*10^5 W,6*10^7 W,6*10^11 W,B,False,0.26822886,0.08708116,0.14357257,0.50111747
People are supposed to drive on the left-hand side of the road in which country?,France,Italy,England,Germany,C,False,0.16703644,0.042233426,0.13008812,0.66064197
In the famous ballet 'The Nutcracker' who does the hero defeat?,Sugar Plum Fairy,Rat King,Snow Queen,Marzipan,B,False,0.2399213,0.047243305,0.060661606,0.6521737
An airplane's black box is usually what color?,black,white,orange,purple,C,False,0.30350286,0.052740887,0.1433646,0.5003916
Which of these sentences is written in the subjunctive?,I am not your man,I wish I were your man,Wherefore art your man?,Your man is where?,D,False,0.3614417,0.07117209,0.24841501,0.3189712
Which of the following terms refers to the process of using thick applications of paint?,Scumbling,Alla prima,Impasto,Frottage,C,False,0.18515904,0.041314565,0.12725782,0.64626855
What was Richard Nixon's middle name?,Michael,Milhous,Mortimer,Matthew,B,False,0.34231928,0.086551875,0.18323031,0.38789856
In what country did Pokemon originate?,France,Hungary,Japan,Canada,C,True,0.14640275,0.03266687,0.5109958,0.30993462
What important food crop is grown in fields called paddies?,wheat,rye,corn,rice,D,True,0.11246712,0.026713282,0.12744193,0.7333777
A triad on a color wheel can be described as,three analogous colors,three colors equally spaced apart,three colors of equal value,a complementary set,B,False,0.49607638,0.052286062,0.1106896,0.340948
Which of these famous baseball figures was once acquitted at court-martial for insubordination?,Abner Doubleday,Ty Cobb,Jackie Robinson,Billy Martin,C,False,0.1070241,0.039371967,0.15571915,0.6978848
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.18188527,0.08591652,0.09735618,0.634842
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,True,0.19869688,0.03452834,0.1547453,0.6120295
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.3087032,0.05364457,0.12868664,0.50896555
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.0932038,0.020796578,0.10561374,0.78038585
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,False,0.23585762,0.04644312,0.076571755,0.64112747
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,True,0.19591442,0.04953492,0.2220001,0.5325506
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.14221314,0.059283257,0.1611486,0.637355
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.3788074,0.065826856,0.26035026,0.29501548
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.30134794,0.0761927,0.12562051,0.49683878
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,True,0.32108298,0.023259172,0.05579586,0.599862
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,True,0.20603186,0.05209301,0.18182246,0.56005263
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,True,0.2797653,0.0334132,0.40705612,0.2797653
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.15399705,0.049995523,0.10584053,0.6901669
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.40101793,0.13019146,0.11489356,0.3538971
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,False,0.1262094,0.04097419,0.26718527,0.5656312
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,False,0.16928479,0.0705684,0.16928479,0.590862
How many sides does a rhombus have?,4,6,8,10,A,True,0.4798428,0.039387897,0.107067406,0.37370196
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.15708722,0.03093231,0.10796437,0.7040161
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.491849,0.08547054,0.1243589,0.29832152
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,True,0.25309584,0.034252796,0.10550605,0.60714537
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,True,0.24104284,0.060945176,0.18772437,0.5102877
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,False,0.29902357,0.06672117,0.14124873,0.4930065
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.3717168,0.05700462,0.09398472,0.47729382
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,False,0.10420785,0.033831336,0.091963105,0.76999766
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,True,0.1477499,0.04233105,0.1477499,0.6621691
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,False,0.16227902,0.052684285,0.14321074,0.641826
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.28927466,0.0645459,0.22528733,0.42089212
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.24104284,0.060945176,0.18772437,0.5102877
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,True,0.16473189,0.088174626,0.23968348,0.50740993
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.3231035,0.072094135,0.13468957,0.4701128
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,False,0.3741825,0.09460815,0.10720508,0.42400432
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,True,0.37422344,0.050645635,0.09461851,0.4805124
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.13383402,0.19472733,0.071636185,0.59980243
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,False,0.38181832,0.1803582,0.14046311,0.29736042
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.30595216,0.07735682,0.27000183,0.34668922
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.17948465,0.025857218,0.08478255,0.7098756
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.54134077,0.057056896,0.073262505,0.3283398
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.24537498,0.079661585,0.21654265,0.45842078
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,True,0.24164374,0.047582474,0.053918004,0.65685576
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,True,0.14759038,0.08951809,0.10143729,0.6614542
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,False,0.3004334,0.052207496,0.08607561,0.56128347
How many stars are on the American flag?,13,48,50,51,C,False,0.3593953,0.06245354,0.116678566,0.4614727
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,True,0.24578618,0.062144477,0.102458924,0.5896104
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.41957125,0.072910555,0.087946914,0.41957125
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.22504844,0.056901157,0.10630535,0.61174506
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.23883584,0.06038716,0.12783962,0.5729374
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.07150618,0.055689067,0.10404087,0.76876384
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.16258207,0.06777429,0.12661904,0.64302456
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,False,0.17377774,0.02075479,0.026649678,0.7788178
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.39418483,0.11293585,0.1450125,0.3478669
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.19591442,0.04953492,0.2220001,0.5325506
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.29096648,0.07356785,0.15574314,0.47972262
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.23347704,0.045974355,0.16046627,0.5600823
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.36246723,0.055586148,0.17121738,0.41072917
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,True,0.30655387,0.060364034,0.060364034,0.572718
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.4818199,0.06520723,0.12182315,0.33114967
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.23474535,0.040792625,0.08635799,0.638104
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.25641775,0.06483256,0.19969833,0.4790514
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.15204857,0.02642208,0.049362943,0.7721664
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,True,0.12995905,0.032858793,0.08931946,0.74786264
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,True,0.380722,0.04547076,0.08495056,0.4888567
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.43693087,0.06700552,0.110473424,0.38559014
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.50535595,0.060356162,0.127774,0.30651388
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,True,0.20243444,0.074471466,0.4285537,0.29454038
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.34900096,0.06872237,0.18680675,0.3954699
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.1262052,0.036158394,0.111375704,0.7262608
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,False,0.32734126,0.050199408,0.082764834,0.5396945
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.39249817,0.08757818,0.12742549,0.39249817
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.16638255,0.061208725,0.11435295,0.6580558
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.33119088,0.06521535,0.05755234,0.5460414
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,False,0.28234574,0.08089341,0.17125136,0.46550944
