0,1,2,3,4,5,llama_7B_ga_alpacafollowturn_20000/ckp5000_correct,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceA_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceB_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceC_probs,llama_7B_ga_alpacafollowturn_20000/ckp5000_choiceD_probs
Which of the following best describes an effect of the green revolution in the 1960s?,Increased varieties of each crop planted,Increased use of fertilizers,Decreased use of mechanization,Decreased use of pesticides,B,False,0.39855638,0.21333186,0.11418832,0.27392355
In what forest did Robin Hood live?,Black Forest,Petrified Forest,Nottingham Forest,Sherwood Forest,D,False,0.43327403,0.15939261,0.10954883,0.2977846
If a piece of music is in 'common time' how many quarter notes are there per measure?,one,four,five,ten,B,False,0.52934873,0.19473653,0.08117826,0.19473653
Which of these countries does not participate in NAFTA?,United States,Canada,Mexico,Guatemala,D,True,0.06794514,0.06794514,0.036368415,0.82774127
President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who,were living in the areas still in rebellion,were serving in the Union armies,were living in the border states,had escaped to Northern states,A,True,0.54998827,0.13905881,0.051156882,0.25979605
Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues?,Caryatids,Telamones,Discoboloi,Kouroi,D,False,0.4430448,0.16298708,0.20927955,0.18468855
In 1978 who became the youngest jockey ever to win horse racing's triple crown?,Jerry Bailey,Steve Cauthen,Willie Shoemaker,Pasquale Devito,B,False,0.3908305,0.2091965,0.16292238,0.23705068
What does the Latin phrase 'e pluribus unum' mean?,What a crazy life,In God we trust,from many one,for the greater good,C,False,0.5602457,0.18188514,0.16051309,0.0973561
In the United States what is the first day of spring?,21-Feb,21-Mar,21-Apr,21-May,B,False,0.6298165,0.15924254,0.051698484,0.15924254
Which of the following is an example of a concurrent power?,The printing and coining of money,The power to declare war,The process of naturalization,The levying of taxes,D,False,0.55113584,0.09577305,0.05808929,0.29500178
Which of these animals shares its name with a luxury car?,yak,gazelle,sloth,jaguar,D,False,0.3966659,0.16535495,0.16535495,0.27262422
Who were the Know-Nothings?,a '60's comedy troupe,computer designers,a political party,a spy ring,C,False,0.43327403,0.10954883,0.2977846,0.15939261
Which of the following poses the greatest safety risk while being heated in a school laboratory?,A mixture of iron and sulfur,Mercury(II) oxide,Sodium chloride,Copper(II) sulfate hydrate,B,False,0.45505422,0.1674051,0.101536326,0.27600434
Who is the star of the TV show 'Everybody Loves Raymond'?,Ray Liotta,Ray Romano,Ray Parker Jr,Sugar Ray Leonard,B,False,0.5003916,0.30350286,0.052740887,0.1433646
In what sport do you find 'steel cage' matches?,boxing,fencing,pro wrestling,college basketball,C,True,0.24613409,0.19168942,0.31604242,0.24613409
Which of the following best helps explain why volcanoes tend to form along subduction zones?,Rock material carried deep below Earth's surface results in material melting and rising to the surface.,"Two plates pull away from each other, and magma oozes out.",The friction resulting from the collision of two continents causes rock to melt.,There is a row of hot spots at these boundaries.,A,True,0.45961514,0.19159609,0.13168195,0.21710682
How many sides does a rhombus have?,4,6,8,10,A,True,0.6912943,0.12012894,0.08256333,0.10601342
Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree,I only,II only,I and II only,"I , II , III , and IV",C,False,0.43291965,0.12403356,0.18046775,0.26257905
From whom does the Lutheran Church get its name?,Martin Luther King Jr,Martin Luther,Luther Vandross,Lex Luthor,B,False,0.6884643,0.22351162,0.044012047,0.044012047
What is the only metal that is a liquid at normal atmospheric pressure and temperature?,lead,antimony,uranium,mercury,D,False,0.3655293,0.13447072,0.13447072,0.3655293
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust?",Measurement of the intensity and fluctuations of Earth's magnetic field,Examination of flowing lava,Collection of samples from deep boreholes drilled into Earth,Studies of the speeds and travel paths of seismic waves passing through Earth,D,False,0.62396675,0.13922581,0.05803795,0.17876947
"When the production of a good generates negative externalities, the private market will",overproduce the good relative to the socially optimal level of output,underproduce the good relative to the socially optimal level of output,compensate the third parties harmed by the negative externality,charge lower than the market equilibrium price to compensate for the externality,A,True,0.41098398,0.15119256,0.11774889,0.32007465
Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following?,New entrants to the labor market,People who are laid off and are looking for new jobs,Discouraged people who have given up looking for jobs,Full-time students looking for part-time jobs,C,False,0.478481,0.1370871,0.09421849,0.2902134
Which fast food chain used the advertising slogan 'Where's the beef?',Wendy's,Kentucky Fried Chicken,Burger King,McDonald's,A,True,0.42434597,0.20044684,0.08355868,0.29164845
What city is known as 'the rubber capital of the world'?,Omaha Nebraska,Rockford Illinois,Grand Rapids Michigan,Akron Ohio,D,False,0.4114753,0.13358647,0.09181255,0.36312568
What was the first American college to become coeducational?,Oberlin College,Dartmouth College,Grinnell College,Antioch College,A,True,0.4054419,0.21701743,0.13162771,0.24591295
What color is Uncle Sam's goatee?,brown,black,white,dishwater blond,C,False,0.47020087,0.22210716,0.13471481,0.17297724
According to a famous line from the existentialist play 'No Exit' what is hell?,oneself,other people,little made,large hued in green and blue,B,False,0.42886487,0.20258142,0.10843402,0.2601197
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements?",New England Puritanism,Transcendentalism,Naturalism,Harlem Renaissance,D,False,0.19408917,0.19408917,0.3626063,0.24921542
What is the 7-Eleven company's trademarked name for its super-large sodas?,Big Slurp,Big Gulp,Big Drink,Big Sip,B,False,0.6495722,0.12790835,0.07758034,0.14493915
The sport of judo comes from what Asian country?,Japan,Vietnam,Laos,Philippines,A,True,0.5976949,0.21987966,0.049061783,0.13336375
The demand for which of the following products is likely to be the most elastic?,Water,Bread,Salt,Pork,D,False,0.50111747,0.14357257,0.08708116,0.26822886
What country is the rock group U2 from?,England,Ireland,Belgium,Germany,B,False,0.40015757,0.40015757,0.010663838,0.18902105
Elephant tusks are made of what material?,Coral,Ivory,Bone,Calcium,B,False,0.53253114,0.2850434,0.06360178,0.11882376
What city did the Beatles originally call home?,London,Leeds,Liverpool,Manchester,C,False,0.6757493,0.21938367,0.033643577,0.07122345
Which of these is not one of the three branches of the US government?,Judicial,Executive,Parliamentary,Legislative,C,False,0.21685663,0.0797771,0.035400875,0.6679655
In British currency how many pence make a pound?,10,100,500,1000,B,False,0.6800174,0.17193532,0.02987788,0.11816931
How are actors Charlie Sheen and Emilio Estevez related?,They're cousins,They're brothers,They're father and son,They're uncle and nephew,B,False,0.6027604,0.15240169,0.0924363,0.15240169
Which of the following requires the use of at least two needles?,macrame,braiding,crocheting,hand knitting,D,False,0.46275234,0.21858872,0.07096537,0.2476935
In 1909 Frederick Cook claimed to be the first explorer to reach what location?,Mount Everest,Bermuda Triangle,Atlantis,North Pole,D,False,0.54998827,0.25979605,0.051156882,0.13905881
A clothes dryer that is set to run for 30 minutes is an example of which of the following control systems?,Open loop,Closed loop,Negative feedback,Positive feedback,A,True,0.478481,0.1370871,0.09421849,0.2902134
How many stars are on the American flag?,13,48,50,51,C,False,0.62396675,0.17876947,0.05803795,0.13922581
Who was the English king at the time of the American Revolution?,Charles I,James I,Edward III,George III,D,False,0.5694585,0.20949207,0.07706782,0.14398165
Which of these animals lays eggs?,cow,gerbil,frog,elephant,C,False,0.5739476,0.1863335,0.053385448,0.1863335
"An enterprise analysis shows an average return of $151 for each $100 of feed fed to hogs last year and a return of $130 for each $100 of feed fed to hogs this year. Assuming that feed costs are stable and there are no major death losses, which of the following is the most likely explanation for the difference in returns?",Lower feed efficiency,Poor record keeping,Lower market prices,Lower purchase prices,C,False,0.29038692,0.13716908,0.19957982,0.3728642
"If tickets to a baseball game generally cost between $10 and $30, a season has about 150 games, and each game is attended by 50,000-75,000 people, which of the following is a good estimate for ticket sales revenue for the 150 games combined?","$20,000,000","$200,000,000","$2,000,000,000","$20,000,000,000",B,False,0.37286422,0.13716908,0.19957983,0.29038695
Which of these is not a breed of cat?,Persian,Turkish Angora,Bichon Frise,Maine Coon,C,False,0.14493914,0.12790833,0.07758033,0.64957213
Approximately how many movies are watched in homes in the United States in one year?,"200,000,000","2,000,000,000","20,000,000,000","200,000,000,000",C,False,0.34445453,0.12671775,0.18437323,0.34445453
Which of these is not found in a Snickers candy bar?,almonds,chocolate,nougat,caramel,A,True,0.4442299,0.127274,0.03646461,0.39203152
In the children's game what color is 'Rover'?,Green,black,red,blue,C,False,0.59512186,0.17050527,0.11718644,0.11718644
Which of the following breakfast cereals is shaped like the letter O?,Life Corn,Chex,Cheerios,Raisin Bran,C,False,0.5635696,0.11097344,0.14249271,0.18296427
"Normally, S-P arrival intervals from a minimum of how many seismic stations are required to uniquely locate the epicenter of an earthquake?",1,2,3,4,C,False,0.52696425,0.15097779,0.15097779,0.17108025
Which character on the TV show 'Friends' is a chef?,Joey,Monica,Ross,Rachel,B,False,0.4633112,0.19313684,0.15041512,0.19313684
"If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is",regressive,progressive,proportional,revenue-neutral,B,False,0.5089979,0.16524743,0.11357279,0.2121819
The aesthetic philosophy that claims that the value of a work of art is determined by museums and galleries is known as,capitalism,conceptualism,structuralism,institutionalism,D,False,0.47604483,0.22486766,0.04427907,0.25480846
What is your hallux?,earlobe,tongue,eyelid,big toe,D,False,0.55874676,0.20555145,0.07561815,0.16008364
What metal device is used by police to immobilize the wheels of repeat parking offenders?,Brooklyn clamp,Denver boot,LoJack,The Club,B,False,0.41184372,0.13370608,0.13370608,0.32074422
What disease is sometimes referred to as the 'royaldisease'?,rickets,measles,hemophilia,tuberculosis,C,False,0.37354502,0.19994426,0.19994426,0.22656651
Which of the following statements accurately describes a JPEG compressed digital photograph?,The JPEG format is used only for color photos.,A JPEG compression alters the proportions of the original image by rearranging data.,A JPEG compression sharpens the details in an image.,The JPEG format compresses file size by selectively discarding data.,D,True,0.27570105,0.13023195,0.07898967,0.51507735
What do herpetologists study?,Herpes,Blood,Insects,Reptiles and amphibians,D,False,0.37139764,0.13662957,0.12057516,0.37139764
Which of these is a virus?,Staphylococcus,Leukemia,Scoliosis,Chicken pox,D,False,0.55874676,0.16008364,0.07561815,0.20555145
What new token was recently added to the Monopoly board game?,piggybank,sack of money,globe,telephone,B,False,0.50152194,0.16282034,0.09875553,0.23690219
What is considered the proper way to address a duke?,Your Majesty',Your Eminence',Your Excellency',Your Grace',D,False,0.6594839,0.14715075,0.078764126,0.11460112
Which of the following is about the Watergate scandal?,All the King's Men',All the Pretty Horses',All the President's Men',All the Right Moves',C,False,0.38812074,0.18333524,0.26675123,0.1617928
What causes the disease toxoplasmosis?,a bacterium,a protozoan,a virus,a prion,B,False,0.7070475,0.13922592,0.058037996,0.09568848
Which of these rock guitarists designed a colorful line of men's neckties?,Eric Clapton,Jerry Garcia,Jeff Beck,Keith Richards,B,False,0.32332504,0.25180578,0.17306343,0.25180578
In mobster lingo if you 'sing like a canary' what are you doing?,impersonating Sinatra,talking to the cops,killing an enemy,betting on horses,B,False,0.46128368,0.21789497,0.10292631,0.21789497
Where did Lewis and Clark begin their famous expedition in 1804?,Seattle,St Louis,New Orleans,Washington DC,B,False,0.73794264,0.14530952,0.02861314,0.08813468
According to a popular slogan what state should people not 'mess with'?,New York,Texas,Montana,Rhode Island,B,False,0.33201173,0.22818811,0.10778843,0.33201173
Each year in pro baseball the player voted as the best fielder at his position wins what?,a brand new car,the Gold Glove,the Silver Bat,the Brass Baseball,B,False,0.5325506,0.2220001,0.04953492,0.19591442
"Of the following objectives, which is most appropriate for a technology education program that has a goal of enabling students to develop creative technical solutions to present and future societal problems?","Design and construct a threedimensional model of a low-income, multifamily dwelling unit",Describe several construction careers that are related to home building,Categorize the components of a technical system,Identify the major tools and equipment used in highway construction,A,True,0.45287284,0.21392198,0.16660261,0.16660261
