0,1,2,3,4,5,llama_7B_firstturn_20000_2/ckp15k_correct,llama_7B_firstturn_20000_2/ckp15k_choiceA_probs,llama_7B_firstturn_20000_2/ckp15k_choiceB_probs,llama_7B_firstturn_20000_2/ckp15k_choiceC_probs,llama_7B_firstturn_20000_2/ckp15k_choiceD_probs
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.96643865,0.015621026,0.011428587,0.0065118126
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.83534515,0.005991519,0.013502097,0.14516123
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,True,0.8760194,0.06755137,0.026453495,0.029975735
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.78257656,0.04147504,0.09346544,0.08248296
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,False,0.9680551,0.01887407,0.0069433823,0.0061275135
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,True,0.93298715,0.021941755,0.015080333,0.029990824
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,False,0.6395832,0.076387316,0.20764226,0.076387316
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,False,0.9601088,0.012865465,0.0083065685,0.01871914
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.9156901,0.035505157,0.024402315,0.024402315
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.54289657,0.08325589,0.08325589,0.2905916
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,False,0.8313535,0.05314665,0.016208813,0.09929102
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.7024383,0.004176851,0.2584126,0.034972344
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,False,0.89680326,0.012792211,0.06496421,0.025440352
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.7983563,0.10149962,0.042311333,0.057832737
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,False,0.92693585,0.012420947,0.024702003,0.035941202
Sound travels in,solids,liquids,gases,All of these,D,False,0.9288161,0.0116920695,0.01324885,0.046243027
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.6846434,0.026546504,0.092656404,0.19615363
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,True,0.93740773,0.010413659,0.030132923,0.022045717
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,False,0.9464231,0.0135,0.0076920683,0.032384817
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.92202884,0.0179767,0.05201731,0.007977112
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.9716168,0.013859369,0.0037301986,0.010793688
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.57577837,0.047262765,0.06876692,0.30819196
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,False,0.8204937,0.12582679,0.021865416,0.031813994
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.54763263,0.07889397,0.25868332,0.11479004
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,False,0.9908084,0.0055346107,0.0014896202,0.0021673846
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,True,0.92588174,0.024673913,0.026265245,0.023178995
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.97845227,0.0016669107,0.009011233,0.010869622
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.8239962,0.012511721,0.08684856,0.076643586
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.7987673,0.027332315,0.035095386,0.13880494
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.86002505,0.05164852,0.05497956,0.03334679
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,True,0.91291034,0.01079559,0.021469595,0.054824527
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.6929404,0.12041499,0.05019644,0.13644806
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,True,0.5627921,0.28298965,0.04339787,0.11082034
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.7804603,0.08756522,0.019538442,0.112435974
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.5172863,0.21563701,0.022727974,0.24434873
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.9143332,0.020200253,0.05158315,0.013883417
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.56648797,0.11874233,0.15246817,0.16230153
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.596801,0.0590913,0.23371062,0.110397086
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,False,0.8933118,0.039249383,0.030567449,0.03687138
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.6875562,0.11224046,0.15341453,0.046788786
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.8993289,0.021150189,0.025511997,0.054008897
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,True,0.9485916,0.026909472,0.006004315,0.018494591
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.70289713,0.04493471,0.122145206,0.1300229
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.9426692,0.009837637,0.032256365,0.0152368285
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.88378686,0.0023319758,0.064021304,0.04985984
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.46667394,0.10412903,0.23465839,0.19453864
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,True,0.9953744,0.0024672865,0.0007524798,0.0014058175
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,True,0.96443254,0.012140414,0.0155886,0.00783844
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.9612918,0.021237703,0.012100878,0.005369732
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,False,0.38421056,0.2056531,0.07107181,0.33906463
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.9608848,0.01759922,0.009420183,0.012095755
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,True,0.89064693,0.03047626,0.03453413,0.044342697
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.840516,0.03259034,0.09430328,0.03259034
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,False,0.91789436,0.031408615,0.022979036,0.027718008
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.8768715,0.018198887,0.023367835,0.08156176
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,False,0.963906,0.014636139,0.010059263,0.011398637
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,False,0.9363477,0.028275251,0.013356282,0.022020789
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.968729,0.007396337,0.01774289,0.006131779
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.8808554,0.0029843843,0.072305016,0.043855205
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.88139045,0.032104645,0.056345403,0.030159522
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,True,0.8863868,0.028492859,0.07745162,0.0076687485
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,False,0.61172116,0.099860735,0.17526105,0.11315704
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,False,0.9720703,0.003972629,0.006152928,0.017804088
