0,1,2,3,4,5,llama_7B_ds_alpaca_52000/epoch2_correct,llama_7B_ds_alpaca_52000/epoch2_choiceA_probs,llama_7B_ds_alpaca_52000/epoch2_choiceB_probs,llama_7B_ds_alpaca_52000/epoch2_choiceC_probs,llama_7B_ds_alpaca_52000/epoch2_choiceD_probs
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,False,0.00077927555,0.010757566,0.9683653,0.020097781
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.03297016,0.7503974,0.10155524,0.11507717
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.07960307,0.115821786,0.21638359,0.58819157
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.0003352036,0.9992279,0.00043040994,6.53543e-06
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,True,0.90987027,0.031134048,0.058166057,0.00082969427
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.005909748,0.99386674,0.00020222044,2.1313877e-05
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.21672899,0.022843067,0.75645846,0.0039695296
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,False,0.59745634,0.31979534,0.049042203,0.03370618
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.008576411,0.9912983,5.0997205e-05,7.420049e-05
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.99514824,0.0027951666,0.0010282843,0.0010282843
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.32586423,0.072710134,0.5372593,0.06416647
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.0031565938,0.99177223,0.0031565938,0.0019145708
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.95076317,0.04733571,0.001619739,0.0002814684
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.021309853,0.05792618,0.906118,0.014646033
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.52151805,0.35843378,0.029422035,0.09062625
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.13305305,0.1708435,0.6756991,0.020404346
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.7359831,0.16422002,0.07757204,0.022224763
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.14131954,0.035731174,0.5589296,0.26401964
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.003172181,0.9966696,0.0001229988,3.5239747e-05
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.9959067,0.0035918006,0.000378573,0.00012290465
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,True,0.0031625726,0.0014938934,0.99365073,0.0016928031
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.09566114,0.12283133,0.62378895,0.15771854
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.09735618,0.08591652,0.634842,0.18188527
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,False,0.21732275,0.033327524,0.6694012,0.079948574
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.0028003857,0.99700636,0.00010858273,8.456432e-05
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,False,0.4547317,0.5152785,0.007350053,0.022639759
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.62021995,0.3761824,0.0032546157,0.00034303396
What is the optimal span of control?,2,5,7,None of the above,D,False,0.07048431,0.5208125,0.19159622,0.21710695
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,True,0.0010117679,0.0018902314,0.017934015,0.97916406
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,True,0.73598295,0.07757203,0.04152132,0.14492364
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.0026964652,0.0044457195,0.96000814,0.032849673
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.3218423,0.60128057,0.03843858,0.03843858
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,5.1288756e-05,0.00080229115,0.0021808534,0.9969656
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.023649994,0.17475113,0.018418634,0.78318024
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,False,0.93821025,0.01718392,0.04122208,0.0033837145
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.033071116,0.9664797,0.00019664805,0.0002525011
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.22250736,0.77662694,0.00037906793,0.00048673287
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,False,0.17193802,0.41245788,0.2207728,0.1948313
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.06545464,0.024079418,0.48364803,0.4268179
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,True,0.0026955442,0.0004133751,0.9596802,0.03721084
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,True,0.15793742,0.3788722,0.2603948,0.20279567
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.99899465,0.00033512537,0.00033512537,0.00033512537
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,True,0.31847987,0.6742219,0.0045428714,0.0027553907
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,4.297305e-05,0.94654435,0.05340038,1.2311984e-05
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.0002583159,0.008554247,0.002450833,0.98873657
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.5947625,0.31835344,0.07103425,0.015849883
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.032636587,0.14626703,0.74280524,0.078291096
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.001636358,0.037243336,0.9605183,0.00060198247
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,False,0.9909266,0.0019129384,0.0066768113,0.00048366658
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,False,0.02490253,0.007134694,0.8246585,0.14330417
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.78889745,0.17602682,0.02382264,0.011253017
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.00022903702,0.005212859,0.99339503,0.001163146
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,False,0.020056875,0.45649236,0.16793416,0.3555166
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,True,0.017214654,0.93988824,0.041295808,0.0016012123
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.00017900726,0.00042941605,0.99692047,0.002471119
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.0058710244,0.006652742,0.98735446,0.00012184922
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.11645947,0.02293223,0.86052555,8.270653e-05
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.00013922181,0.0014967753,0.0027963445,0.9955676
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.46352598,0.52524376,0.0003291843,0.010901086
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.0009861221,0.012013426,0.95434463,0.032655876
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,False,0.6594549,0.08924751,0.21409366,0.037203897
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.028086353,0.017035235,0.9300923,0.024786118
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.1424752,0.20730019,0.63852954,0.011695077
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.51724344,0.042457927,0.4028296,0.037468992
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,False,0.4727679,0.004634853,0.4727679,0.049829368
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.9270593,0.031722225,0.013223791,0.027994765
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.9985702,0.0009105782,0.00013964169,0.00037958546
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.642877,0.34410727,0.0012410445,0.011774703
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.00015777115,0.0031689187,0.99564457,0.0010287971
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,True,0.040983792,0.9327868,0.00914472,0.017084587
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,True,0.10508949,0.005232098,0.009774845,0.87990355
