0,1,2,3,4,5,llama_7B_ds_alpaca_52000/epoch2_correct,llama_7B_ds_alpaca_52000/epoch2_choiceA_probs,llama_7B_ds_alpaca_52000/epoch2_choiceB_probs,llama_7B_ds_alpaca_52000/epoch2_choiceC_probs,llama_7B_ds_alpaca_52000/epoch2_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.18520358,0.30534908,0.16344157,0.34600583
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.55909985,0.2992646,0.11009329,0.031542256
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.44516277,0.44516277,0.06826793,0.04140659
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.75232995,0.11537354,0.04244355,0.089853
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.20483434,0.18076567,0.18076567,0.4336343
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.20272683,0.33424002,0.20272683,0.2603064
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,True,0.4219747,0.32863423,0.09415528,0.15523581
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.34127745,0.386718,0.16120805,0.11079656
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.34118503,0.49642128,0.07612867,0.08626509
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.89969236,0.07385124,0.018672518,0.007783864
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.4219749,0.37239152,0.15523589,0.050397716
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.21936889,0.5262386,0.103622526,0.15076989
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.22532511,0.4209627,0.15486352,0.1988487
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.15390794,0.47406983,0.17440055,0.1976217
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.40101793,0.3538971,0.13019146,0.11489356
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.5500941,0.42841375,0.010075326,0.011416839
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.13168195,0.45961514,0.19159609,0.21710682
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.21795328,0.31712013,0.24697341,0.21795328
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.18114278,0.38347927,0.09695874,0.33841926
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.095054105,0.5469986,0.15671773,0.20122956
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.7017515,0.20105517,0.03959011,0.05760327
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.653011,0.1285855,0.21200164,0.0064018946
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.18515001,0.3919626,0.23773733,0.18515001
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.15948664,0.38258857,0.07533616,0.38258857
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.28297442,0.41172534,0.13366765,0.17163265
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.8056825,0.15864828,0.016721405,0.018947836
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.22375575,0.25354847,0.15378492,0.36891085
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.01453557,0.3748773,0.065143906,0.54544324
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.6384501,0.23487267,0.05938511,0.06729214
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.87727416,0.063549526,0.02063151,0.038544737
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.2848873,0.41450858,0.10480418,0.19579999
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.3037987,0.39008525,0.16261172,0.14350435
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.32214925,0.32214925,0.22140972,0.13429178
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.18468855,0.4430448,0.16298708,0.20927955
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.38297197,0.38297197,0.12433279,0.10972331
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.22374377,0.5367334,0.11976141,0.11976141
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.84035426,0.100366004,0.041838773,0.017440995
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.17247821,0.7729937,0.038485087,0.016042972
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.35339925,0.35339925,0.07885403,0.21434748
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.23745169,0.34549016,0.304894,0.11216423
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,False,0.47771567,0.4215826,0.05035086,0.05035086
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.79288334,0.13778247,0.018646829,0.050687335
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.07331368,0.613848,0.136968,0.17587039
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.12141155,0.29125115,0.10714532,0.48019198
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.2723227,0.44898424,0.113520995,0.16517207
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.22263888,0.4713265,0.15301731,0.15301731
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.6942455,0.17553276,0.023755774,0.106466
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.16333447,0.3457791,0.099067375,0.39181906
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.37838897,0.42877087,0.084429994,0.108410254
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.77291274,0.22144322,0.004055874,0.001588303
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.16921322,0.5906122,0.022900518,0.21727408
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.8464001,0.12979966,0.008297814,0.015502359
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.24896674,0.24896674,0.09158974,0.41047674
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.58167505,0.24247824,0.061308097,0.11453861
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.24302451,0.40067968,0.18926768,0.16702813
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.2304386,0.48783854,0.1233449,0.15837798
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.32538554,0.36871013,0.223634,0.082270354
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.87584794,0.11853313,0.003158801,0.0024600765
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.11357279,0.5089979,0.2121819,0.16524743
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.17704698,0.29190114,0.15624341,0.3748085
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.66131586,0.21469782,0.06970218,0.05428411
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.1988487,0.4209627,0.15486352,0.22532511
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.36795917,0.6066621,0.011111404,0.014267325
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.29548073,0.33482352,0.1395752,0.23012061
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.33640113,0.4319476,0.18006255,0.051588785
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.42588618,0.17753577,0.138265,0.25831303
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.053592775,0.08835954,0.83833206,0.019715682
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.2267152,0.47995612,0.15581894,0.13750973
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.14864884,0.4578707,0.2777126,0.115767844
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.90056163,0.0949185,0.0032479325,0.0012719086
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.20524758,0.29863346,0.23257597,0.2635431
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.50576156,0.3067599,0.09959036,0.08788818
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.55413526,0.26175496,0.109115705,0.07499405
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.72633183,0.16206655,0.024853708,0.08674797
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.2517814,0.19608754,0.08174145,0.47038957
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.17270282,0.6830529,0.009743226,0.13450108
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.72310215,0.26601443,0.0037944918,0.007089044
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.48783854,0.2304386,0.1233449,0.15837798
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.23389466,0.34031472,0.16075328,0.26503736
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.21556492,0.35540646,0.11538358,0.3136451
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.3757868,0.25827426,0.10766473,0.25827426
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.041630704,0.008197571,0.0026613618,0.9475104
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.9030422,0.06541616,0.00064131746,0.030900404
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.5789936,0.27349722,0.069150925,0.07835826
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.35543463,0.51715434,0.04810285,0.07930819
