0,1,2,3,4,5,llama_7B_ga_firstturn_20000/ckp5000_correct,llama_7B_ga_firstturn_20000/ckp5000_choiceA_probs,llama_7B_ga_firstturn_20000/ckp5000_choiceB_probs,llama_7B_ga_firstturn_20000/ckp5000_choiceC_probs,llama_7B_ga_firstturn_20000/ckp5000_choiceD_probs
Which type of economic activity is most closely tied to the physical environment?,Primary,Secondary,Tertiary,Quaternary,A,False,0.17737359,0.5463491,0.13813868,0.13813868
The majority of workers in periphery countries are probably employed in which type of activities?,Primary,Secondary,Tertiary,Quaternary,A,False,0.17067708,0.52572244,0.17067708,0.13292345
All of the following are non-basic jobs in the city EXCEPT,city firefighter.,social worker.,dry cleaner.,garment factory worker.,D,False,0.39948612,0.35254526,0.10100591,0.14696273
Transnational corporations distribute their operations,manufacturing goods where production costs are the highest.,conducting accounting and research services where economical.,based on comparative advantage.,with headquarters located in LDCs.,C,False,0.28517848,0.36617643,0.15264504,0.19600013
Which of the following is LEAST associated with the development of alluvial landscapes?,A deep cover of loose materials,A predominance of gentle slopes,Frequent flooding,Deep dissection and erosion,D,True,0.26354307,0.23257595,0.20524755,0.29863343
Which of the following is LEAST self-sufficient in the natural resources needed for modern industry?,United States,Japan,France,United Kingdom,B,True,0.19828953,0.28850955,0.22469147,0.28850955
One of the effects of the east–west orientation of the Alpine mountain system and the northern plains of western and central Europe is that it,limits the marine climate of Europe to coastal areas,provides a corridor for communication between southern and northern Europe,enables marine-like climatic conditions to extend eastward into Germany and Poland,effectively prevents population movement between parts of the Mediterranean region,C,False,0.2181934,0.46191543,0.16992919,0.14996198
The largest Hindu temple complex ever constructed is found in,Calcutta.,Bombay.,Cambodia.,Bali.,C,False,0.22950132,0.4287649,0.2025342,0.13919958
Which term describes the forces that unify and strengthen a country?,Diffusion,Centrifugal,Centripetal,Ethnocentric,C,False,0.23453917,0.49651942,0.18265928,0.086282134
Which one of the following statements best describes an application of the S-curve?,Graph of the Bantu migration,Graph of the growth of human populations since their first appearance on Earth,The chart showing how cities associate with one another based on their population sizes,A model showing the decrease in population growth for several countries after they industrialize,D,True,0.17698753,0.2918031,0.20055315,0.33065623
Which of the following items is NOT a challenge to the state?,Transnational corporations,EU,World Trade Organization,Good transportation network,D,False,0.22585997,0.37238014,0.17589992,0.22585997
"National sports teams, flags, national anthems, and national holidays all promote",nationalism.,sectarianism.,political unrest.,functional disputes.,A,False,0.26982117,0.39258745,0.12745449,0.21013694
"The process whereby immigrants learn the values, language, and customs of their new country is called",assimilation.,acculturation.,adaptation.,amalgamation.,B,True,0.34426457,0.500902,0.08704372,0.06778971
"On which of the following can one most accurately depict true geographical distance, true direction, true size, and true shape?",A Mercator projection,A globe,A conic projection,A gnomonic projection,B,True,0.19828953,0.28850955,0.22469147,0.28850955
Which of the following could be considered a higher-order central place function?,Winn-Dixie grocery store,Mercedes-Benz dealership,Shoe store,Family doctor,B,True,0.2603948,0.3788722,0.15793742,0.20279567
Which geographer viewed the US urban community of the 1920s as a set of concentric rings radiating outward from a central core?,Rostow,Ravenstein,Von Thünen,Burgess,D,False,0.24275303,0.45352235,0.18905625,0.11466841
"To get to school in the morning, we ALL use this as our guide:",Rand-McNally Road Atlas.,world globe.,road map.,mental map.,D,True,0.22592203,0.2900896,0.15527378,0.3287146
"Of these, the map using the smallest map scale would be the map of",the world.,"Atlanta, Georgia.","Main Street, Small Town, Ohio.",Pennsylvania.,A,True,0.26463422,0.26463422,0.20609733,0.26463422
An earlier boundary formed before meticulous geographic knowledge and mapping was available is known as,an antecedent boundary.,a geometric boundary.,a relict boundary.,a subsequent boundary.,A,False,0.29800048,0.3376788,0.20481254,0.15950817
Which of the following jobs is in the non-basic employment sector?,Software engineer,F-10 pickup truck assembly-line worker,Oil refinery worker,Parking lot attendant,D,False,0.22638911,0.29068938,0.22638911,0.25653246
In which of the following regions is subsistence agriculture being replaced by large-scale commercial development?,The Swiss Alps,The Amazon Basin,North Africa,The Alaskan tundra,B,True,0.12798232,0.44670215,0.18621315,0.23910244
A strong movement away from all religions is called,secularism.,heathenism.,sacrilege.,nationalism.,A,True,0.33248794,0.33248794,0.15705618,0.17796798
Regions share all of these characteristics EXCEPT,boundaries.,common features.,relative location.,easily defined.,D,False,0.18515001,0.3919626,0.18515001,0.23773733
Which of the following U.S. main immigration flow associations is NOT correct?,"Pioneer settlement to 1870—Germans, British, Scotch-Irish, Africans",1870–1914—Asians,1870–1914—Eastern and southern Europeans,1965–present—Hispanics,B,False,0.16928135,0.297098,0.21736154,0.31625918
Which one of the statements below is characteristic of most African cities?,"They have thriving, clean residential areas.",There are jobs for most rural-to-urban migrants.,They have three separate business districts.,They have a well-developed infrastructure.,C,False,0.17042328,0.3607861,0.15039802,0.31839263
Which country faces a serious trade disadvantage due to its location?,Singapore,Italy,Spain,Mongolia,D,False,0.23509625,0.4392176,0.14259307,0.18309313
"In which zone of Burgess's concentric zone model would one find better houses, single-family homes, and higher-rent apartments?",First,Second,Third,Fourth,C,False,0.14046311,0.38181832,0.1803582,0.29736042
The theory that every society develops economically according to a five-stage pattern of growth is attributed to,Rostow.,Ravenstein.,von Thünen.,Burgess.,A,True,0.3655293,0.3655293,0.13447072,0.13447072
Which of the following would NOT be considered a barrier to diffusion of a cultural trait?,Language,Religion,Oceans,Tolerant complaisant citizens,D,False,0.28297442,0.41172534,0.13366765,0.17163265
The process of invasion and succession is a process involving migration and is best described as when,new residents tear down and rebuild housing units.,new residents live peacefully with old residents.,new residents assimilate with old residents completely.,new residents move into areas occupied by older resident groups.,D,False,0.20814733,0.4406479,0.14305742,0.20814733
Which of the following best illustrates the definition of a functional region?,A map showing Atlanta as a hub for Delta Airlines,An article describing the region referred to as the South,A map showing North Carolina's one hundred counties,An essay explaining the region known as the Bible Belt,A,False,0.18414204,0.30359888,0.20866026,0.30359888
New stores opening around a large shopping mall reflect which concept?,Gravity concept,Distance decay,Complementarity,Movement bias,D,False,0.18076567,0.4336343,0.18076567,0.20483434
The birth of an urban industrial workforce in Europe contributed to the start of the,First Agricultural Revolution.,Second Agricultural Revolution.,Third Agricultural Revolution.,Fourth Agricultural Revolution.,B,True,0.21682866,0.52014494,0.13151324,0.13151324
Which of the following statements about East Asia's industrial regions is true?,Japan has a rich natural resource base.,China lacks natural resources but has a massive labor force.,China is industrializing rapidly.,Taiwan lacks industrial enterprise and an educated workforce.,C,False,0.1904708,0.4032267,0.21583171,0.1904708
Which of the following statements best describes the United Nations?,The UN operates a worldwide police force.,Member states surrender sovereignty to the UN.,World laws are enforced by the UN.,The UN often practices interventionism in world conflicts.,D,False,0.18468855,0.4430448,0.16298708,0.20927955
Which of the following is a formal region?,Dixie,Pennsylvania,The market area of Winn-Dixie,The Pacific Northwest,B,True,0.26740265,0.3030069,0.1621879,0.26740265
The concentration of production activities and people spatially to benefit everyone is called,the substitution principle.,deglomeration.,agglomeration.,infrastructure.,C,False,0.3247916,0.3247916,0.19699608,0.15342069
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",European,Slavic,Germanic,Romance,D,False,0.34271342,0.38834518,0.14286421,0.12607722
"Ankara, Turkey and Islamabad, Pakistan are both examples of",desert cities.,forward-thrust capitals.,old colonial capitals.,rival cities.,B,True,0.31132808,0.35278094,0.18883003,0.14706098
Which of the following is NOT an example of syncretism?,Halloween,Foreign cuisine changed to suit American tastes,Hasidic Judaism,Catholicism in Louisiana,C,False,0.2132795,0.39845854,0.1465847,0.24167733
The theory that whoever controlled the landmass of Europe would rule the world is called the,devolution theory.,domino theory.,heartland theory.,rimland theory.,C,False,0.30235064,0.3882259,0.18338493,0.12603849
Which group represents the Persian (Iranian) variation of Islam and believes in the infallibility and divine right to authority of the Imams descended from Ali?,Sunni,Shiite,Imam,Untouchables,B,True,0.14178707,0.72005415,0.08599821,0.05216055
The multiplier effect is,the addition of non-basic workers to an urban economy that has added more basic workers.,a ratio of urban to rural workers in an economy.,the ratio of city workers to farm workers in an economy.,the addition of rural jobs created by the urban economy.,A,True,0.31604242,0.24613409,0.19168942,0.24613409
The sacred book of the Hindu is called the,Talmud.,Bible.,Torah.,Veda.,D,False,0.2617548,0.48902234,0.14010724,0.10911564
Which of the following is a distinct characteristic of an East European city?,A central park,Prominent religious buildings,A large central square surrounded by government and administrative buildings,Luxury apartment buildings,C,False,0.2777126,0.4578707,0.14864884,0.115767844
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,Italy,Russia,Japan,Brazil,C,False,0.18910499,0.51404065,0.16688456,0.12996984
Which of the following is an example of a bulk-gaining industry?,Steel,Bottled orange juice,Paper,Copper,B,True,0.26503736,0.34031472,0.16075328,0.23389466
Which of the following is NOT a feature of an export processing zone (EPZ)?,Tariff reductions on exports,Raw materials imported duty-free,Exemption from customs duties,Strict pollution regulations,D,False,0.2039163,0.33620113,0.123681486,0.33620113
Which of the following characteristics is NOT true of a state?,Independent territory,Internationally recognized,Boundaries,A national language,D,False,0.18688822,0.39564237,0.1455487,0.27192077
"You are planning to move from your hometown to Pittsburgh. Along the way, you stop in Columbus, Ohio to visit a relative and fall in love with the city! You decide to stay and make Columbus your new home. This is an example of",intervening opportunity.,distance decay.,involuntary migration.,push-pull factors.,A,False,0.17440055,0.47406983,0.15390794,0.1976217
A large node of office and commercial land use outside the central city with more jobs than residents is a(n),suburb.,primate city.,town.,edge city.,D,False,0.30369252,0.3441287,0.14345418,0.2087246
Which crop began the Third Agricultural Revolution?,Rice,Wheat,Barley,Millet,A,False,0.3568336,0.40434545,0.16855626,0.070264705
Which factor in the last quarter century greatly destabilized Eastern Europe and led to ethnic conflict?,The introduction of new languages,The end of the Cold War,The invasion by the Soviets,The acceptance of many Eastern European countries into the EU,B,True,0.13813868,0.5463491,0.13813868,0.17737359
"If I wanted to ship a small piece of very valuable jewelry to my aunt who lives in Poughkeepsie, which mode of transportation makes the most sense?",Truck,Air,Ship,Railroad,B,True,0.11774889,0.41098398,0.32007465,0.15119256
Which of the following is a functional region?,Dixie,Pennsylvania,The market area of Winn-Dixie,The Pacific Northwest,C,False,0.24141292,0.35125372,0.16592051,0.24141292
Which type of city model contains a distinct residential spine proceeding outward from center city along the main boulevard?,European,Muslim,Sub-Saharan African,Latin American,D,False,0.1904708,0.4032267,0.21583171,0.1904708
What family do most European languages belong to?,Ural-Altaic,Basque,Indo-European,Phoenician,C,True,0.24591295,0.21701743,0.4054419,0.13162771
"What do the terms apartheid, ethnic cleansing, and integration all have in common?",They all occurred in Nazi Germany during World War I.,They are all forms of residential segregation.,They are all ways to integrate different ethnic populations in neighborhoods.,They are different expressions for the same concept.,B,True,0.18607986,0.5731663,0.12789069,0.11286314
Which one of the statements below correctly describes immigrants living in Europe?,Most find citizenship easy to get in host countries.,Muslims immigrants from North Africa are well integrated in France.,Immigrants to European cities rarely bring their families.,They are usually restricted to certain neighborhoods.,D,False,0.1595629,0.3827715,0.1595629,0.29810274
Which of the following activities are NOT secondary economic activities?,Assembling automotive parts,Sewing shirts,Mining copper,Binding books,C,False,0.70320547,0.17779818,0.03501054,0.08398592
Johnny and Susie are moving to Scotland to renovate and live in the family castle. What makes their move a migration?,They are crossing another country's borders.,They are not taking anything with them.,They are moving permanently.,They will be gone more than one year.,C,False,0.1988487,0.4209627,0.22532511,0.15486352
Which of the following entities is a state?,Antarctica,American Samoa,Egypt,Marshall Islands,C,False,0.3766886,0.42684412,0.07417439,0.12229289
What is the most abundant fossil fuel?,Phosphate,Oil,Petroleum,Coal,D,False,0.27600434,0.45505422,0.1674051,0.101536326
A rejection of or indifference to religion in a country is called,polytheism.,animism.,secularism.,monotheism.,C,False,0.24697341,0.31712013,0.21795328,0.21795328
"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Energy,Labor,Information,Specialization,C,False,0.21309716,0.5111935,0.1464594,0.12924996
A city that is more than twice as large as the next largest city in a country is called a,global city.,world leader city.,megalopolis.,primate city.,D,False,0.41172534,0.28297442,0.17163265,0.13366765
Every country with a seacoast has an exclusive economic zone (EEZ) under the UN Convention on the Law of the Sea. Which one of the following statements regarding the Law of the Sea and the EEZ is NOT correct?,The EEZ extends up to 200 nautical miles (370 km) from the coastline.,Countries have the right to exploit natural resources in their EEZ.,Countries can exploit resources on the continental shelf extending up to 350 nautical miles (560 km) beyond their EEZ.,A country does not have the right to exploit living resources in its EEZ.,D,False,0.25354847,0.36891085,0.15378492,0.22375575
Which of the following is MOST likely to experience population pressure?,An industrial society with abundant natural resources and large imports of food,A society with a highly mechanized agricultural sector,A non-ecumene,A slash-and-burn agricultural society,D,False,0.19652873,0.41605133,0.13507208,0.2523479
"Part of the boundary between the United States and Mexico is the Rio Grande, an example of",a water divider.,a watercourse.,an artificial boundary.,a natural boundary.,D,False,0.1904708,0.4032267,0.21583171,0.1904708
"When we talk about diffusion of a cultural trait, what do we mean by ""hearth""?",Destination,Origin point,All locations along the diffusion path,Axis point,B,True,0.20126146,0.48280114,0.17761262,0.13832484
The distance north and south of the equator is the,global grid system.,Prime Meridian,latitude.,longitude.,C,False,0.37320176,0.3293494,0.17628802,0.12116087
Why are perceptual or vernacular regions so difficult to identify?,Boundaries are constantly being redrawn.,"Physical features, such as rivers, are constantly shifting.",Defining criteria are subjective and differ among researchers.,Antecedent boundaries were drawn before humans were located in the regions.,C,False,0.18926768,0.40067968,0.16702813,0.24302451
Which structure(s) traditionally occupies the center of a historic Asian city?,A central market,High-density housing,A religious building,Government office buildings,C,False,0.39935994,0.31102183,0.10097401,0.18864428
Which description best describes the urban hierarchy model in which the population of a city is inversely proportional to its rank in the hierarchy?,Multiplier effect,Rank-size rule,Central place theory,Burgess's sector model,B,True,0.20425668,0.4324114,0.20425668,0.15907528
Which of the following is a major concern in countries with a large and rapidly aging population?,Immunization,Adequate schools,Daycare facilities,Health care,D,False,0.1571279,0.48398802,0.1571279,0.20175622
Which of the following capital cities is located OUTSIDE the central core area of the country?,"Abuja, Nigeria","Paris, France","London, United Kingdom","Cairo, Egypt",A,False,0.14664404,0.45169547,0.21336582,0.18829468
"Spanish colonial architecture, uneven economic development, and rural-to-urban migration flows are most commonly found in which of the following?",Southeast Asia,Sub-Saharan Africa,North America,Latin America,D,False,0.17238429,0.28421363,0.32205623,0.2213458
The purpose for the creation of NATO was to,defend North America and Western Europe against the threat of communism.,form an economic alliance for trade between Europe and North America.,defend Europe against a second Nazi invasion.,defend northern Europe against Chinese missiles.,A,False,0.33595863,0.4313794,0.109069794,0.12359227
Which of the following is NOT a key milestone reached by the EU?,The introduction of a common currency used by many EU countries,A customs union,A single market,A common European language,D,False,0.18919975,0.35347164,0.21439138,0.24293727
The use and spread of English in nineteenth-century India is an example of what type of diffusion?,Stimulus,Contagious,Hierarchal,Relocation,C,False,0.17082725,0.4097933,0.17082725,0.2485522
The theory that most migration occurs over a short distance and in steps is attributed to,Rostow.,Ravenstein.,von Thünen.,Burgess.,B,True,0.3121419,0.3537031,0.16707751,0.16707751
"The way of life based on breeding and herding of animals that are used as a source of food, shelter, and clothing is called",swidden.,subsistence farming.,pastorialism.,hunting and gathering.,C,False,0.28297442,0.41172534,0.17163265,0.13366765
The European Union (EU) replaced which of the following organizations?,NATO,EEC,UN,ASEAN,B,True,0.16866618,0.6670877,0.11592246,0.048323672
"The attempt by core countries to stimulate increased agricultural production in the periphery through use of technology, hybrid seed, and fertilizers is called the",First Agricultural Revolution.,Second Agricultural Revolution.,Third Agricultural Revolution.,Green Revolution.,D,False,0.2723227,0.44898424,0.16517207,0.113520995
Shifting cultivation is most often practiced in,alpine tundra.,tropical forests.,flood plains.,deserts.,B,True,0.24846093,0.36150852,0.219266,0.17076454
The migration streams into the United States between 1980 and the present have been primarily composed of emigrants from which of the following regions?,Europe and North Africa,Asia and Latin America,Sub-Saharan Africa and Oceania,Central Europe and Australia,B,True,0.20761387,0.4980398,0.111127704,0.18321861
Which one of the following North American associations is NOT correct?,Southeast—African Americans,Oklahoma and the Southwest—Native Americans,Quebec and northern Maine—French Americans and French Canadians,Southern prairie provinces—African Americans,D,True,0.1395752,0.29548073,0.23012061,0.33482352
Which of the following countries is NOT a federal state?,Canada,United States,France,People's Republic of China,C,False,0.20927955,0.4430448,0.16298708,0.18468855
Which of the following world regions is NOT considered one of the world's most densely populated regions?,South Asia,Europe,South America,Northeast United States,C,False,0.10257662,0.4597165,0.19163835,0.24606852
"Olives, grapes, and chickpeas are staple crops of which type of farming?",Pastoral nomadism,Subsistence,Plantation,Mediterranean,D,False,0.14572828,0.44887468,0.24026531,0.16513178
A person who practices the Hindu religion would be most likely to,visit a shrine built on the shore of a lake.,pray five times a day.,bathe in the Ganges River.,make a pilgrimage to Jerusalem.,C,False,0.3037987,0.39008525,0.16261172,0.14350435
"The language with the largest number of ""speakers"" is",English.,Russian.,Spanish.,Mandarin Chinese.,D,False,0.44403386,0.30517972,0.087435454,0.16335094
Which one of the following statements does NOT correctly describe the Green Revolution?,It changed centuries-old methods of farming.,It was an attempt to feed a growing world population.,"It centered on increased rice, wheat, and maize yields.",It greatly improved crop yields in sub-Saharan Africa.,D,True,0.11803527,0.22051892,0.19460726,0.46683857
"Historically, the world's major languages have spread by all of the following methods EXCEPT",Sanskrit records.,migration.,trade.,conquest.,A,False,0.20278451,0.5512254,0.12299502,0.12299502
A primate city is,a large city located on the periphery of the country.,the most important city in a country.,when the largest city in a country is more than twice the size of the next largest city.,the largest city in a country.,C,False,0.3287146,0.2900896,0.15527378,0.22592203
"Which of the following factors would be considered a ""pull"" factor for Riva when considering a move from India to the United States?",Abject poverty,Better job and higher wages,India's caste system,Violence in her neighborhood,B,True,0.16988717,0.6719168,0.055154286,0.10304178
All of the following are reasons major cities attract young people in Latin America EXCEPT,the availability of jobs.,the potential for decent housing.,educational opportunities.,their families live there already.,D,False,0.21511292,0.35466126,0.21511292,0.21511292
"Which language family is most widely spoken in North America and Europe and includes Baltic, Celtic, Germanic, and Greek?",Dravidian,Uralic-Altaic,Sino-Tibetan,Indo-European,D,False,0.2700561,0.18560666,0.30601364,0.23832366
Which theorist(s) tried to explain the prices of farm products as they relate to patterns of land use?,Rostow,Ravenstein,Von Thünen,Burgess,C,False,0.33620113,0.33620113,0.2039163,0.123681486
Which of the following is NOT a spread effect in the core-periphery model of development?,Congestion in the core,High cost of labor in the core,High density in the core,More infrastructure in the core,D,False,0.219266,0.36150852,0.17076454,0.24846093
Which of the following is NOT an important environmental factor influencing a country's agriculture?,Number of frost-free days per year,Availability of sufficient rainfall,Reliability of sufficient rainfall,Amount of fertilizer produced in the country,D,False,0.17437139,0.41829523,0.119843595,0.28748983
Which of the following countries is situated in the region of tectonic activity known as the Pacific Ring of Fire?,Brazil,Australia,Chile,India,C,False,0.11976966,0.41803718,0.3689165,0.0932767
"Which one of the following statements is NOT true of the ""core"" countries?",They are technologically advanced.,They are wealthy.,They are powerful.,They are less developed.,D,False,0.18926768,0.40067968,0.16702813,0.24302451
"If you wanted to find the global distribution of coal, you would use a",reference map.,topographic map.,thematic map.,location map.,C,False,0.32304353,0.2850849,0.1959358,0.1959358
Which one of the following is NOT a centripetal force in a state?,A high level of confidence in central government,The existence of strong separatist groups,The existence of national transportation networks,The national anthem,B,True,0.17698753,0.33065623,0.20055315,0.2918031
The cities of Varanasi (Benares) in India and Mecca in Saudi Arabia are alike because both are,capitals of countries formerly colonized by the English,destinations for vast numbers of pilgrims,financial centers for a large fraction of the world's economy,examples of modern urban planning,B,True,0.33631596,0.38109592,0.12372373,0.15886441
China and Vietnam's dispute over the Spratley Islands is,a positional dispute.,a territorial dispute.,a resource dispute.,a functional dispute.,C,False,0.2267152,0.47995612,0.15581894,0.13750973
Which of the following is NOT used by geographers to determine absolute location?,Longitude,Latitude,Equator,Distance to the nearest city,D,False,0.24302451,0.40067968,0.16702813,0.18926768
Which of the following is a characteristic of a developed country?,Over 50% of workforce engaged in agriculture,Women held in inferior place in society,Main disease related to age and lifestyle,High birth and death rates,C,False,0.28364658,0.41270334,0.15182507,0.15182507
"Mary lives in a neighborhood with stores, offices, and restaurants so close that she does not need to own a car; however, she feels she has very little privacy. This is an example of a(n)",win-win.,trade-off.,infill.,leapfrog development.,B,True,0.17193802,0.41245788,0.1948313,0.2207728
Which of the following items below is an absolute location?,10 miles east of Pittsburgh,Washington,3 degrees south,"479 Elm Street, Muncie, Indiana",D,False,0.33012268,0.2570998,0.12144535,0.29133224
Which one of the following groups is excluded from the caste system of Hinduism?,Scholar-priests,Warrior-landowners,Businessmen and farmers,Untouchables,D,False,0.21180661,0.3081768,0.24000832,0.24000832
Which of the following is a push factor?,Dissatisfaction with current jobs,Higher-paying jobs elsewhere,An attractive retirement community elsewhere,A pleasant climate,A,False,0.3587402,0.4065059,0.10278079,0.13197315
"The Basques, Bretons, Kashmiris, and Tamils are all examples of",regionalist groups.,separatist groups.,terrorist groups.,interventionist groups.,B,False,0.3882259,0.30235064,0.12603849,0.18338493
Which of the following factors does NOT play a role in gender relationships in a culture or society?,Biology,Advancements in technological development,Religion,Custom,A,False,0.25354847,0.36891085,0.15378492,0.22375575
The intensive agricultural practice of planting and harvesting the same crop more than once a year is called,swidden.,double cropping.,pastorialism.,intertillage.,B,True,0.3248988,0.36815858,0.15347132,0.15347132
"When a new fashion design is introduced globally, the information initially travels through a process known as",contagious diffusion,relocation diffusion,innovative diffusion,hierarchical diffusion,D,False,0.24591295,0.4054419,0.13162771,0.21701743
Opponents of genetically modified organisms (GMOs) in food are afraid that the GMOs,will hinder global trade.,make plants more resistant to disease.,may cause irreversible changes in humans.,make plants more resistant to drought.,C,False,0.21951321,0.41010463,0.15086907,0.21951321
Which one of the following is NOT an advantage of urban agriculture?,Helping to solve the problem of solid waste disposal,Fresh produce for sale to others,Beautification of a dingy urban area,Renewed or purified water supplies,D,True,0.14706098,0.31132808,0.18883003,0.35278094
Which of the following is NOT a problem Europe currently faces today?,Rising immigration,Lack of population growth,Environmental apathy,Urban ethnic ghettos on the rise,C,False,0.1904708,0.4032267,0.1904708,0.21583171
The world systems theory divides the world into,"core, periphery, and semi-periphery.",rich and poor.,developed and undeveloped.,haves and have-nots.,A,True,0.39497563,0.34856477,0.12822981,0.12822981
The majority of Kurds are found in which country?,Iran,Iraq,Turkey,Egypt,C,False,0.17699106,0.54517084,0.15619406,0.121644065
In what country are the most Basque speakers found?,Denmark,Finland,Luxembourg,Spain,D,False,0.15182507,0.41270334,0.15182507,0.28364658
