0,1,2,3,4,5,llama_7B_followturn_20000/ckp25k_correct,llama_7B_followturn_20000/ckp25k_choiceA_probs,llama_7B_followturn_20000/ckp25k_choiceB_probs,llama_7B_followturn_20000/ckp25k_choiceC_probs,llama_7B_followturn_20000/ckp25k_choiceD_probs
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.2005308,0.5450992,0.22723114,0.02713889
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.022740817,0.9083788,0.06580274,0.003077635
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.1307704,0.8527301,0.015618297,0.000881124
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.17848235,0.7999024,0.017672146,0.0039431886
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.022863163,0.8579339,0.11610872,0.0030941928
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.1947389,0.7702073,0.029864177,0.005189616
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.2750171,0.58221126,0.12990889,0.012862722
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.08982272,0.8522142,0.05448023,0.0034828049
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.14439869,0.733317,0.11245781,0.009826453
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.10601089,0.7833204,0.10601089,0.004657794
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.10124113,0.8476816,0.047822922,0.0032543906
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.103908874,0.8700183,0.02468052,0.0013923796
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.19894262,0.69437796,0.10648631,0.00019311227
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.13702399,0.7885186,0.07334366,0.0011136646
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.11705611,0.7633017,0.11705611,0.0025861063
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.040993404,0.9330055,0.021942187,0.0040588966
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.5476362,0.42649952,0.025613287,0.00025110383
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.06252291,0.8631021,0.070847735,0.003527301
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.055610396,0.7676778,0.13340239,0.043309417
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.10444913,0.7717805,0.10444913,0.019321145
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.2990333,0.63305354,0.058883153,0.009030024
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.10127869,0.51433563,0.3534974,0.030888256
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.13417414,0.77211887,0.09221645,0.0014905401
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.051919997,0.92030394,0.026107013,0.0016689656
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.08162101,0.8775086,0.038555037,0.00231541
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.22868219,0.70439076,0.061548978,0.00537809
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.1444431,0.8312126,0.022151064,0.0021932526
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.034225635,0.8826908,0.056428533,0.026654953
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.56125635,0.34041917,0.09753173,0.00079269067
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.093772605,0.7851484,0.12040641,0.00067258463
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.032788146,0.90015507,0.06520702,0.0018497806
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.092224285,0.8749997,0.031871863,0.0009041351
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.2885924,0.69229716,0.01628127,0.0028292604
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.10551839,0.8834947,0.009814739,0.0011722035
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.07840657,0.7439009,0.088846296,0.088846296
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.14753693,0.74925435,0.089485675,0.013723073
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.33460957,0.5516779,0.10863182,0.0050807777
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.014199441,0.82526344,0.14340928,0.017127795
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.12328892,0.8039447,0.06199356,0.010772864
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.27719164,0.66494817,0.054582268,0.00327792
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.07398843,0.84675276,0.07876028,0.0004985301
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.27699903,0.58640695,0.13084508,0.0057489313
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,False,0.35893923,0.59179074,0.04857714,0.0006929157
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,True,0.056249395,0.8798886,0.056249395,0.007612528
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.09215602,0.87435204,0.02991868,0.003573277
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.06583878,0.90887624,0.024220731,0.0010641846
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.18585321,0.73506373,0.077475145,0.0016079454
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.12540175,0.8177221,0.055646688,0.0012293954
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.38049224,0.4885617,0.12352774,0.0074184174
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.23791191,0.6467116,0.11238162,0.0029948687
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.33730814,0.6301745,0.03137454,0.0011428177
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.26691356,0.7255463,0.0071130055,0.00042716917
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.21741112,0.7588393,0.022914961,0.00083467737
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.08266909,0.8887764,0.026838724,0.0017157422
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.123152584,0.8030557,0.065918826,0.00787288
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.26229218,0.712984,0.02439697,0.0003269196
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.095754065,0.801739,0.051253457,0.051253457
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,False,0.031405248,0.809952,0.14074856,0.017894171
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.2624908,0.713524,0.020241119,0.0037442301
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.2828659,0.6785601,0.03828174,0.0002922847
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,False,0.07658338,0.8764504,0.04645017,0.00051601476
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.29571232,0.626023,0.07476778,0.003496936
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.33730814,0.6301745,0.03137454,0.0011428177
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.16346368,0.8301371,0.0055934195,0.0008058085
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.40041628,0.40041628,0.18914326,0.010024225
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,True,0.19306438,0.76358443,0.043078486,0.00027267457
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.04637221,0.93141073,0.02190468,0.00031245349
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.05941417,0.929394,0.010990517,0.00020129833
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.34174415,0.6384621,0.019279886,0.0005137916
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.12388129,0.80780745,0.06630887,0.0020023545
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.23841232,0.73436165,0.023606017,0.0036200997
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.32478252,0.53547585,0.13538949,0.004352088
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.1769732,0.6999426,0.03948806,0.08359622
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.20237133,0.5501023,0.20237133,0.045155145
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.5088184,0.44903064,0.041766357,0.00038465485
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.40173692,0.58452374,0.012913812,0.0008255524
