0,1,2,3,4,5,llama_7B_ga_alpacafollowturn_20000/ckp7500_correct,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceA_probs,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceB_probs,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceC_probs,llama_7B_ga_alpacafollowturn_20000/ckp7500_choiceD_probs
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.37899697,0.5514373,0.058121063,0.011444716
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.24820524,0.59541345,0.15054409,0.0058372277
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.03189923,0.49898788,0.34294903,0.1261639
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.07710875,0.73158747,0.18497428,0.0063294717
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.21995583,0.4109316,0.32003385,0.04907878
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.08322813,0.78964657,0.12109623,0.006029026
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.15125325,0.5279257,0.2825783,0.038242813
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.11816931,0.6800174,0.17193532,0.02987788
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,False,0.08081263,0.5971291,0.17108035,0.15097788
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,True,0.05808929,0.55113584,0.29500178,0.09577305
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.20243444,0.29454038,0.4285537,0.074471466
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.12187368,0.5461999,0.29235977,0.03956659
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.069403134,0.45256528,0.39938745,0.07864405
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.12827292,0.73815966,0.12827292,0.0052944557
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.01936996,0.30299714,0.641445,0.03618785
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.12644613,0.72764724,0.14328223,0.0026243057
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.04136114,0.6887248,0.19732296,0.07259106
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.016636861,0.17886314,0.8016089,0.0028910532
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.19067565,0.45740712,0.31437102,0.037546262
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.07310805,0.69362986,0.1987283,0.034533795
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.38438794,0.29936162,0.29936162,0.016888827
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.14172107,0.6351498,0.20620294,0.016926168
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.37530592,0.48190233,0.13806733,0.004724404
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,True,0.4396706,0.49821207,0.059502948,0.002614377
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.072011806,0.683229,0.17274734,0.072011806
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.03752093,0.40338802,0.4570985,0.101992466
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.1325479,0.5242371,0.28060392,0.06261119
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.2957333,0.4302894,0.2609837,0.012993614
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,False,0.030708564,0.42391866,0.48036277,0.06501003
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,False,0.17607054,0.47860935,0.32894307,0.016377112
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,False,0.08855691,0.44972908,0.44972908,0.011984874
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.08864374,0.65499353,0.24095866,0.015403972
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.20818277,0.3889366,0.34323534,0.059645362
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.43152967,0.26173598,0.29658574,0.010148605
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.050551414,0.89604527,0.050551414,0.0028519158
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.01102992,0.41389468,0.5314513,0.043624178
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.05304295,0.82973135,0.112291925,0.0049337633
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,False,0.09705884,0.6329031,0.26383325,0.0062047634
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.117336035,0.409543,0.46407303,0.009047983
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.067097574,0.7213669,0.20667508,0.004860532
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.008328688,0.58388615,0.4012987,0.006486389
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,True,0.08880759,0.21303834,0.6562043,0.041949734
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.043115284,0.31858128,0.59518814,0.043115284
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.056563046,0.60811,0.32549784,0.009829183
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,True,0.5751914,0.3488712,0.06869681,0.007240591
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.0747139,0.62557185,0.2954992,0.00421507
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,False,0.575483,0.3955233,0.019691946,0.009301817
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.14866643,0.5188968,0.27774546,0.054691322
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.20260386,0.4860214,0.26014853,0.051226277
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.04674324,0.73118734,0.20948869,0.012580773
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.006005617,0.093943655,0.8913126,0.008738121
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.020731313,0.36747134,0.6058578,0.0059396205
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,False,0.019640058,0.5739666,0.39448112,0.0119122965
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.17910372,0.6251334,0.17910372,0.016659241
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.040741246,0.38654217,0.56241554,0.010301
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.026479905,0.68292576,0.28468582,0.0059084655
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.042171434,0.5821587,0.35309708,0.02257274
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.07814851,0.50959224,0.39687082,0.015388352
Sound travels in,solids,liquids,gases,All of these,D,False,0.10374374,0.86863565,0.026230523,0.0013901668
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,False,0.06308383,0.5985227,0.28272212,0.05567129
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.24659738,0.5915564,0.14956887,0.01227736
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,True,0.03531253,0.6259296,0.33503598,0.0037219136
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.20316324,0.70910937,0.074739575,0.012987792
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,True,0.6695721,0.31628346,0.012263642,0.0018806902
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.25730923,0.54472363,0.17684586,0.021121226
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.26963788,0.57082343,0.14432676,0.015211929
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.46752065,0.41258553,0.11820773,0.0016861428
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.2517046,0.603808,0.13472778,0.009759647
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.128443,0.5080019,0.34914428,0.014410906
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.4825243,0.4258262,0.08385015,0.007799279
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,False,0.03688066,0.27251327,0.6537254,0.03688066
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.0403028,0.63044184,0.26280725,0.06644808
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,True,0.3635472,0.46680385,0.15154903,0.018099949
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.04496444,0.40076372,0.5145908,0.039680984
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.18453014,0.5016049,0.23694138,0.07692361
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.06759522,0.72671705,0.18374285,0.021944953
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.046673827,0.5341537,0.19650418,0.22266838
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.08768506,0.8319327,0.077381805,0.003000418
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.10388272,0.5978038,0.2823825,0.01593093
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.037383217,0.2762267,0.58477193,0.101618126
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,False,0.042010844,0.39858776,0.51179683,0.047604524
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.26579452,0.562687,0.16121252,0.010305972
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.04430462,0.6930409,0.2549555,0.007698989
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.73184127,0.23759407,0.028376564,0.002188166
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.06646633,0.43341494,0.49112347,0.008995241
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,False,0.07028889,0.16861428,0.75567675,0.005420097
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.20986979,0.39208835,0.39208835,0.005953547
Which of these does NOT belong in the family of electromagnetic waves?,Light,Sound,Radio waves,X-rays,B,False,0.02453489,0.055290226,0.055290226,0.8648847
A math book and a physics book sitting on a table are tied together with a length of string. With the string taut one book is pushed off the edge of the table. As it falls the other book is dragged horizontally across the table surface. With no friction acceleration of the books is,zero,g/2,g,a value between zero and g,D,False,0.05458047,0.58679533,0.16811968,0.19050455
A motor and a generator are,similar devices,very different devices,forms of transformers,energy sources,A,False,0.18048011,0.4905958,0.29756138,0.03136274
As more lamps are connected in parallel in a circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,A,False,0.4116642,0.5285873,0.05571269,0.0040358137
Newton’s law of cooling applies to objects that,cool,warm up,Both,Neither,C,False,0.22416095,0.47454876,0.2878284,0.013461912
The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,day,month,year,None of these for the moon does not rotate about an axis,B,True,0.065849796,0.80221474,0.12302362,0.008911801
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,False,0.03388404,0.41279215,0.5300356,0.02328814
The compressions and rarefactions in sound normally travel,in the same direction,in opposite directions,at right angles to each other,None of these,A,False,0.23063149,0.62692136,0.13988507,0.0025620842
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,200 W,500 W,800 W,2000 W,B,False,0.04281276,0.40619618,0.5215662,0.029424751
The phenomenon of beats is the result of sound,destruction,interference,resonance,amplification,B,True,0.089515366,0.66143405,0.24332799,0.005722526
Interference is characteristic of,sound waves,light waves,water waves,All of these,D,False,0.17056818,0.76443356,0.055375382,0.009622798
"In either a fission event or a fusion event, a quantity that remains unchanged is the",kinetic energy,mass,number of nucleons,binding of nucleons,C,True,0.12299502,0.20278451,0.5512254,0.12299502
The magnetic force on a moving charged particle can change the particle's,speed,direction,Both of these,Neither of these,B,True,0.07325987,0.69507027,0.22565627,0.006013536
"If you were to travel at a speed close to the speed of light, you could notice that your own",mass changes.,pulse decreases.,Both of these.,Neither of these.,D,False,0.16244496,0.44157118,0.38968518,0.0062986743
Electricity and magnetism connect to form,mass,energy,ultrahigh-frequency sound,light,D,False,0.2710992,0.57391703,0.14510895,0.009874788
Sound travels in air by a series of,compressions,rarefactions,Both of these,Neither of these,C,False,0.10480311,0.77439606,0.11875749,0.0020433355
"When a cannonball is fired from a cannon, both the cannonball and the cannon experience equal",amounts of force,accelerations,Both,Neither,A,False,0.08678449,0.38894108,0.49941024,0.02486417
The nucleus of an electrically neutral iron atom contains 26 protons. The number of electrons this iron atom has is,52,26,24,None.,B,True,0.067097634,0.81741655,0.1106253,0.0048605367
To say that a rose petal is red is to say that it,absorbs red,reflects red,emits red,transmits red,B,True,0.17583178,0.6137132,0.17583178,0.03462333
