0,1,2,3,4,5,llama_7B_sharegpt_xc_20000/ckp20k_correct,llama_7B_sharegpt_xc_20000/ckp20k_choiceA_probs,llama_7B_sharegpt_xc_20000/ckp20k_choiceB_probs,llama_7B_sharegpt_xc_20000/ckp20k_choiceC_probs,llama_7B_sharegpt_xc_20000/ckp20k_choiceD_probs
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.02235764,0.12865934,0.27237183,0.57661116
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.09623119,0.2615835,0.38060176,0.2615835
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.16206655,0.08674797,0.024853708,0.72633183
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.025064249,0.099131025,0.57045966,0.30534506
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.09623119,0.2615835,0.38060176,0.2615835
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.0681907,0.26969945,0.3924104,0.26969945
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.042950213,0.28007054,0.3173615,0.3596177
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,False,0.14459555,0.23839776,0.3468667,0.27014005
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,False,0.020154828,0.16875432,0.7563044,0.054786507
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.5676281,0.34428385,0.05982756,0.028260538
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.19305666,0.40870097,0.24788967,0.15035269
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.045951292,0.16038576,0.49402294,0.29964006
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.101227745,0.3118034,0.27516553,0.3118034
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.060431387,0.4465309,0.3068959,0.18614177
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,True,0.24363722,0.27607712,0.16744925,0.31283638
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.09100338,0.5236883,0.19265416,0.19265416
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.17334883,0.41584224,0.04382945,0.36697948
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.10911564,0.14010724,0.48902234,0.2617548
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.12575008,0.34182414,0.2662129,0.2662129
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,True,0.43471363,0.3385553,0.08560019,0.14113085
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.08297207,0.25557196,0.37185502,0.28960097
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.054468192,0.51677984,0.31344283,0.11530917
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.42688283,0.42688283,0.050983883,0.095250435
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,True,0.03189923,0.1261639,0.49898788,0.34294903
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.3076567,0.3076567,0.11318058,0.2715061
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.07764332,0.14505681,0.27100182,0.506298
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.05964536,0.3432353,0.20818275,0.38893658
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.053008348,0.2096521,0.34565786,0.39168167
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.054691322,0.27774546,0.5188968,0.14866643
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.031378377,0.18057008,0.556195,0.23185657
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.25173718,0.47030693,0.17301625,0.10493966
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,True,0.0061480417,0.008945348,0.80523455,0.17967212
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.053230267,0.16396075,0.5722793,0.21052979
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.09299232,0.25277933,0.28643653,0.36779177
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.028568532,0.07765733,0.44688705,0.44688705
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.05700462,0.3717168,0.09398472,0.47729382
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.008184104,0.013493306,0.03236876,0.94595385
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,False,0.030590137,0.06475932,0.29023114,0.61441934
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.08551938,0.38327128,0.096906155,0.43430325
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.0010172767,0.010936755,0.98449534,0.0035506447
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.07507893,0.23125936,0.48957607,0.20408566
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.02795909,0.23409861,0.30058855,0.43735376
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.46525994,0.46525994,0.049038034,0.020442095
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.3520822,0.3520822,0.1295238,0.16631185
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.0709798,0.6734376,0.19294311,0.06263946
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.19635543,0.19635543,0.0024717501,0.60481733
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.35823798,0.24621314,0.24621314,0.1493358
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.031378377,0.18057008,0.556195,0.23185657
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.06386034,0.6058901,0.005939937,0.32430962
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.3464045,0.50401556,0.022144899,0.12743509
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.06793114,0.44296664,0.30444622,0.18465596
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.0155607145,0.114979,0.5153001,0.35416025
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.031921674,0.26727688,0.64116395,0.05963754
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.03625111,0.05274506,0.5670628,0.34394097
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.039714772,0.04500273,0.011378473,0.903904
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.09076141,0.5918387,0.037834983,0.2795648
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,True,0.09460815,0.10720508,0.42400432,0.3741825
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,True,0.21644855,0.27792543,0.14876276,0.35686332
